LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA km;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Bari;1/1/2022;"9";"5";"14";"8";"90";"13";"8";"13";"0";"1024";"0";"0";"pioggia nebbia "
Bari;2/1/2022;"9";"4";"15";"7";"86";"19";"9";"13";"0";"1024";"0";"0";""
Bari;3/1/2022;"9";"4";"14";"6";"83";"18";"10";"15";"0";"1021";"0";"0";""
Bari;4/1/2022;"11";"5";"18";"8";"80";"20";"9";"17";"0";"1015";"0";"0";""
Bari;5/1/2022;"13";"6";"17";"9";"80";"16";"11";"22";"0";"1007";"0";"0";""
Bari;6/1/2022;"12";"9";"16";"8";"79";"19";"9";"17";"0";"1008";"0";"0";"pioggia "
Bari;7/1/2022;"9";"8";"10";"8";"92";"15";"10";"13";"0";"1014";"0";"0";"pioggia "
Bari;8/1/2022;"8";"6";"10";"6";"86";"20";"13";"17";"0";"1011";"0";"0";"pioggia "
Bari;9/1/2022;"7";"3";"12";"2";"69";"18";"12";"21";"0";"1004";"0";"0";"pioggia "
Bari;10/1/2022;"7";"6";"10";"7";"97";"13";"9";"22";"0";"998";"0";"0";"pioggia "
Bari;11/1/2022;"11";"8";"12";"5";"66";"19";"18";"22";"0";"1010";"0";"0";"pioggia "
Bari;12/1/2022;"9";"6";"12";"4";"68";"22";"14";"18";"0";"1020";"0";"0";""
Bari;13/1/2022;"8";"5";"10";"1";"56";"19";"13";"21";"0";"1030";"0";"0";""
Bari;14/1/2022;"8";"5";"13";"3";"67";"21";"16";"21";"0";"1027";"0";"0";""
Bari;15/1/2022;"10";"6";"15";"6";"70";"20";"12";"18";"0";"1022";"0";"0";""
Bari;16/1/2022;"9";"4";"14";"6";"82";"19";"9";"15";"0";"1023";"0";"0";""
Bari;17/1/2022;"9";"2";"14";"5";"79";"19";"13";"21";"0";"1024";"0";"0";""
Bari;18/1/2022;"8";"5";"13";"4";"74";"20";"9";"15";"0";"1029";"0";"0";""
Bari;19/1/2022;"6";"2";"11";"2";"72";"18";"9";"13";"0";"1030";"0";"0";""
Bari;20/1/2022;"8";"2";"15";"3";"71";"21";"13";"21";"0";"1022";"0";"0";"pioggia "
Bari;21/1/2022;"8";"4";"10";"5";"72";"18";"13";"21";"0";"1019";"0";"0";"pioggia "
Bari;22/1/2022;"7";"5";"9";"3";"44";"20";"18";"28";"0";"1024";"0";"0";"pioggia temporale "
Bari;23/1/2022;"8";"6";"10";"2";"48";"18";"18";"26";"0";"1026";"0";"0";"pioggia "
Bari;24/1/2022;"6";"4";"9";"1";"43";"19";"18";"24";"0";"1028";"0";"0";"pioggia "
Bari;25/1/2022;"4";"0";"8";"0";"53";"19";"12";"18";"0";"1030";"0";"0";""
Bari;26/1/2022;"9";"5";"12";"4";"69";"22";"14";"18";"0";"1026";"0";"0";""
Bari;27/1/2022;"7";"3";"12";"4";"79";"19";"11";"17";"0";"1026";"0";"0";""
Bari;28/1/2022;"8";"2";"13";"3";"75";"18";"12";"22";"0";"1023";"0";"0";"pioggia "
Bari;29/1/2022;"9";"6";"10";"2";"45";"22";"20";"26";"0";"1025";"0";"0";"pioggia "
Bari;30/1/2022;"7";"2";"14";"1";"59";"19";"9";"17";"0";"1020";"0";"0";""
Bari;31/1/2022;"9";"1";"15";"4";"74";"18";"12";"21";"0";"1010";"0";"0";"pioggia "
