LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/3/2020;"8,9";"5,9";"12,7";"4,6";"75";"0";"19";"0";"73";"0";"1012";"0,7";"pioggia "
Potenza;2/3/2020;"9,7";"7,1";"12,9";"4,9";"73";"0";"22";"0";"74";"0";"1008";"2,4";"pioggia "
Potenza;3/3/2020;"6,4";"3,6";"9";"3,3";"81";"0";"23";"0";"87";"0";"1004";"7,8";"pioggia "
Potenza;4/3/2020;"4,9";"2,8";"7,7";"0,8";"75";"0";"10";"0";"53";"0";"1008";"0,5";"pioggia "
Potenza;5/3/2020;"5,7";"3,6";"9";"1,7";"76";"0";"9";"0";"42";"0";"1011";"0";""
Potenza;6/3/2020;"6,1";"4,8";"8,1";"4,5";"88";"0";"19";"0";"70";"0";"1004";"3,7";"pioggia "
Potenza;7/3/2020;"5";"3,6";"7,2";"2,9";"87";"0";"7";"0";"47";"0";"1008";"7,4";"pioggia "
Potenza;8/3/2020;"2,8";"1";"5";"1,8";"91";"0";"13";"0";"45";"0";"1015";"8,8";"pioggia "
Potenza;9/3/2020;"3,9";"1";"7,9";"-0,6";"73";"0";"8";"0";"34";"0";"1013";"0";""
Potenza;10/3/2020;"4,2";"2,2";"6,8";"0,4";"76";"0";"8";"0";"38";"0";"1015";"0";""
Potenza;11/3/2020;"7,9";"4,3";"12,3";"0,7";"60";"0";"7";"0";"24";"0";"1020";"0";""
Potenza;12/3/2020;"11,8";"8,3";"15,9";"3,3";"56";"0";"11";"0";"42";"0";"1020";"0";""
Potenza;13/3/2020;"11,8";"9,3";"16,1";"4,2";"61";"0";"9";"0";"32";"0";"1015";"0";""
Potenza;14/3/2020;"11";"8,1";"15,7";"6,5";"75";"0";"7";"0";"39";"0";"1013";"3,2";"pioggia "
Potenza;15/3/2020;"5";"2,2";"7,5";"3,5";"89";"0";"12";"0";"46";"0";"1019";"0";""
Potenza;16/3/2020;"5,7";"2";"10,2";"1,9";"77";"0";"11";"0";"39";"0";"1025";"0";""
Potenza;17/3/2020;"8,8";"5,7";"12,8";"2,7";"66";"0";"4";"0";"26";"0";"1028";"0";""
Potenza;18/3/2020;"9,2";"6,2";"13,3";"2,7";"64";"0";"6";"0";"29";"0";"1026";"0";""
Potenza;19/3/2020;"10,7";"8,2";"14,7";"2,5";"57";"0";"6";"0";"30";"0";"1024";"0";""
Potenza;20/3/2020;"11,1";"8,3";"15,1";"2,4";"55";"0";"4";"0";"18";"0";"1021";"0";""
Potenza;21/3/2020;"11";"8,2";"15,2";"2,5";"56";"0";"4";"0";"25";"0";"1014";"0";""
Potenza;22/3/2020;"6,8";"3,2";"9";"5,2";"87";"0";"9";"0";"36";"0";"1013";"6,2";"pioggia "
Potenza;23/3/2020;"0,1";"-3,3";"2,9";"-3,6";"75";"0";"18";"0";"55";"0";"1019";"2,4";"pioggia "
Potenza;24/3/2020;"-2,2";"-4,2";"0,9";"-6,4";"73";"0";"10";"0";"43";"0";"1019";"0,5";"pioggia neve "
Potenza;25/3/2020;"-0,9";"-3,4";"2,4";"-1,2";"95";"0";"13";"0";"65";"0";"1013";"14,7";"pioggia neve "
Potenza;26/3/2020;"4,3";"1,9";"7,1";"5,6";"100";"0";"18";"0";"78";"0";"1002";"37,5";"pioggia neve "
Potenza;27/3/2020;"5,9";"4,2";"8,2";"3,4";"84";"0";"8";"0";"40";"0";"1009";"2,4";"pioggia "
Potenza;28/3/2020;"6,1";"3,9";"8,9";"3";"81";"0";"4";"0";"25";"0";"1013";"1,8";"pioggia "
Potenza;29/3/2020;"7,8";"4,7";"10,8";"3,5";"74";"0";"5";"0";"23";"0";"1013";"0";""
Potenza;30/3/2020;"9,3";"7,1";"11,8";"3,5";"67";"0";"5";"0";"24";"0";"1011";"0";""
Potenza;31/3/2020;"4,8";"0,4";"7,3";"3,8";"92";"0";"8";"0";"33";"0";"1015";"4,7";"pioggia neve "
