LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/10/2022;"15,3";"11,9";"18,5";"11,5";"78";"0";"15";"0";"60";"0";"1018";"0,7";"pioggia "
Potenza;2/10/2022;"15,3";"11,9";"19,7";"10,2";"72";"0";"13";"0";"43";"0";"1021";"0";""
Potenza;3/10/2022;"15,3";"12,6";"18,8";"12,5";"84";"0";"12";"0";"49";"0";"1018";"0";""
Potenza;4/10/2022;"13,6";"11,1";"17,5";"7,5";"68";"0";"8";"0";"37";"0";"1022";"0";""
Potenza;5/10/2022;"13,4";"11,2";"16,8";"6,4";"63";"0";"7";"0";"37";"0";"1026";"0";""
Potenza;6/10/2022;"15,4";"12,6";"18,8";"4,1";"47";"0";"5";"0";"25";"0";"1027";"0";""
Potenza;7/10/2022;"16,8";"14,8";"20,3";"8,2";"57";"0";"4";"0";"20";"0";"1023";"0";""
Potenza;8/10/2022;"15,9";"14";"19,3";"9,9";"68";"0";"6";"0";"27";"0";"1020";"0";""
Potenza;9/10/2022;"17,1";"14,2";"21";"10,6";"66";"0";"4";"0";"22";"0";"1019";"1";"pioggia "
Potenza;10/10/2022;"15,7";"13,8";"17,9";"12,2";"80";"0";"5";"0";"23";"0";"1019";"2,3";"pioggia "
Potenza;11/10/2022;"13,4";"11,6";"15,9";"11,6";"89";"0";"8";"0";"35";"0";"1019";"2";"pioggia "
Potenza;12/10/2022;"14,6";"11,8";"18,3";"10,5";"77";"0";"4";"0";"20";"0";"1021";"0,6";"pioggia "
Potenza;13/10/2022;"14,3";"12,1";"15,7";"12,3";"88";"0";"8";"0";"42";"0";"1018";"12,6";"pioggia "
Potenza;14/10/2022;"12";"10,4";"14,8";"10,2";"89";"0";"9";"0";"33";"0";"1016";"1,4";"pioggia "
Potenza;15/10/2022;"14";"10,1";"17,7";"7,4";"65";"0";"3";"0";"16";"0";"1017";"0";""
Potenza;16/10/2022;"16,9";"15";"20";"8,8";"59";"0";"4";"0";"19";"0";"1023";"0";""
Potenza;17/10/2022;"16,8";"15,4";"19,7";"10,2";"65";"0";"5";"0";"24";"0";"1028";"0";""
Potenza;18/10/2022;"16,1";"13,5";"19,3";"9,8";"66";"0";"4";"0";"19";"0";"1026";"0";""
Potenza;19/10/2022;"15,6";"13,4";"19,2";"10,3";"71";"0";"7";"0";"26";"0";"1021";"0";""
Potenza;20/10/2022;"15,7";"13,8";"19";"10,8";"72";"0";"6";"0";"27";"0";"1021";"0";""
Potenza;21/10/2022;"15,2";"13,5";"18,9";"10,1";"72";"0";"7";"0";"30";"0";"1022";"0";""
Potenza;22/10/2022;"15,6";"13";"19";"10,3";"71";"0";"12";"0";"42";"0";"1023";"0";""
Potenza;23/10/2022;"18,8";"15,5";"23";"9";"53";"0";"8";"0";"33";"0";"1024";"0";""
Potenza;24/10/2022;"17,4";"15,1";"20,9";"8,2";"55";"0";"11";"0";"42";"0";"1022";"0";""
Potenza;25/10/2022;"16,7";"14,2";"20,9";"7,8";"55";"0";"9";"0";"36";"0";"1021";"0";""
Potenza;26/10/2022;"17,6";"14,6";"21,5";"7,7";"52";"0";"6";"0";"25";"0";"1023";"0";""
Potenza;27/10/2022;"18";"16,1";"21,5";"10,2";"60";"0";"4";"0";"23";"0";"1026";"0";""
Potenza;28/10/2022;"16,1";"13,3";"19,8";"11";"72";"0";"5";"0";"24";"0";"1027";"0";""
Potenza;29/10/2022;"14,3";"12,1";"18,1";"10,2";"77";"0";"5";"0";"29";"0";"1025";"0";""
Potenza;30/10/2022;"15,9";"13,5";"19,3";"7,3";"57";"0";"4";"0";"23";"0";"1022";"0";""
Potenza;31/10/2022;"18,9";"16,6";"22,3";"5,2";"40";"0";"3";"0";"25";"0";"1022";"0";""
