LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA km;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Lecce;1/5/2023;"15";"13";"17";"14";"94";"19";"14";"24";"0";"1014";"0";"0";"pioggia "
Lecce;2/5/2023;"15";"14";"17";"15";"98";"12";"16";"22";"0";"1013";"0";"0";"pioggia "
Lecce;3/5/2023;"16";"14";"19";"15";"95";"9";"23";"37";"0";"1011";"0";"0";"pioggia "
Lecce;4/5/2023;"17";"12";"21";"15";"89";"16";"16";"26";"0";"1016";"0";"0";""
Lecce;5/5/2023;"17";"13";"21";"14";"84";"19";"18";"26";"0";"1017";"0";"0";""
Lecce;6/5/2023;"17";"10";"23";"13";"80";"19";"8";"21";"0";"1015";"0";"0";""
Lecce;7/5/2023;"17";"10";"25";"13";"79";"20";"6";"15";"0";"1017";"0";"0";""
Lecce;8/5/2023;"17";"12";"22";"15";"92";"17";"11";"21";"0";"1017";"0";"0";""
Lecce;9/5/2023;"18";"16";"21";"17";"95";"11";"7";"9";"0";"1015";"0";"0";"pioggia "
Lecce;10/5/2023;"17";"15";"21";"16";"91";"11";"11";"22";"0";"1014";"0";"0";"pioggia nebbia "
Lecce;11/5/2023;"19";"15";"22";"17";"89";"14";"20";"28";"0";"1013";"0";"0";"pioggia "
Lecce;12/5/2023;"18";"14";"22";"15";"85";"19";"15";"24";"0";"1016";"0";"0";""
Lecce;13/5/2023;"17";"14";"20";"16";"94";"19";"18";"30";"0";"1018";"0";"0";"pioggia "
Lecce;14/5/2023;"18";"16";"19";"17";"94";"11";"21";"33";"0";"1014";"0";"0";"pioggia "
Lecce;15/5/2023;"19";"17";"22";"17";"88";"7";"19";"37";"0";"1006";"0";"0";"pioggia "
Lecce;16/5/2023;"18";"17";"22";"16";"88";"14";"31";"48";"0";"1003";"0";"0";"pioggia "
Lecce;17/5/2023;"18";"15";"23";"16";"85";"17";"14";"24";"0";"1008";"0";"0";""
Lecce;18/5/2023;"18";"14";"22";"16";"93";"16";"9";"17";"0";"1013";"0";"0";"pioggia temporale "
Lecce;19/5/2023;"19";"13";"24";"16";"84";"18";"10";"18";"0";"1016";"0";"0";""
Lecce;20/5/2023;"19";"16";"23";"16";"87";"17";"7";"15";"0";"1012";"0";"0";"pioggia "
Lecce;21/5/2023;"18";"15";"22";"16";"90";"17";"10";"17";"0";"1009";"0";"0";"pioggia "
Lecce;22/5/2023;"20";"15";"25";"16";"79";"16";"10";"17";"0";"1010";"0";"0";"pioggia temporale "
Lecce;23/5/2023;"19";"13";"25";"16";"81";"15";"8";"18";"0";"1012";"0";"0";""
Lecce;24/5/2023;"20";"13";"27";"16";"79";"18";"6";"18";"0";"1014";"0";"0";""
Lecce;25/5/2023;"21";"13";"27";"15";"74";"19";"8";"17";"0";"1014";"0";"0";""
Lecce;26/5/2023;"21";"17";"25";"17";"80";"19";"18";"26";"0";"1013";"0";"0";""
Lecce;27/5/2023;"22";"17";"26";"17";"75";"19";"16";"26";"0";"1012";"0";"0";""
Lecce;28/5/2023;"22";"17";"26";"17";"76";"18";"15";"22";"0";"1011";"0";"0";""
Lecce;29/5/2023;"20";"13";"27";"17";"84";"19";"9";"18";"0";"1011";"0";"0";""
Lecce;30/5/2023;"21";"16";"25";"18";"89";"12";"8";"28";"0";"1013";"0";"0";"pioggia temporale nebbia "
Lecce;31/5/2023;"20";"15";"25";"18";"91";"12";"6";"13";"0";"1014";"0";"0";"pioggia temporale nebbia "
