LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/4/2024;"14,8";"8,4";"19,9";"5,5";"55";"0";"19";"0";"73";"0";"1011";"0";""
Potenza;2/4/2024;"7,8";"5";"11,7";"4,7";"82";"0";"22";"0";"62";"0";"1018";"0";""
Potenza;3/4/2024;"8";"5";"11,7";"4,4";"78";"0";"12";"0";"40";"0";"1019";"0";""
Potenza;4/4/2024;"10,5";"7";"15";"5,3";"71";"0";"9";"0";"37";"0";"1021";"0";""
Potenza;5/4/2024;"13,4";"10,1";"18,1";"4,4";"54";"0";"5";"0";"19";"0";"1024";"0";""
Potenza;6/4/2024;"14,5";"11,6";"18,8";"8,5";"68";"0";"4";"0";"20";"0";"1024";"0";""
Potenza;7/4/2024;"16,7";"12,9";"21,8";"8";"58";"0";"6";"0";"27";"0";"1021";"0";""
Potenza;8/4/2024;"18";"14,8";"22,4";"7,1";"51";"0";"4";"0";"17";"0";"1018";"0";""
Potenza;9/4/2024;"16,1";"13";"20,3";"7";"55";"0";"12";"0";"42";"0";"1017";"0";""
Potenza;10/4/2024;"10,7";"7,8";"13,3";"7,1";"78";"0";"15";"0";"48";"0";"1018";"0";""
Potenza;11/4/2024;"10,3";"7,8";"13,4";"7,3";"82";"0";"8";"0";"35";"0";"1024";"2,4";"pioggia "
Potenza;12/4/2024;"15";"10,7";"19,6";"7,9";"63";"0";"8";"0";"35";"0";"1026";"0";""
Potenza;13/4/2024;"18";"14,6";"22,2";"6,8";"48";"0";"6";"0";"30";"0";"1026";"0";""
Potenza;14/4/2024;"18,9";"16,1";"23,4";"5,7";"43";"0";"4";"0";"19";"0";"1024";"0";""
Potenza;15/4/2024;"18,1";"15,9";"22";"6,7";"48";"0";"13";"0";"46";"0";"1018";"0";""
Potenza;16/4/2024;"14,1";"10,4";"17,8";"8,1";"70";"0";"22";"0";"65";"0";"1007";"2,3";"pioggia "
Potenza;17/4/2024;"7,4";"3,6";"10,2";"6,1";"91";"0";"14";"0";"63";"0";"1003";"13,3";"pioggia "
Potenza;18/4/2024;"5,5";"3,1";"8,6";"2,8";"83";"0";"7";"0";"37";"0";"1008";"5,1";"pioggia neve "
Potenza;19/4/2024;"4";"3";"4,9";"3,2";"94";"0";"10";"0";"54";"0";"1011";"16,6";"pioggia neve "
Potenza;20/4/2024;"7";"3,8";"9,3";"2,1";"71";"0";"15";"0";"56";"0";"1010";"2,5";"pioggia "
Potenza;21/4/2024;"5,9";"4,4";"8,1";"3,2";"82";"0";"10";"0";"46";"0";"1011";"2";"pioggia "
Potenza;22/4/2024;"9,1";"4,6";"13,6";"1,6";"61";"0";"6";"0";"29";"0";"1011";"0";""
Potenza;23/4/2024;"8,2";"4,9";"12,4";"2,8";"69";"0";"16";"0";"60";"0";"1008";"0";""
Potenza;24/4/2024;"6,2";"4,4";"9,3";"1,8";"73";"0";"22";"0";"69";"0";"1008";"0,6";"pioggia "
Potenza;25/4/2024;"7,1";"4,3";"10,2";"3,1";"76";"0";"16";"0";"51";"0";"1009";"0";""
Potenza;26/4/2024;"8,7";"5,6";"11,7";"5";"78";"0";"8";"0";"34";"0";"1014";"1,6";"pioggia "
Potenza;27/4/2024;"12,4";"8,2";"16,4";"5,1";"62";"0";"4";"0";"21";"0";"1016";"0";""
Potenza;28/4/2024;"14,2";"11,1";"18,4";"5";"54";"0";"10";"0";"39";"0";"1018";"0";""
Potenza;29/4/2024;"15,8";"11,8";"20,1";"5,5";"50";"0";"10";"0";"42";"0";"1019";"0";""
Potenza;30/4/2024;"16,5";"13,1";"21,1";"5";"47";"0";"10";"0";"43";"0";"1017";"0";""
