LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/3/2021;"5,2";"2,6";"8,9";"1,7";"79";"0";"5";"0";"25";"0";"1029";"0";""
Potenza;2/3/2021;"5,8";"3,7";"9,1";"0,9";"71";"0";"7";"0";"35";"0";"1032";"0";""
Potenza;3/3/2021;"8,3";"5,7";"12,6";"-0,5";"54";"0";"4";"0";"22";"0";"1031";"0";""
Potenza;4/3/2021;"7,1";"4,3";"11,2";"0,9";"66";"0";"8";"0";"33";"0";"1024";"0";""
Potenza;5/3/2021;"6";"3,4";"9,1";"2,4";"78";"0";"9";"0";"32";"0";"1019";"0";""
Potenza;6/3/2021;"6,2";"3,6";"9,2";"3,6";"84";"0";"7";"0";"35";"0";"1023";"0";""
Potenza;7/3/2021;"5,8";"3,7";"8,4";"4";"87";"0";"3";"0";"23";"0";"1023";"3,8";"pioggia "
Potenza;8/3/2021;"7,3";"5,5";"10,1";"4,6";"83";"0";"5";"0";"27";"0";"1015";"5,5";"pioggia "
Potenza;9/3/2021;"7,7";"6,2";"9,6";"5,4";"85";"0";"11";"0";"50";"0";"1011";"4,2";"pioggia "
Potenza;10/3/2021;"3,5";"1,8";"6";"2";"89";"0";"12";"0";"42";"0";"1014";"3,2";"pioggia "
Potenza;11/3/2021;"4,5";"0,9";"8,4";"-1";"68";"0";"11";"0";"50";"0";"1022";"0";""
Potenza;12/3/2021;"6,9";"4,8";"9,5";"3,7";"80";"0";"22";"0";"59";"0";"1019";"0";""
Potenza;13/3/2021;"8,3";"6,7";"11";"6,2";"86";"0";"14";"0";"49";"0";"1016";"3,1";"pioggia "
Potenza;14/3/2021;"5,6";"2,1";"8,3";"3,9";"88";"0";"27";"0";"79";"0";"1011";"1,6";"pioggia "
Potenza;15/3/2021;"1,5";"0,3";"4,1";"-1,6";"80";"0";"17";"0";"81";"0";"1009";"3,1";"pioggia neve "
Potenza;16/3/2021;"2,5";"0,2";"6,2";"-2,1";"73";"0";"9";"0";"42";"0";"1012";"1,1";"pioggia neve "
Potenza;17/3/2021;"2,4";"-1";"5,8";"-3,6";"66";"0";"10";"0";"48";"0";"1016";"0";"neve "
Potenza;18/3/2021;"1,5";"-0,3";"3,4";"-2,5";"75";"0";"6";"0";"30";"0";"1015";"1,2";"pioggia neve "
Potenza;19/3/2021;"1,3";"-0,5";"4,6";"-0,6";"87";"0";"5";"0";"25";"0";"1014";"6,6";"pioggia neve "
Potenza;20/3/2021;"-0,2";"-0,8";"0,3";"0,1";"99";"0";"9";"0";"29";"0";"1013";"28,1";"pioggia neve "
Potenza;21/3/2021;"-0,4";"-0,6";"0";"-0,2";"98";"0";"13";"0";"42";"0";"1007";"13,8";"pioggia neve "
Potenza;22/3/2021;"-0,5";"-1,9";"0,3";"-1";"96";"0";"12";"0";"46";"0";"1007";"1,3";"pioggia neve "
Potenza;23/3/2021;"-1,3";"-2,5";"0,8";"-3,7";"83";"0";"13";"0";"54";"0";"1015";"3,9";"pioggia neve "
Potenza;24/3/2021;"0,7";"-1,8";"2,8";"-2,6";"78";"0";"12";"0";"46";"0";"1021";"0";""
Potenza;25/3/2021;"3,6";"0,7";"6,7";"0,1";"77";"0";"10";"0";"43";"0";"1022";"0";""
Potenza;26/3/2021;"8,2";"4,5";"13";"0,7";"60";"0";"7";"0";"34";"0";"1025";"0";""
Potenza;27/3/2021;"8,1";"5,6";"11,6";"2,9";"70";"0";"10";"0";"39";"0";"1027";"0";""
Potenza;28/3/2021;"10,5";"7,2";"14,1";"3,6";"63";"0";"6";"0";"25";"0";"1029";"0";""
Potenza;29/3/2021;"10,3";"8,1";"13,3";"4,9";"69";"0";"8";"0";"37";"0";"1031";"1,1";"pioggia "
Potenza;30/3/2021;"9,7";"6,8";"13,1";"3,4";"64";"0";"10";"0";"44";"0";"1029";"0";""
Potenza;31/3/2021;"10,5";"7,8";"12,9";"4,4";"65";"0";"7";"0";"35";"0";"1024";"0";""
