LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/11/2025;"13,2";"9,7";"17,9";"10,7";"84";"31571";"2";"0";"4";"1021";"0";"0";""
Potenza;2/11/2025;"13,1";"8,8";"18,6";"10,5";"84";"29143";"2";"0";"8";"1018";"0";"0";""
Potenza;3/11/2025;"12,6";"9,2";"16,3";"10,8";"88";"19534";"3";"0";"8";"1018";"0";"5,8";"pioggia "
Potenza;4/11/2025;"8";"4,4";"12";"5";"81";"39229";"3";"0";"7";"1024";"0";"0";""
Potenza;5/11/2025;"8,2";"5";"13,5";"6,2";"87";"32246";"1";"0";"4";"1022";"0";"0";""
Potenza;6/11/2025;"8,5";"4,3";"15,2";"2,7";"66";"48739";"1";"0";"3";"1016";"0";"0";""
Potenza;7/11/2025;"9,5";"4,2";"14,3";"6,6";"81";"30424";"1";"0";"4";"1012";"0";"5";"pioggia "
Potenza;8/11/2025;"9";"6,2";"13,1";"6,8";"86";"21258";"3";"0";"6";"1012";"0";"2,7";"pioggia "
Potenza;9/11/2025;"10,3";"7,7";"13,5";"8,9";"91";"20365";"2";"0";"6";"1012";"0";"14,3";"pioggia "
Potenza;10/11/2025;"9,6";"6,5";"13,2";"8";"90";"28086";"3";"0";"7";"1014";"0";"3,8";"pioggia "
Potenza;11/11/2025;"8,8";"5,5";"12,7";"5,7";"80";"36336";"2";"0";"5";"1019";"0";"0";""
Potenza;12/11/2025;"9,3";"4,5";"15,1";"2";"60";"51526";"1";"0";"3";"1023";"0";"0";""
Potenza;13/11/2025;"9,9";"5,8";"16,2";"3,7";"65";"49966";"1";"0";"3";"1024";"0";"0";""
Potenza;14/11/2025;"10,7";"6";"17,1";"5,4";"69";"49020";"2";"0";"6";"1022";"0";"0";""
Potenza;15/11/2025;"11,9";"8";"17";"5,1";"63";"50392";"2";"0";"7";"1018";"0";"0";""
Potenza;16/11/2025;"15,5";"10,8";"20,5";"4,9";"49";"53704";"3";"0";"10";"1014";"0";"0";""
Potenza;17/11/2025;"13,9";"11,1";"17,3";"11,3";"84";"28569";"4";"0";"11";"1012";"0";"0,2";""
Potenza;18/11/2025;"11,1";"9,1";"13,9";"10";"93";"23982";"2";"0";"10";"1011";"0";"7,9";"pioggia nebbia "
Potenza;19/11/2025;"9,6";"7,3";"13,5";"7,7";"87";"11006";"2";"0";"6";"1011";"0";"1,9";"pioggia nebbia "
Potenza;20/11/2025;"9,4";"7,7";"13,3";"6,5";"82";"24667";"3";"0";"8";"1009";"0";"0,2";"nebbia "
Potenza;21/11/2025;"7,1";"4,3";"10,4";"5,9";"92";"14701";"2";"0";"7";"1008";"0";"17,6";"pioggia "
Potenza;22/11/2025;"3,5";"1,6";"5,2";"2";"89";"13306";"2";"0";"6";"1011";"0";"12";"pioggia neve "
Potenza;23/11/2025;"3,3";"0,9";"7,1";"-1";"73";"46477";"2";"0";"6";"1018";"0";"0,3";""
Potenza;24/11/2025;"7";"2,4";"10,6";"4,9";"86";"23623";"4";"0";"9";"1015";"0";"3,5";"pioggia "
Potenza;25/11/2025;"9,1";"5,5";"11,4";"7,3";"88";"12307";"4";"0";"9";"1004";"0";"13,7";"pioggia "
Potenza;26/11/2025;"6,8";"4,7";"10,6";"4,2";"83";"29105";"2";"0";"8";"1006";"0";"1,1";"pioggia "
Potenza;27/11/2025;"4,9";"4";"6,4";"3,9";"93";"10563";"1";"0";"3";"1009";"0";"6,1";"pioggia "
Potenza;28/11/2025;"4,4";"3,3";"6,1";"3,6";"94";"9561";"2";"0";"6";"1013";"0";"1,9";"pioggia "
Potenza;29/11/2025;"5";"3,1";"7,2";"3,2";"88";"34685";"1";"0";"3";"1014";"0";"0,6";""
Potenza;30/11/2025;"5,5";"2,2";"10,5";"2,8";"82";"42542";"2";"0";"4";"1017";"0";"0";""
