LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/6/2021;"12,9";"8,4";"16,2";"3,3";"52";"0";"8";"0";"37";"0";"1017";"0";""
Potenza;2/6/2021;"16";"12,9";"20,3";"2,5";"41";"0";"3";"0";"22";"0";"1019";"0";""
Potenza;3/6/2021;"18,5";"14,3";"22,9";"4,4";"40";"0";"6";"0";"27";"0";"1022";"0";""
Potenza;4/6/2021;"19,3";"16,1";"23,7";"8,1";"50";"0";"6";"0";"38";"0";"1024";"0";""
Potenza;5/6/2021;"18,3";"16,3";"21,9";"8,6";"54";"0";"10";"0";"38";"0";"1022";"0";""
Potenza;6/6/2021;"17,7";"15,5";"21,1";"9,6";"59";"0";"10";"0";"39";"0";"1018";"0";""
Potenza;7/6/2021;"16,2";"14,4";"19";"11,2";"73";"0";"10";"0";"47";"0";"1016";"3,3";"pioggia "
Potenza;8/6/2021;"15,3";"13,9";"17,6";"13,9";"92";"0";"6";"0";"33";"0";"1016";"15,1";"pioggia "
Potenza;9/6/2021;"15,9";"13,6";"18,1";"13";"83";"0";"7";"0";"38";"0";"1015";"5";"pioggia "
Potenza;10/6/2021;"17,4";"14,3";"20,5";"12,5";"73";"0";"7";"0";"36";"0";"1015";"3,7";"pioggia "
Potenza;11/6/2021;"17,1";"14,7";"20,7";"12,5";"75";"0";"7";"0";"30";"0";"1016";"4,9";"pioggia "
Potenza;12/6/2021;"16,5";"14,4";"19,5";"11,3";"71";"0";"6";"0";"32";"0";"1018";"3,8";"pioggia "
Potenza;13/6/2021;"18,8";"14,5";"23,8";"11,8";"65";"0";"7";"0";"31";"0";"1018";"0";""
Potenza;14/6/2021;"17,4";"13,1";"21,3";"9,9";"62";"0";"8";"0";"38";"0";"1017";"0";""
Potenza;15/6/2021;"15,5";"12,3";"19,7";"8,1";"62";"0";"10";"0";"44";"0";"1018";"0";""
Potenza;16/6/2021;"18,2";"13,9";"21,8";"8,6";"54";"0";"6";"0";"25";"0";"1017";"0";""
Potenza;17/6/2021;"20,2";"17,3";"24,3";"11";"57";"0";"4";"0";"24";"0";"1018";"0";""
Potenza;18/6/2021;"20,4";"17,4";"24,2";"13,1";"64";"0";"7";"0";"31";"0";"1018";"0";""
Potenza;19/6/2021;"21,6";"18,1";"26";"14,9";"67";"0";"9";"0";"39";"0";"1017";"0";""
Potenza;20/6/2021;"23,4";"19,5";"27,8";"14,3";"57";"0";"8";"0";"33";"0";"1014";"0";""
Potenza;21/6/2021;"24,8";"21,8";"28,7";"14";"52";"0";"10";"0";"54";"0";"1013";"0";""
Potenza;22/6/2021;"26,1";"23,3";"30,2";"13,4";"46";"0";"10";"0";"41";"0";"1012";"0";""
Potenza;23/6/2021;"27,2";"23,5";"32,3";"12,9";"42";"0";"6";"0";"34";"0";"1015";"0";""
Potenza;24/6/2021;"25,9";"22,6";"29,2";"12";"43";"0";"10";"0";"47";"0";"1018";"0";""
Potenza;25/6/2021;"24";"21,2";"27,3";"13";"52";"0";"10";"0";"59";"0";"1017";"0";""
Potenza;26/6/2021;"23,9";"20,6";"28,2";"13,6";"53";"0";"8";"0";"38";"0";"1015";"0";""
Potenza;27/6/2021;"25,5";"22,1";"29,8";"11,7";"43";"0";"5";"0";"29";"0";"1015";"0";""
Potenza;28/6/2021;"26,3";"22,6";"30,6";"12,5";"44";"0";"6";"0";"41";"0";"1015";"0";""
Potenza;29/6/2021;"25,7";"22,1";"30,5";"12,6";"46";"0";"9";"0";"48";"0";"1014";"0";""
Potenza;30/6/2021;"24";"20,2";"27,4";"14,2";"56";"0";"11";"0";"62";"0";"1013";"0";""
