LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA km;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Bari;1/5/2023;"15";"13";"17";"13";"90";"16";"12";"24";"0";"1013";"0";"0";"pioggia "
Bari;2/5/2023;"17";"15";"21";"13";"79";"20";"19";"33";"0";"1011";"0";"0";"pioggia "
Bari;3/5/2023;"16";"14";"18";"14";"89";"15";"11";"22";"0";"1014";"0";"0";"pioggia "
Bari;4/5/2023;"16";"11";"20";"13";"80";"21";"13";"22";"0";"1018";"0";"0";""
Bari;5/5/2023;"16";"12";"20";"10";"70";"20";"10";"17";"0";"1018";"0";"0";""
Bari;6/5/2023;"16";"9";"21";"10";"69";"20";"8";"13";"0";"1016";"0";"0";""
Bari;7/5/2023;"18";"11";"23";"11";"66";"20";"11";"21";"0";"1016";"0";"0";""
Bari;8/5/2023;"18";"13";"22";"14";"75";"16";"6";"13";"0";"1016";"0";"0";"pioggia "
Bari;9/5/2023;"18";"16";"20";"16";"89";"13";"10";"18";"0";"1015";"0";"0";""
Bari;10/5/2023;"17";"13";"22";"14";"85";"9";"9";"18";"0";"1012";"0";"0";"pioggia "
Bari;11/5/2023;"18";"15";"23";"14";"81";"14";"9";"18";"0";"1011";"0";"0";"pioggia temporale "
Bari;12/5/2023;"17";"10";"23";"11";"73";"18";"12";"33";"0";"1014";"0";"0";"pioggia temporale "
Bari;13/5/2023;"16";"12";"20";"14";"88";"16";"11";"24";"0";"1016";"0";"0";"pioggia "
Bari;14/5/2023;"19";"16";"23";"16";"83";"12";"14";"28";"0";"1011";"0";"0";"pioggia "
Bari;15/5/2023;"16";"15";"18";"16";"99";"4";"6";"17";"0";"1006";"0";"0";"pioggia temporale "
Bari;16/5/2023;"19";"16";"23";"14";"71";"16";"22";"39";"0";"999";"0";"0";"pioggia "
Bari;17/5/2023;"17";"15";"22";"14";"81";"16";"11";"24";"0";"1007";"0";"0";"pioggia temporale "
Bari;18/5/2023;"18";"13";"20";"14";"81";"18";"9";"17";"0";"1014";"0";"0";""
Bari;19/5/2023;"17";"14";"20";"14";"81";"20";"11";"18";"0";"1016";"0";"0";""
Bari;20/5/2023;"18";"15";"21";"16";"90";"13";"7";"15";"0";"1012";"0";"0";"pioggia "
Bari;21/5/2023;"17";"15";"20";"15";"90";"17";"9";"18";"0";"1010";"0";"0";"pioggia "
Bari;22/5/2023;"19";"16";"22";"15";"81";"18";"9";"15";"0";"1011";"0";"0";""
Bari;23/5/2023;"19";"13";"24";"13";"72";"20";"8";"13";"0";"1013";"0";"0";""
Bari;24/5/2023;"20";"14";"25";"14";"73";"21";"10";"18";"0";"1013";"0";"0";""
Bari;25/5/2023;"20";"13";"24";"15";"74";"19";"8";"15";"0";"1015";"0";"0";""
Bari;26/5/2023;"21";"17";"24";"16";"71";"20";"13";"21";"0";"1015";"0";"0";""
Bari;27/5/2023;"21";"16";"24";"15";"67";"21";"12";"17";"0";"1014";"0";"0";""
Bari;28/5/2023;"21";"16";"24";"14";"66";"22";"10";"15";"0";"1012";"0";"0";""
Bari;29/5/2023;"20";"15";"24";"15";"74";"20";"10";"18";"0";"1012";"0";"0";""
Bari;30/5/2023;"20";"15";"24";"15";"77";"17";"9";"22";"0";"1013";"0";"0";""
Bari;31/5/2023;"19";"14";"23";"16";"86";"19";"8";"17";"0";"1015";"0";"0";""
