LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA km;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Lecce;1/12/2025;"11";"6";"18";"9";"85";"18";"0";"0";"8";"1019";"0";"0,4";""
Lecce;2/12/2025;"13";"9";"18";"11";"89";"19";"0";"0";"11";"1017";"0";"2,5";""
Lecce;3/12/2025;"14";"13";"17";"13";"90";"12";"0";"0";"14";"1013";"0";"19,2";"pioggia "
Lecce;4/12/2025;"14";"11";"16";"12";"88";"10";"4";"30";"17";"1005";"0";"34,3";"pioggia temporale "
Lecce;5/12/2025;"12";"9";"16";"11";"93";"17";"0";"0";"11";"1004";"0";"7,3";"pioggia temporale "
Lecce;6/12/2025;"13";"11";"15";"11";"89";"21";"0";"0";"15";"1008";"0";"2,6";"pioggia "
Lecce;7/12/2025;"12";"9";"15";"9";"85";"21";"0";"0";"10";"1012";"0";"0,3";""
Lecce;8/12/2025;"12";"8";"16";"9";"85";"18";"0";"0";"10";"1019";"0";"0,1";""
Lecce;9/12/2025;"10";"5";"16";"9";"91";"7";"0";"0";"8";"1024";"0";"0";"nebbia "
Lecce;10/12/2025;"10";"5";"16";"9";"94";"7";"0";"0";"7";"1023";"0";"0,1";"nebbia "
Lecce;11/12/2025;"11";"6";"16";"9";"92";"7";"0";"0";"9";"1022";"0";"0,3";"nebbia "
Lecce;12/12/2025;"12";"9";"15";"10";"88";"13";"0";"0";"10";"1021";"0";"0,2";""
Lecce;13/12/2025;"11";"7";"16";"9";"88";"10";"0";"0";"9";"1024";"0";"0";""
Lecce;14/12/2025;"11";"6";"16";"8";"87";"12";"0";"0";"8";"1026";"0";"0,1";"nebbia "
Lecce;15/12/2025;"9";"4";"16";"7";"90";"6";"0";"0";"7";"1026";"0";"0";"nebbia "
Lecce;16/12/2025;"11";"5";"15";"10";"94";"11";"0";"0";"11";"1023";"0";"1,1";"nebbia "
Lecce;17/12/2025;"15";"13";"18";"14";"90";"14";"0";"0";"10";"1024";"0";"2,3";""
Lecce;18/12/2025;"15";"12";"18";"14";"94";"3";"0";"0";"6";"1029";"0";"0,6";"nebbia "
Lecce;19/12/2025;"13";"12";"16";"13";"96";"3";"0";"0";"6";"1026";"0";"1,8";"pioggia nebbia "
Lecce;20/12/2025;"13";"11";"15";"12";"93";"10";"0";"0";"7";"1017";"0";"0,7";""
Lecce;21/12/2025;"11";"6";"15";"10";"93";"9";"0";"0";"6";"1014";"0";"0,2";"nebbia "
Lecce;22/12/2025;"11";"6";"18";"9";"89";"11";"0";"0";"8";"1014";"0";"0,3";"nebbia "
Lecce;23/12/2025;"14";"11";"17";"12";"90";"9";"1";"26";"12";"1011";"0";"10,6";"pioggia temporale "
Lecce;24/12/2025;"12";"9";"16";"9";"82";"19";"0";"0";"10";"1011";"0";"3";""
Lecce;25/12/2025;"12";"10";"17";"10";"85";"22";"0";"0";"9";"1017";"0";"7,4";""
Lecce;26/12/2025;"11";"8";"15";"9";"88";"17";"0";"0";"9";"1021";"0";"0,8";"pioggia "
Lecce;27/12/2025;"10";"6";"14";"7";"85";"18";"0";"0";"10";"1021";"0";"0";""
Lecce;28/12/2025;"9";"4";"13";"7";"90";"20";"0";"0";"11";"1017";"0";"0,1";""
Lecce;29/12/2025;"8";"4";"14";"5";"82";"21";"0";"0";"8";"1018";"0";"0";""
Lecce;30/12/2025;"7";"3";"14";"5";"87";"18";"0";"0";"12";"1011";"0";"1,5";""
Lecce;31/12/2025;"5";"3";"8";"5";"64";"19";"1";"31";"13";"1015";"0";"0";"pioggia "
