LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/10/2024;"15,4";"11,9";"19,9";"8,7";"65";"0";"7";"0";"39";"0";"1017";"0";""
Potenza;2/10/2024;"18,1";"14,7";"22,5";"9,2";"57";"0";"11";"0";"44";"0";"1011";"0";""
Potenza;3/10/2024;"17,8";"16,3";"19,9";"13,6";"77";"0";"15";"0";"50";"0";"1007";"6,1";"pioggia "
Potenza;4/10/2024;"14,7";"12,6";"17,1";"11";"80";"0";"17";"0";"58";"0";"1009";"5";"pioggia "
Potenza;5/10/2024;"12,8";"10,6";"16";"9,2";"80";"0";"11";"0";"51";"0";"1011";"0,8";"pioggia "
Potenza;6/10/2024;"12,6";"10,4";"16,1";"7,7";"73";"0";"11";"0";"44";"0";"1014";"0";""
Potenza;7/10/2024;"14,8";"12";"18,6";"10";"74";"0";"8";"0";"35";"0";"1018";"0";""
Potenza;8/10/2024;"17,9";"14,4";"22,4";"11,7";"68";"0";"11";"0";"50";"0";"1016";"6";"pioggia "
Potenza;9/10/2024;"16,4";"14,9";"19,4";"12,3";"77";"0";"17";"0";"57";"0";"1012";"1,1";"pioggia "
Potenza;10/10/2024;"17";"14,8";"19,2";"11,7";"71";"0";"17";"0";"47";"0";"1008";"0";""
Potenza;11/10/2024;"14,6";"11,7";"17,6";"11,2";"81";"0";"15";"0";"53";"0";"1012";"0,7";"pioggia "
Potenza;12/10/2024;"13,9";"11,4";"17,7";"8,3";"69";"0";"4";"0";"24";"0";"1018";"0";""
Potenza;13/10/2024;"13,9";"11,5";"17,8";"9,8";"77";"0";"8";"0";"35";"0";"1020";"0";""
Potenza;14/10/2024;"15,8";"12,4";"20,2";"10,7";"72";"0";"4";"0";"18";"0";"1021";"0";""
Potenza;15/10/2024;"18,8";"15,4";"22,9";"11,4";"62";"0";"4";"0";"21";"0";"1021";"0";""
Potenza;16/10/2024;"19,6";"17,3";"23,3";"11,3";"59";"0";"5";"0";"27";"0";"1022";"0";""
Potenza;17/10/2024;"18,8";"17";"22,4";"11,9";"66";"0";"3";"0";"21";"0";"1021";"0,5";"pioggia "
Potenza;18/10/2024;"16,3";"14,3";"18,3";"13,5";"83";"0";"5";"0";"28";"0";"1018";"3,4";"pioggia "
Potenza;19/10/2024;"14,6";"13,6";"16";"14,4";"97";"0";"8";"0";"35";"0";"1014";"13,5";"pioggia "
Potenza;20/10/2024;"14,3";"13,1";"15,5";"14,1";"98";"0";"13";"0";"51";"0";"1020";"19,1";"pioggia "
Potenza;21/10/2024;"15,4";"13,9";"17,8";"14,5";"94";"0";"11";"0";"44";"0";"1028";"1,7";"pioggia "
Potenza;22/10/2024;"15,5";"13,9";"18,6";"13,5";"88";"0";"3";"0";"17";"0";"1028";"5,8";"pioggia "
Potenza;23/10/2024;"16,4";"15";"19,3";"13,6";"83";"0";"4";"0";"17";"0";"1028";"0,5";"pioggia "
Potenza;24/10/2024;"15,7";"14,1";"18,6";"13,3";"85";"0";"3";"0";"21";"0";"1028";"1,1";"pioggia "
Potenza;25/10/2024;"16,2";"14,4";"19,1";"13,1";"82";"0";"3";"0";"18";"0";"1025";"2,9";"pioggia "
Potenza;26/10/2024;"15,5";"13,4";"18,6";"12";"79";"0";"4";"0";"22";"0";"1023";"0";""
Potenza;27/10/2024;"15,1";"13,6";"18,6";"11,9";"82";"0";"3";"0";"18";"0";"1023";"0";""
Potenza;28/10/2024;"14,5";"12,4";"17,1";"11,9";"84";"0";"4";"0";"22";"0";"1026";"0";""
Potenza;29/10/2024;"13,7";"11,7";"16,9";"10,8";"83";"0";"4";"0";"21";"0";"1025";"0";""
Potenza;30/10/2024;"13,7";"11,9";"16,9";"9,9";"78";"0";"5";"0";"23";"0";"1024";"0";""
Potenza;31/10/2024;"13,4";"11,1";"16,6";"9,1";"75";"0";"5";"0";"28";"0";"1025";"0";""
