LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/5/2021;"16,1";"13";"18,9";"11,4";"74";"0";"14";"0";"53";"0";"1012";"3,9";"pioggia "
Potenza;2/5/2021;"11,6";"8,3";"14,2";"7,8";"78";"0";"19";"0";"66";"0";"1015";"0";""
Potenza;3/5/2021;"10,2";"8,4";"13,7";"6,2";"77";"0";"8";"0";"33";"0";"1019";"0";""
Potenza;4/5/2021;"12,2";"8,5";"16,6";"5,7";"66";"0";"7";"0";"38";"0";"1017";"1,7";"pioggia "
Potenza;5/5/2021;"11,7";"9,9";"14,4";"8,4";"80";"0";"17";"0";"50";"0";"1013";"0";""
Potenza;6/5/2021;"12,1";"9,3";"15,8";"7,5";"74";"0";"16";"0";"62";"0";"1015";"0";""
Potenza;7/5/2021;"13,2";"10,9";"16,7";"6,4";"64";"0";"19";"0";"57";"0";"1014";"0";""
Potenza;8/5/2021;"14,1";"10,8";"17,3";"8,4";"69";"0";"9";"0";"38";"0";"1017";"0";""
Potenza;9/5/2021;"16,2";"13,2";"20,7";"7,1";"55";"0";"5";"0";"25";"0";"1019";"0";""
Potenza;10/5/2021;"17,3";"13,8";"21,9";"9,1";"59";"0";"5";"0";"19";"0";"1017";"0";""
Potenza;11/5/2021;"17,3";"12";"22,7";"8,5";"59";"0";"8";"0";"52";"0";"1013";"0";""
Potenza;12/5/2021;"11,6";"8,7";"15,1";"8";"80";"0";"19";"0";"56";"0";"1011";"0";""
Potenza;13/5/2021;"10,2";"8,2";"13,2";"7,8";"85";"0";"20";"0";"62";"0";"1010";"1,3";"pioggia "
Potenza;14/5/2021;"11,9";"9,5";"15,8";"6,7";"72";"0";"14";"0";"49";"0";"1011";"0,9";"pioggia "
Potenza;15/5/2021;"10,6";"8,6";"12,8";"8,7";"88";"0";"12";"0";"48";"0";"1011";"6,5";"pioggia "
Potenza;16/5/2021;"12,8";"9,5";"16";"7,6";"71";"0";"18";"0";"60";"0";"1012";"0";""
Potenza;17/5/2021;"13,6";"9,5";"16,9";"8,3";"70";"0";"22";"0";"73";"0";"1010";"0";""
Potenza;18/5/2021;"12,6";"8,9";"17";"6,2";"65";"0";"10";"0";"46";"0";"1015";"0";""
Potenza;19/5/2021;"11,7";"8,5";"15,7";"6,5";"72";"0";"21";"0";"70";"0";"1013";"0,6";"pioggia "
Potenza;20/5/2021;"9,6";"7,4";"12,6";"4,6";"72";"0";"12";"0";"55";"0";"1016";"2";"pioggia "
Potenza;21/5/2021;"11,7";"8";"16,4";"3,2";"56";"0";"7";"0";"33";"0";"1020";"0";""
Potenza;22/5/2021;"15,1";"10,5";"20";"3,4";"46";"0";"12";"0";"45";"0";"1017";"0";""
Potenza;23/5/2021;"18,3";"14,9";"22,6";"8,4";"53";"0";"13";"0";"52";"0";"1017";"0";""
Potenza;24/5/2021;"22,1";"17,4";"27,8";"7,1";"39";"0";"10";"0";"53";"0";"1016";"0";""
Potenza;25/5/2021;"15,8";"12";"19,7";"10,8";"74";"0";"11";"0";"52";"0";"1018";"0";""
Potenza;26/5/2021;"14,8";"12";"19,3";"9,4";"72";"0";"8";"0";"34";"0";"1017";"0";""
Potenza;27/5/2021;"14,6";"12,1";"18,5";"9,1";"70";"0";"8";"0";"36";"0";"1015";"0";""
Potenza;28/5/2021;"16,7";"12,7";"20,7";"6,9";"53";"0";"8";"0";"32";"0";"1017";"0";""
Potenza;29/5/2021;"17,8";"15,1";"22";"8,3";"56";"0";"4";"0";"32";"0";"1016";"0";""
Potenza;30/5/2021;"12,4";"9,8";"14,4";"8,5";"77";"0";"6";"0";"31";"0";"1016";"0,9";"pioggia "
Potenza;31/5/2021;"11,6";"9";"14,6";"4,9";"64";"0";"9";"0";"36";"0";"1017";"0";""
