LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/2/2021;"6,2";"4,8";"8,4";"4,4";"87";"0";"12";"0";"49";"0";"1001";"0";""
Potenza;2/2/2021;"6,6";"5,3";"8,5";"4,6";"87";"0";"5";"0";"40";"0";"1010";"0";""
Potenza;3/2/2021;"7,8";"5,4";"11";"4,4";"79";"0";"13";"0";"46";"0";"1017";"0";""
Potenza;4/2/2021;"8,9";"7,2";"12";"4,7";"75";"0";"12";"0";"48";"0";"1018";"0";""
Potenza;5/2/2021;"10,7";"8,5";"14,9";"2,2";"56";"0";"7";"0";"24";"0";"1016";"0";""
Potenza;6/2/2021;"11,2";"8,5";"15,4";"2,2";"54";"0";"9";"0";"33";"0";"1013";"0";""
Potenza;7/2/2021;"10,6";"6,3";"14,7";"3,4";"64";"0";"11";"0";"54";"0";"1004";"3,4";"pioggia "
Potenza;8/2/2021;"5,5";"3,6";"7,2";"4,5";"93";"0";"22";"0";"90";"0";"1001";"1,9";"pioggia "
Potenza;9/2/2021;"4,7";"2,6";"5,9";"5,7";"99";"0";"26";"0";"89";"0";"1006";"18,2";"pioggia "
Potenza;10/2/2021;"7,3";"5,5";"9,5";"6,5";"94";"0";"22";"0";"80";"0";"1006";"17,8";"pioggia "
Potenza;11/2/2021;"6,6";"4,5";"9,8";"4,5";"87";"0";"13";"0";"57";"0";"1010";"1,6";"pioggia "
Potenza;12/2/2021;"3,2";"1,7";"5,1";"2,3";"93";"0";"7";"0";"23";"0";"1020";"3,6";"pioggia "
Potenza;13/2/2021;"-2,3";"-5,9";"1,6";"-1,5";"100";"0";"12";"0";"45";"0";"1019";"25,1";"pioggia neve "
Potenza;14/2/2021;"-6,6";"-7,9";"-5";"-7,5";"92";"0";"19";"0";"56";"0";"1027";"2,7";"pioggia neve "
Potenza;15/2/2021;"-4,5";"-6,3";"-2,2";"-6,6";"85";"0";"17";"0";"65";"0";"1034";"0,5";"pioggia neve "
Potenza;16/2/2021;"-0,5";"-4,2";"3,7";"-6,5";"64";"0";"8";"0";"29";"0";"1029";"0";""
Potenza;17/2/2021;"2,8";"-0,4";"5,4";"0,9";"87";"0";"9";"0";"42";"0";"1024";"0";""
Potenza;18/2/2021;"5";"2,4";"8,8";"0,8";"74";"0";"5";"0";"20";"0";"1024";"0";""
Potenza;19/2/2021;"6";"3,4";"10,2";"1,6";"73";"0";"8";"0";"28";"0";"1025";"0";""
Potenza;20/2/2021;"8,5";"4,8";"13";"2,8";"68";"0";"5";"0";"19";"0";"1025";"0";""
Potenza;21/2/2021;"8,7";"6,4";"12,2";"3,6";"70";"0";"7";"0";"32";"0";"1026";"0";""
Potenza;22/2/2021;"9,2";"7,1";"12,5";"3,7";"70";"0";"3";"0";"22";"0";"1029";"0";""
Potenza;23/2/2021;"9,1";"5,8";"12,7";"3,3";"68";"0";"4";"0";"22";"0";"1034";"0";""
Potenza;24/2/2021;"10,6";"8,6";"13,7";"2,6";"58";"0";"5";"0";"23";"0";"1033";"0";""
Potenza;25/2/2021;"12,1";"10,2";"15,5";"2,4";"52";"0";"5";"0";"25";"0";"1031";"0";""
Potenza;26/2/2021;"12,7";"10,2";"16";"2,4";"50";"0";"4";"0";"24";"0";"1026";"0";""
Potenza;27/2/2021;"10,4";"6,7";"14,4";"3,2";"61";"0";"7";"0";"27";"0";"1022";"0";""
Potenza;28/2/2021;"5,5";"2,8";"8,4";"3,6";"88";"0";"9";"0";"40";"0";"1028";"0";""
