LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/8/2022;"21,6";"17,5";"26,2";"11";"52";"0";"11";"0";"45";"0";"1015";"0";""
Potenza;2/8/2022;"23,9";"20,3";"28,5";"10";"42";"0";"9";"0";"39";"0";"1015";"0";""
Potenza;3/8/2022;"23,6";"20,6";"26,8";"12,5";"50";"0";"6";"0";"29";"0";"1016";"0";""
Potenza;4/8/2022;"25,4";"21,9";"29,8";"10,3";"41";"0";"5";"0";"33";"0";"1016";"0";""
Potenza;5/8/2022;"25,5";"22,6";"30,2";"12,9";"48";"0";"5";"0";"32";"0";"1014";"0";""
Potenza;6/8/2022;"24,9";"21,9";"29,4";"15,2";"57";"0";"7";"0";"31";"0";"1013";"0,6";"pioggia "
Potenza;7/8/2022;"24,3";"21,4";"28,4";"13,9";"54";"0";"10";"0";"44";"0";"1013";"0";""
Potenza;8/8/2022;"23,2";"19,7";"27,4";"15,1";"62";"0";"5";"0";"44";"0";"1015";"13,7";"pioggia "
Potenza;9/8/2022;"20,3";"17,5";"23,2";"16,7";"81";"0";"5";"0";"33";"0";"1017";"3,4";"pioggia "
Potenza;10/8/2022;"19,6";"17,5";"23,4";"15,8";"79";"0";"7";"0";"34";"0";"1017";"14";"pioggia "
Potenza;11/8/2022;"20,2";"17,8";"23";"14,9";"72";"0";"5";"0";"27";"0";"1016";"2,4";"pioggia "
Potenza;12/8/2022;"19";"16,2";"22";"14,2";"74";"0";"4";"0";"25";"0";"1014";"12,1";"pioggia "
Potenza;13/8/2022;"18,2";"15,3";"22,3";"13,2";"73";"0";"9";"0";"56";"0";"1012";"2,8";"pioggia "
Potenza;14/8/2022;"18,1";"15,1";"21,6";"11,7";"67";"0";"9";"0";"44";"0";"1011";"0";""
Potenza;15/8/2022;"22,2";"17,4";"27,1";"13,5";"59";"0";"8";"0";"34";"0";"1011";"0";""
Potenza;16/8/2022;"22,3";"20,1";"25,9";"16,3";"69";"0";"12";"0";"55";"0";"1012";"3,9";"pioggia "
Potenza;17/8/2022;"24,5";"19,9";"29,5";"15,8";"61";"0";"7";"0";"31";"0";"1014";"0";""
Potenza;18/8/2022;"28,5";"24,9";"33,1";"12";"37";"0";"5";"0";"35";"0";"1012";"0";""
Potenza;19/8/2022;"22,5";"17,4";"25,6";"14,1";"61";"0";"15";"0";"52";"0";"1011";"0";""
Potenza;20/8/2022;"19";"16,4";"22,8";"14,7";"77";"0";"10";"0";"38";"0";"1012";"1,3";"pioggia "
Potenza;21/8/2022;"20";"16,9";"24,5";"12,5";"63";"0";"10";"0";"45";"0";"1011";"0";""
Potenza;22/8/2022;"19,6";"17";"23,3";"11,2";"59";"0";"9";"0";"35";"0";"1009";"0,6";"pioggia "
Potenza;23/8/2022;"18,6";"15,7";"21,6";"12,2";"67";"0";"6";"0";"37";"0";"1012";"2";"pioggia "
Potenza;24/8/2022;"17,9";"15,2";"21,1";"14,5";"80";"0";"8";"0";"42";"0";"1014";"2,2";"pioggia "
Potenza;25/8/2022;"20,4";"16,7";"24,5";"14,7";"70";"0";"7";"0";"30";"0";"1013";"0,6";"pioggia "
Potenza;26/8/2022;"21,8";"18,6";"26,3";"13,9";"62";"0";"6";"0";"27";"0";"1011";"0";""
Potenza;27/8/2022;"21,4";"18,9";"25,4";"15,5";"70";"0";"6";"0";"36";"0";"1012";"0,6";"pioggia "
Potenza;28/8/2022;"19,9";"17";"24,1";"14,7";"73";"0";"5";"0";"38";"0";"1015";"1,2";"pioggia "
Potenza;29/8/2022;"18,6";"16,8";"22";"14,6";"77";"0";"5";"0";"36";"0";"1017";"4,6";"pioggia "
Potenza;30/8/2022;"20,5";"17,3";"24,6";"14,3";"68";"0";"7";"0";"34";"0";"1017";"0,5";"pioggia "
Potenza;31/8/2022;"20,5";"18,1";"23,7";"16,1";"76";"0";"9";"0";"36";"0";"1015";"0,5";"pioggia "
