LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/4/2020;"-0,9";"-2,4";"1";"-4";"80";"0";"13";"0";"57";"0";"1015";"5,3";"pioggia neve "
Potenza;2/4/2020;"3,1";"-0,4";"7,2";"-1,9";"70";"0";"5";"0";"28";"0";"1014";"0";""
Potenza;3/4/2020;"5";"2,1";"8";"1,5";"79";"0";"9";"0";"35";"0";"1012";"1,4";"pioggia neve "
Potenza;4/4/2020;"5,5";"2,7";"9,5";"1,7";"77";"0";"14";"0";"57";"0";"1014";"0";""
Potenza;5/4/2020;"7,3";"5,1";"9,9";"2,9";"73";"0";"14";"0";"55";"0";"1017";"0";""
Potenza;6/4/2020;"6,9";"5,5";"8,8";"3,7";"80";"0";"11";"0";"40";"0";"1023";"1,1";"pioggia "
Potenza;7/4/2020;"8,7";"5,9";"12,5";"1";"58";"0";"11";"0";"46";"0";"1026";"0";""
Potenza;8/4/2020;"9,9";"7,4";"13,8";"0,3";"52";"0";"6";"0";"26";"0";"1024";"0";""
Potenza;9/4/2020;"10,2";"7,6";"14,2";"-0,2";"49";"0";"5";"0";"25";"0";"1021";"0";""
Potenza;10/4/2020;"11,1";"7,6";"15,3";"-0,9";"43";"0";"7";"0";"32";"0";"1020";"0";""
Potenza;11/4/2020;"13,2";"9,1";"17,5";"2,2";"47";"0";"6";"0";"29";"0";"1020";"0";""
Potenza;12/4/2020;"13,3";"9,9";"17,5";"3,1";"51";"0";"4";"0";"24";"0";"1020";"0";""
Potenza;13/4/2020;"11,9";"9,3";"15,7";"3,1";"55";"0";"8";"0";"30";"0";"1016";"0";""
Potenza;14/4/2020;"8,9";"4,7";"12,5";"4,9";"76";"0";"9";"0";"45";"0";"1011";"5,2";"pioggia "
Potenza;15/4/2020;"4,7";"1,8";"8,3";"-0,1";"72";"0";"12";"0";"48";"0";"1021";"0";""
Potenza;16/4/2020;"9";"5,6";"13,9";"-1,2";"51";"0";"5";"0";"28";"0";"1022";"0";""
Potenza;17/4/2020;"12,9";"7,7";"18,1";"3,5";"53";"0";"5";"0";"22";"0";"1018";"0";""
Potenza;18/4/2020;"15,5";"11,9";"20,1";"6,8";"57";"0";"7";"0";"23";"0";"1017";"0";""
Potenza;19/4/2020;"16,2";"13,8";"20,1";"9,4";"65";"0";"6";"0";"33";"0";"1013";"0";""
Potenza;20/4/2020;"12,7";"10,1";"14,8";"11,6";"92";"0";"6";"0";"24";"0";"1009";"17,9";"pioggia "
Potenza;21/4/2020;"11,4";"9,4";"14,5";"9,1";"86";"0";"9";"0";"40";"0";"1006";"6,4";"pioggia "
Potenza;22/4/2020;"10,2";"8,4";"11,1";"10";"96";"0";"7";"0";"27";"0";"1011";"13,5";"pioggia "
Potenza;23/4/2020;"7,2";"5,7";"8,2";"7,6";"98";"0";"11";"0";"41";"0";"1015";"13,3";"pioggia "
Potenza;24/4/2020;"10,2";"6,4";"14,6";"4,8";"70";"0";"5";"0";"26";"0";"1015";"0";""
Potenza;25/4/2020;"11";"8,2";"15,2";"5,5";"69";"0";"10";"0";"39";"0";"1012";"0";""
Potenza;26/4/2020;"12";"8,5";"16,4";"5,7";"66";"0";"5";"0";"25";"0";"1010";"0";""
Potenza;27/4/2020;"12,8";"10";"16,8";"7,4";"71";"0";"6";"0";"28";"0";"1013";"0";""
Potenza;28/4/2020;"12,1";"9,8";"15,2";"8,5";"78";"0";"14";"0";"52";"0";"1014";"0";""
Potenza;29/4/2020;"11,5";"9,4";"14,7";"8,5";"82";"0";"20";"0";"60";"0";"1012";"0";""
Potenza;30/4/2020;"11,3";"8,8";"14,8";"7,2";"76";"0";"15";"0";"47";"0";"1013";"0";""
