LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/9/2021;"18,4";"15,3";"22,2";"12";"67";"0";"6";"0";"37";"0";"1019";"0,6";"pioggia "
Potenza;2/9/2021;"18";"14,9";"21,8";"9,8";"61";"0";"8";"0";"37";"0";"1022";"0";""
Potenza;3/9/2021;"19,9";"16,4";"23,5";"8,8";"50";"0";"3";"0";"22";"0";"1019";"0";""
Potenza;4/9/2021;"19,1";"17";"21,1";"13,8";"71";"0";"3";"0";"24";"0";"1015";"4,6";"pioggia "
Potenza;5/9/2021;"17";"15";"19,1";"15,5";"91";"0";"6";"0";"37";"0";"1017";"6,8";"pioggia "
Potenza;6/9/2021;"17,1";"14,7";"20,8";"13,4";"80";"0";"8";"0";"40";"0";"1020";"0,7";"pioggia "
Potenza;7/9/2021;"18,4";"15,9";"21,7";"10,2";"60";"0";"6";"0";"33";"0";"1021";"0";""
Potenza;8/9/2021;"18,4";"16,6";"21,6";"8,9";"55";"0";"6";"0";"37";"0";"1019";"0";""
Potenza;9/9/2021;"17,6";"15,1";"21";"9,6";"60";"0";"5";"0";"32";"0";"1018";"0";""
Potenza;10/9/2021;"18,8";"15,9";"23,1";"10";"57";"0";"5";"0";"30";"0";"1017";"0";""
Potenza;11/9/2021;"16,6";"15,4";"18,2";"13,5";"82";"0";"8";"0";"40";"0";"1015";"0";""
Potenza;12/9/2021;"17,1";"15";"20,7";"13,5";"80";"0";"6";"0";"38";"0";"1015";"5,7";"pioggia "
Potenza;13/9/2021;"20,5";"17,4";"24,8";"9,7";"52";"0";"3";"0";"21";"0";"1016";"0";""
Potenza;14/9/2021;"19,9";"17,3";"24,2";"12";"62";"0";"8";"0";"37";"0";"1018";"0";""
Potenza;15/9/2021;"20,6";"17,3";"24,8";"11,7";"58";"0";"7";"0";"34";"0";"1019";"0";""
Potenza;16/9/2021;"22,4";"19,8";"26,5";"9,3";"44";"0";"10";"0";"43";"0";"1018";"0";""
Potenza;17/9/2021;"21,3";"19,1";"24,5";"11,9";"55";"0";"16";"0";"61";"0";"1015";"0";""
Potenza;18/9/2021;"19,9";"18,3";"23,2";"13,6";"67";"0";"12";"0";"76";"0";"1014";"0";""
Potenza;19/9/2021;"20,7";"17,9";"24,6";"13,3";"63";"0";"13";"0";"55";"0";"1014";"0";""
Potenza;20/9/2021;"18";"15,5";"21,7";"12,8";"73";"0";"17";"0";"58";"0";"1015";"0";""
Potenza;21/9/2021;"17,9";"14,9";"22,7";"11,6";"69";"0";"9";"0";"39";"0";"1020";"0";""
Potenza;22/9/2021;"14,7";"10,8";"18,4";"8,7";"68";"0";"9";"0";"38";"0";"1021";"0";""
Potenza;23/9/2021;"13,2";"10,2";"17,5";"5,5";"61";"0";"9";"0";"41";"0";"1021";"0";""
Potenza;24/9/2021;"17,2";"12,3";"22,3";"5,6";"47";"0";"7";"0";"30";"0";"1020";"0";""
Potenza;25/9/2021;"21,8";"17,8";"26,3";"7,3";"40";"0";"3";"0";"19";"0";"1021";"0";""
Potenza;26/9/2021;"22,3";"19,8";"26,8";"8";"40";"0";"7";"0";"43";"0";"1021";"0";""
Potenza;27/9/2021;"20,7";"18";"24,1";"12,6";"62";"0";"8";"0";"42";"0";"1018";"0";""
Potenza;28/9/2021;"17,2";"14,8";"19,7";"15,6";"90";"0";"6";"0";"29";"0";"1018";"3,7";"pioggia "
Potenza;29/9/2021;"18,5";"15,2";"22,8";"11,7";"66";"0";"5";"0";"30";"0";"1018";"1,1";"pioggia "
Potenza;30/9/2021;"17";"14,7";"20,1";"13,7";"81";"0";"5";"0";"32";"0";"1020";"5,4";"pioggia "
