LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/9/2022;"17,4";"15,6";"18,9";"15,6";"89";"0";"8";"0";"38";"0";"1012";"16,8";"pioggia "
Potenza;2/9/2022;"17,2";"14,3";"20,1";"14,1";"83";"0";"7";"0";"32";"0";"1014";"0,5";"pioggia "
Potenza;3/9/2022;"20,2";"16,9";"24,6";"13,4";"66";"0";"6";"0";"29";"0";"1017";"0";""
Potenza;4/9/2022;"19,5";"17,8";"21,7";"14,6";"74";"0";"7";"0";"33";"0";"1019";"4,3";"pioggia "
Potenza;5/9/2022;"19,7";"17,1";"23,3";"15,6";"77";"0";"5";"0";"24";"0";"1022";"0";""
Potenza;6/9/2022;"21,7";"19";"25,6";"12,6";"57";"0";"6";"0";"27";"0";"1020";"0";""
Potenza;7/9/2022;"21,7";"19,7";"25,3";"14,2";"62";"0";"6";"0";"25";"0";"1017";"0";""
Potenza;8/9/2022;"22,5";"19,7";"26,4";"14,7";"62";"0";"9";"0";"37";"0";"1016";"0";""
Potenza;9/9/2022;"22,3";"18,6";"26,2";"16,3";"70";"0";"16";"0";"54";"0";"1015";"0";""
Potenza;10/9/2022;"20";"17,6";"23,5";"14,8";"73";"0";"16";"0";"53";"0";"1016";"0";""
Potenza;11/9/2022;"18,7";"15,6";"22,3";"13,9";"74";"0";"12";"0";"45";"0";"1014";"0,8";"pioggia "
Potenza;12/9/2022;"17,7";"14,8";"21,7";"9,6";"62";"0";"7";"0";"31";"0";"1016";"0";""
Potenza;13/9/2022;"18,8";"15,3";"22,9";"6,3";"45";"0";"6";"0";"28";"0";"1015";"0";""
Potenza;14/9/2022;"21,4";"17,8";"26";"10,2";"50";"0";"10";"0";"37";"0";"1016";"0";""
Potenza;15/9/2022;"21,9";"20,3";"24,2";"11";"51";"0";"10";"0";"42";"0";"1014";"0";""
Potenza;16/9/2022;"19,8";"17,8";"22,3";"14,2";"71";"0";"16";"0";"69";"0";"1010";"0,8";"pioggia "
Potenza;17/9/2022;"15,3";"9,3";"18,8";"13,4";"88";"0";"21";"0";"92";"0";"1006";"14";"pioggia "
Potenza;18/9/2022;"12,8";"8,7";"17,4";"3,4";"55";"0";"7";"0";"32";"0";"1015";"0";""
Potenza;19/9/2022;"15,7";"12";"20";"6,5";"55";"0";"10";"0";"44";"0";"1014";"0";""
Potenza;20/9/2022;"15,3";"12,3";"18,2";"8,7";"64";"0";"6";"0";"27";"0";"1015";"0";""
Potenza;21/9/2022;"12,4";"8,9";"16,7";"5";"62";"0";"9";"0";"39";"0";"1017";"0,5";"pioggia "
Potenza;22/9/2022;"11,3";"8,5";"15,3";"3,2";"59";"0";"9";"0";"36";"0";"1018";"0";""
Potenza;23/9/2022;"11,7";"8,4";"14,9";"3,3";"57";"0";"7";"0";"36";"0";"1019";"0";""
Potenza;24/9/2022;"14,2";"10,8";"18,5";"4,6";"53";"0";"9";"0";"35";"0";"1019";"0";""
Potenza;25/9/2022;"15,5";"13,3";"18,6";"11,4";"77";"0";"13";"0";"43";"0";"1015";"2,7";"pioggia "
Potenza;26/9/2022;"14,9";"13,9";"15,9";"14,7";"97";"0";"9";"0";"45";"0";"1009";"41,4";"pioggia "
Potenza;27/9/2022;"14,3";"12,7";"17,1";"11,7";"84";"0";"22";"0";"73";"0";"1005";"0";""
Potenza;28/9/2022;"14,6";"12,9";"17,4";"10,9";"79";"0";"25";"0";"62";"0";"1005";"0";""
Potenza;29/9/2022;"15,3";"13,3";"18,4";"11,8";"80";"0";"19";"0";"59";"0";"1006";"0,7";"pioggia "
Potenza;30/9/2022;"17,4";"14,9";"21,2";"10,3";"65";"0";"10";"0";"42";"0";"1012";"0";""
