LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/5/2024;"12,9";"9,4";"16,6";"9,1";"78";"0";"12";"0";"58";"0";"1011";"10,1";"pioggia "
Potenza;2/5/2024;"10";"7,1";"13,9";"7,4";"84";"0";"20";"0";"63";"0";"1013";"2,9";"pioggia "
Potenza;3/5/2024;"8,1";"6";"11,1";"5,4";"83";"0";"25";"0";"73";"0";"1013";"0,6";"pioggia "
Potenza;4/5/2024;"11,1";"7";"15,1";"5,6";"71";"0";"10";"0";"38";"0";"1015";"0";""
Potenza;5/5/2024;"13,3";"10,1";"17,3";"7,6";"69";"0";"9";"0";"38";"0";"1017";"0";""
Potenza;6/5/2024;"14,9";"11,4";"19,1";"8,8";"67";"0";"7";"0";"32";"0";"1016";"0";""
Potenza;7/5/2024;"15,2";"12,9";"18,4";"8,1";"63";"0";"13";"0";"53";"0";"1014";"0,8";"pioggia "
Potenza;8/5/2024;"13,8";"11,6";"17,4";"8,7";"73";"0";"8";"0";"38";"0";"1014";"10";"pioggia "
Potenza;9/5/2024;"11,8";"10,4";"14,2";"11";"94";"0";"13";"0";"50";"0";"1014";"11,8";"pioggia "
Potenza;10/5/2024;"12";"9,8";"15,4";"9,2";"83";"0";"10";"0";"41";"0";"1016";"7,7";"pioggia "
Potenza;11/5/2024;"13,4";"10,1";"16,7";"6,9";"65";"0";"9";"0";"33";"0";"1017";"0,7";"pioggia "
Potenza;12/5/2024;"14,8";"11,1";"19,2";"6,4";"59";"0";"7";"0";"34";"0";"1018";"0";""
Potenza;13/5/2024;"15,4";"12,2";"19";"7,8";"62";"0";"4";"0";"20";"0";"1015";"0";""
Potenza;14/5/2024;"16,1";"13,3";"20,7";"8,6";"64";"0";"4";"0";"25";"0";"1011";"0";""
Potenza;15/5/2024;"16,7";"13,7";"20,6";"12,1";"76";"0";"5";"0";"33";"0";"1010";"1,1";"pioggia "
Potenza;16/5/2024;"18,9";"14,8";"25";"13,1";"71";"0";"10";"0";"46";"0";"1008";"0";""
Potenza;17/5/2024;"17,7";"14,1";"22,2";"8,5";"58";"0";"9";"0";"40";"0";"1013";"0";""
Potenza;18/5/2024;"18,1";"15,3";"22,4";"12,1";"71";"0";"5";"0";"31";"0";"1013";"22,1";"pioggia "
Potenza;19/5/2024;"16,3";"13,1";"20,4";"13,6";"84";"0";"5";"0";"42";"0";"1012";"6,7";"pioggia "
Potenza;20/5/2024;"18";"13,6";"22,1";"13,4";"74";"0";"7";"0";"34";"0";"1010";"2,9";"pioggia "
Potenza;21/5/2024;"16,1";"12,1";"18,6";"12";"77";"0";"22";"0";"66";"0";"1010";"0,7";"pioggia "
Potenza;22/5/2024;"14,1";"11,7";"17,7";"9";"72";"0";"21";"0";"58";"0";"1015";"0";""
Potenza;23/5/2024;"14,9";"11,5";"19,4";"8,5";"67";"0";"10";"0";"37";"0";"1018";"0";""
Potenza;24/5/2024;"17";"12,8";"22";"5,7";"50";"0";"6";"0";"28";"0";"1019";"0";""
Potenza;25/5/2024;"13,4";"11,7";"15,5";"9,3";"77";"0";"5";"0";"19";"0";"1017";"11,6";"pioggia "
Potenza;26/5/2024;"14,2";"11,1";"18,6";"9,8";"76";"0";"8";"0";"40";"0";"1017";"2,4";"pioggia "
Potenza;27/5/2024;"15,7";"12,2";"19,6";"9,6";"68";"0";"7";"0";"32";"0";"1018";"0";""
Potenza;28/5/2024;"14,8";"13";"17,8";"12,1";"83";"0";"9";"0";"37";"0";"1016";"5,6";"pioggia "
Potenza;29/5/2024;"14,9";"12,6";"17,2";"11,6";"81";"0";"4";"0";"22";"0";"1014";"8,9";"pioggia "
Potenza;30/5/2024;"16,3";"13,4";"19,7";"11";"71";"0";"11";"0";"46";"0";"1010";"0,6";"pioggia "
Potenza;31/5/2024;"16,5";"14,3";"19,2";"11,7";"74";"0";"19";"0";"59";"0";"1010";"1,8";"pioggia "
