LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA km;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Lecce;1/12/2021;"6";"2";"14";"5";"93";"22";"7";"13";"0";"1018";"0";"0";""
Lecce;2/12/2021;"12";"7";"16";"10";"87";"20";"21";"31";"0";"1009";"0";"0";""
Lecce;3/12/2021;"14";"11";"16";"12";"90";"18";"20";"30";"0";"1005";"0";"0";""
Lecce;4/12/2021;"11";"5";"14";"7";"79";"19";"17";"30";"0";"1010";"0";"0";""
Lecce;5/12/2021;"13";"5";"16";"11";"88";"18";"17";"31";"0";"1007";"0";"0";""
Lecce;6/12/2021;"11";"9";"13";"10";"96";"17";"7";"13";"0";"1002";"0";"0";"pioggia "
Lecce;7/12/2021;"8";"6";"10";"6";"86";"21";"24";"28";"0";"1004";"0";"0";""
Lecce;8/12/2021;"8";"5";"11";"4";"77";"22";"15";"24";"0";"1012";"0";"0";""
Lecce;9/12/2021;"12";"10";"15";"11";"93";"13";"21";"33";"0";"1005";"0";"0";"pioggia "
Lecce;10/12/2021;"9";"6";"11";"6";"81";"20";"15";"22";"0";"1006";"0";"0";"pioggia "
Lecce;11/12/2021;"10";"7";"12";"9";"92";"19";"9";"24";"0";"997";"0";"0";"pioggia "
Lecce;12/12/2021;"8";"7";"10";"6";"86";"19";"16";"24";"0";"1011";"0";"0";"pioggia "
Lecce;13/12/2021;"9";"5";"12";"5";"80";"21";"18";"28";"0";"1018";"0";"0";""
Lecce;14/12/2021;"9";"5";"12";"6";"84";"15";"15";"30";"0";"1019";"0";"0";""
Lecce;15/12/2021;"9";"6";"12";"6";"83";"22";"15";"22";"0";"1022";"0";"0";""
Lecce;16/12/2021;"7";"4";"12";"5";"86";"20";"10";"21";"0";"1024";"0";"0";""
Lecce;17/12/2021;"9";"3";"14";"6";"83";"21";"19";"31";"0";"1023";"0";"0";""
Lecce;18/12/2021;"9";"6";"10";"2";"56";"20";"28";"39";"0";"1022";"0";"0";"pioggia temporale "
Lecce;19/12/2021;"7";"1";"11";"4";"80";"22";"13";"21";"0";"1020";"0";"0";""
Lecce;20/12/2021;"9";"1";"14";"6";"84";"19";"8";"17";"0";"1016";"0";"0";""
Lecce;21/12/2021;"5";"0";"10";"2";"83";"22";"8";"21";"0";"1022";"0";"0";""
Lecce;22/12/2021;"8";"1";"11";"3";"73";"22";"6";"11";"0";"1024";"0";"0";""
Lecce;23/12/2021;"5";"-1";"13";"3";"83";"16";"4";"11";"0";"1024";"0";"0";""
Lecce;24/12/2021;"10";"7";"15";"7";"84";"18";"12";"21";"0";"1020";"0";"0";""
Lecce;25/12/2021;"12";"6";"15";"10";"90";"25";"17";"26";"0";"1016";"0";"0";""
Lecce;26/12/2021;"13";"12";"15";"12";"94";"19";"13";"18";"0";"1012";"0";"0";"pioggia "
Lecce;27/12/2021;"13";"10";"17";"12";"91";"17";"8";"15";"0";"1010";"0";"0";"pioggia "
Lecce;28/12/2021;"11";"9";"15";"11";"96";"9";"5";"9";"0";"1008";"0";"0";"nebbia "
Lecce;29/12/2021;"11";"7";"16";"10";"91";"14";"12";"26";"0";"1008";"0";"0";"nebbia "
Lecce;30/12/2021;"11";"9";"14";"9";"88";"23";"22";"39";"0";"1013";"0";"0";""
Lecce;31/12/2021;"11";"8";"14";"9";"90";"15";"18";"28";"0";"1022";"0";"0";""
