LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/1/2022;"11";"8,8";"13,5";"4,4";"64";"0";"6";"0";"24";"0";"1024";"0";""
Potenza;2/1/2022;"10,5";"7";"14,1";"3,1";"62";"0";"7";"0";"29";"0";"1025";"0";""
Potenza;3/1/2022;"6,7";"5,7";"7,8";"5,7";"93";"0";"15";"0";"47";"0";"1022";"0";""
Potenza;4/1/2022;"7,2";"6";"9,1";"5,8";"90";"0";"17";"0";"50";"0";"1016";"0";""
Potenza;5/1/2022;"9,1";"6,8";"12,6";"4,2";"73";"0";"16";"0";"77";"0";"1007";"0";""
Potenza;6/1/2022;"6,6";"4,8";"8,2";"4,6";"87";"0";"10";"0";"79";"0";"1009";"0";""
Potenza;7/1/2022;"4,3";"3,5";"5";"4";"97";"0";"9";"0";"32";"0";"1014";"2,4";"pioggia "
Potenza;8/1/2022;"2,1";"1";"3,4";"2,1";"98";"0";"7";"0";"22";"0";"1012";"4";"pioggia "
Potenza;9/1/2022;"1,9";"-0,2";"4,2";"-0,1";"87";"0";"10";"0";"47";"0";"1004";"2,7";"pioggia neve "
Potenza;10/1/2022;"0,1";"-0,7";"1,4";"0,1";"98";"0";"12";"0";"49";"0";"1000";"36,2";"pioggia neve "
Potenza;11/1/2022;"1";"-0,4";"2,3";"1,2";"99";"0";"16";"0";"50";"0";"1012";"2,1";"pioggia neve "
Potenza;12/1/2022;"0,5";"-0,3";"1,3";"0,5";"98";"0";"14";"0";"52";"0";"1022";"1,3";"pioggia neve "
Potenza;13/1/2022;"-0,1";"-1,2";"2,7";"-2,6";"83";"0";"12";"0";"48";"0";"1031";"0";""
Potenza;14/1/2022;"3,4";"0,6";"5,7";"0,5";"82";"0";"8";"0";"27";"0";"1029";"0";""
Potenza;15/1/2022;"7,5";"5,7";"10,3";"1";"63";"0";"7";"0";"27";"0";"1024";"0";""
Potenza;16/1/2022;"7,8";"5,9";"11,6";"0,3";"59";"0";"6";"0";"30";"0";"1024";"0";""
Potenza;17/1/2022;"4,8";"3,5";"6,6";"2";"82";"0";"10";"0";"32";"0";"1025";"0";""
Potenza;18/1/2022;"4,5";"1,9";"7,3";"1,1";"79";"0";"6";"0";"25";"0";"1030";"0";""
Potenza;19/1/2022;"3,6";"1,8";"7";"-2,3";"67";"0";"4";"0";"23";"0";"1031";"0";""
Potenza;20/1/2022;"5";"3,4";"6,5";"2,4";"83";"0";"17";"0";"51";"0";"1022";"0";""
Potenza;21/1/2022;"2,9";"-0,3";"5";"2,2";"94";"0";"11";"0";"39";"0";"1020";"3,2";"pioggia neve "
Potenza;22/1/2022;"0";"-2";"2,9";"-5,8";"66";"0";"9";"0";"41";"0";"1025";"0,8";"pioggia neve "
Potenza;23/1/2022;"0,5";"-2";"3,6";"-3,5";"76";"0";"9";"0";"38";"0";"1028";"0";"neve "
Potenza;24/1/2022;"-1,7";"-4,1";"-0";"-4,5";"81";"0";"14";"0";"51";"0";"1028";"3,6";"pioggia neve "
Potenza;25/1/2022;"-2,5";"-5,1";"0,5";"-7,1";"70";"0";"9";"0";"33";"0";"1032";"0";""
Potenza;26/1/2022;"2,5";"-0,2";"6,5";"-1,5";"75";"0";"7";"0";"30";"0";"1028";"0";""
Potenza;27/1/2022;"4,4";"2,3";"7,6";"-1";"68";"0";"7";"0";"28";"0";"1026";"0";""
Potenza;28/1/2022;"3,3";"1";"5,9";"2,4";"93";"0";"15";"0";"62";"0";"1024";"3,9";"pioggia neve "
Potenza;29/1/2022;"0,6";"-0,9";"2,6";"-3,6";"74";"0";"15";"0";"61";"0";"1027";"0";""
Potenza;30/1/2022;"4,5";"0,8";"9,2";"-1,5";"67";"0";"11";"0";"48";"0";"1021";"0";""
Potenza;31/1/2022;"5,3";"3,3";"8,1";"3";"85";"0";"12";"0";"62";"0";"1010";"0";""
