LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/1/2025;"7";"1,8";"13";"0,7";"64";"56864";"1";"0";"2";"1030";"0";"0";""
Potenza;2/1/2025;"5";"1,7";"10,3";"1,6";"78";"41458";"4";"0";"11";"1025";"0";"0";"pioggia "
Potenza;3/1/2025;"6,2";"4,3";"7,8";"4,9";"91";"9593";"7";"0";"14";"1017";"0";"3,8";"pioggia "
Potenza;4/1/2025;"5,2";"3,9";"6,4";"3,9";"91";"23634";"2";"0";"6";"1020";"0";"1,6";"pioggia "
Potenza;5/1/2025;"6";"4,2";"10,1";"4,6";"90";"20507";"5";"0";"7";"1020";"0";"0";""
Potenza;6/1/2025;"8";"4,4";"13,2";"4,1";"76";"68546";"5";"0";"9";"1016";"0";"0";""
Potenza;7/1/2025;"8,4";"5";"13,1";"5,3";"81";"65720";"5";"0";"9";"1014";"0";"0,1";"pioggia "
Potenza;8/1/2025;"6,8";"4,3";"10,7";"5,2";"89";"16408";"5";"0";"11";"1019";"0";"0";"pioggia "
Potenza;9/1/2025;"7,1";"4,3";"9,1";"6,1";"93";"4803";"6";"0";"13";"1017";"0";"0,8";"pioggia "
Potenza;10/1/2025;"7,4";"4,4";"12";"5,3";"86";"33854";"7";"0";"11";"1015";"0";"0,1";"pioggia "
Potenza;11/1/2025;"7,2";"1,2";"10,5";"6,6";"95";"2594";"4";"0";"9";"1013";"0";"36,2";"pioggia neve "
Potenza;12/1/2025;"-0,1";"-1,1";"0,9";"-0,6";"96";"1651";"8";"0";"13";"1014";"0";"40,3";"pioggia neve "
Potenza;13/1/2025;"-0,2";"-1,2";"0,4";"-0,5";"97";"396";"6";"0";"13";"1021";"0";"10,6";"pioggia neve "
Potenza;14/1/2025;"1";"-0,2";"2,5";"0,4";"95";"14999";"6";"0";"12";"1024";"0";"2,5";"pioggia neve "
Potenza;15/1/2025;"1,5";"0,1";"3,3";"-0,1";"89";"24067";"3";"0";"7";"1023";"0";"1";"pioggia neve "
Potenza;16/1/2025;"3";"0,3";"5,1";"2,2";"94";"29272";"4";"0";"8";"1029";"0";"2,9";"pioggia neve "
Potenza;17/1/2025;"4,2";"3,3";"5,1";"3,7";"96";"148";"6";"0";"10";"1030";"0";"6,2";"pioggia "
Potenza;18/1/2025;"5,9";"4,6";"7,2";"5,6";"98";"122";"4";"0";"10";"1023";"0";"11,1";"pioggia "
Potenza;19/1/2025;"6,1";"4,1";"9,7";"4,9";"92";"45963";"3";"0";"5";"1022";"0";"0";""
Potenza;20/1/2025;"6,2";"3,5";"9,3";"4,7";"90";"78198";"2";"0";"5";"1021";"0";"0,1";"pioggia "
Potenza;21/1/2025;"5,1";"2,7";"8,4";"4,1";"93";"31491";"4";"0";"7";"1019";"0";"5,2";"pioggia "
Potenza;22/1/2025;"5,7";"1,5";"9,4";"3,6";"86";"58152";"3";"0";"7";"1019";"0";"0,6";"pioggia "
Potenza;23/1/2025;"7,9";"3,6";"14,3";"3,8";"75";"79951";"4";"0";"8";"1016";"0";"0";"pioggia "
Potenza;24/1/2025;"7,1";"3,8";"12,9";"5";"86";"80001";"3";"0";"7";"1019";"0";"0";""
Potenza;25/1/2025;"7,1";"3,3";"14";"4,6";"83";"62218";"3";"0";"6";"1022";"0";"0";""
Potenza;26/1/2025;"7,2";"4,3";"11,9";"3,8";"78";"55139";"5";"0";"9";"1021";"0";"0";""
Potenza;27/1/2025;"6,9";"3,1";"11,5";"3,6";"79";"54437";"5";"0";"9";"1020";"0";"0";""
Potenza;28/1/2025;"8,2";"3";"14,3";"4,9";"79";"49672";"6";"0";"12";"1014";"0";"1,7";"pioggia "
Potenza;29/1/2025;"5,1";"1,6";"7,6";"3,2";"87";"54201";"3";"0";"8";"1016";"0";"4";"pioggia "
Potenza;30/1/2025;"5,4";"1,5";"10,1";"3,1";"84";"58065";"3";"0";"5";"1020";"0";"0,9";"pioggia "
Potenza;31/1/2025;"5,3";"0";"12,3";"0,8";"72";"80001";"2";"0";"5";"1025";"0";"0";""
