LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/3/2024;"6,6";"4,7";"9,7";"3,4";"80";"0";"9";"0";"37";"0";"1008";"5,3";"pioggia "
Potenza;2/3/2024;"6,8";"4,7";"9,9";"3,5";"80";"0";"13";"0";"47";"0";"1012";"0";""
Potenza;3/3/2024;"8,7";"5,6";"13,1";"2,1";"65";"0";"10";"0";"34";"0";"1011";"0";""
Potenza;4/3/2024;"4,4";"2,3";"8";"2,3";"86";"0";"14";"0";"56";"0";"1006";"3,8";"pioggia "
Potenza;5/3/2024;"4,8";"2,2";"7,3";"3,1";"88";"0";"8";"0";"31";"0";"1012";"1,1";"pioggia "
Potenza;6/3/2024;"6,3";"3,8";"9,7";"2,8";"79";"0";"20";"0";"65";"0";"1017";"0";""
Potenza;7/3/2024;"4,5";"3,4";"6,4";"2,6";"87";"0";"11";"0";"54";"0";"1017";"4,6";"pioggia neve "
Potenza;8/3/2024;"7,2";"3,5";"11,5";"0,9";"65";"0";"3";"0";"18";"0";"1016";"0";""
Potenza;9/3/2024;"8,6";"6,8";"10,2";"5,4";"81";"0";"13";"0";"46";"0";"1013";"5,9";"pioggia "
Potenza;10/3/2024;"11,3";"9,2";"14,1";"3,6";"60";"0";"17";"0";"65";"0";"1008";"0,9";"pioggia "
Potenza;11/3/2024;"7,3";"4,6";"9,5";"5,2";"86";"0";"19";"0";"57";"0";"1007";"10,5";"pioggia "
Potenza;12/3/2024;"5,3";"3,3";"8,1";"3,8";"90";"0";"15";"0";"52";"0";"1013";"3,6";"pioggia neve "
Potenza;13/3/2024;"5,5";"3,5";"9,3";"2,8";"83";"0";"9";"0";"36";"0";"1017";"1";"pioggia "
Potenza;14/3/2024;"7,7";"4,1";"12,1";"1,8";"67";"0";"8";"0";"32";"0";"1019";"0";""
Potenza;15/3/2024;"8,8";"6,5";"12,8";"4,9";"77";"0";"11";"0";"36";"0";"1020";"0";""
Potenza;16/3/2024;"8";"6,4";"10,5";"5,5";"84";"0";"10";"0";"36";"0";"1020";"6,1";"pioggia "
Potenza;17/3/2024;"8,3";"6,1";"11,3";"5,4";"82";"0";"7";"0";"29";"0";"1022";"0,5";"pioggia "
Potenza;18/3/2024;"9";"7,5";"11,7";"6,3";"83";"0";"15";"0";"53";"0";"1017";"1";"pioggia "
Potenza;19/3/2024;"7,4";"4,9";"9,4";"5,7";"89";"0";"12";"0";"42";"0";"1016";"1,9";"pioggia "
Potenza;20/3/2024;"6,3";"3,9";"9,7";"0,4";"66";"0";"7";"0";"32";"0";"1022";"0";""
Potenza;21/3/2024;"9,5";"5,9";"13,5";"2,1";"63";"0";"10";"0";"33";"0";"1022";"0";""
Potenza;22/3/2024;"8,5";"7";"10,1";"6,6";"87";"0";"7";"0";"33";"0";"1019";"1,8";"pioggia "
Potenza;23/3/2024;"9,3";"6,7";"13,3";"5";"75";"0";"13";"0";"55";"0";"1016";"0";""
Potenza;24/3/2024;"8,8";"6,5";"12,2";"4,9";"77";"0";"27";"0";"79";"0";"1009";"0";""
Potenza;25/3/2024;"8,2";"5,4";"11,2";"2,7";"68";"0";"6";"0";"37";"0";"1009";"0";""
Potenza;26/3/2024;"10,2";"8,1";"12,1";"6,8";"79";"0";"10";"0";"47";"0";"1002";"3,7";"pioggia "
Potenza;27/3/2024;"10,8";"7,1";"15";"7,9";"83";"0";"17";"0";"61";"0";"999";"6";"pioggia "
Potenza;28/3/2024;"9";"6,3";"11,5";"5,3";"78";"0";"30";"0";"83";"0";"1012";"0";""
Potenza;29/3/2024;"12,7";"10,1";"17,1";"5,8";"63";"0";"11";"0";"65";"0";"1016";"0";""
Potenza;30/3/2024;"14,7";"11";"19,5";"3,4";"48";"0";"8";"0";"43";"0";"1011";"0";""
Potenza;31/3/2024;"14,7";"12,3";"18,4";"5,8";"55";"0";"12";"0";"44";"0";"1011";"0";""
