LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/9/2020;"18,1";"14,6";"22,6";"8,7";"56";"0";"9";"0";"36";"0";"1012";"0";""
Potenza;2/9/2020;"19,3";"16,1";"23,5";"11,2";"62";"0";"3";"0";"22";"0";"1014";"0";""
Potenza;3/9/2020;"18,9";"16,4";"22,7";"13,4";"72";"0";"4";"0";"24";"0";"1019";"1,3";"pioggia "
Potenza;4/9/2020;"18,1";"15,7";"22,2";"10,8";"64";"0";"8";"0";"34";"0";"1024";"0";""
Potenza;5/9/2020;"20,2";"16,4";"25,1";"7,8";"47";"0";"4";"0";"26";"0";"1019";"0";""
Potenza;6/9/2020;"21,4";"18,6";"26,1";"8,2";"45";"0";"9";"0";"40";"0";"1015";"0";""
Potenza;7/9/2020;"22,7";"19,7";"26,8";"10,4";"47";"0";"4";"0";"23";"0";"1015";"0";""
Potenza;8/9/2020;"20,9";"18,7";"24,7";"16,1";"74";"0";"8";"0";"35";"0";"1022";"0,6";"pioggia "
Potenza;9/9/2020;"22,9";"18,8";"27,3";"12,6";"54";"0";"5";"0";"31";"0";"1023";"0";""
Potenza;10/9/2020;"24,3";"21,6";"28,4";"11,8";"46";"0";"6";"0";"30";"0";"1016";"0";""
Potenza;11/9/2020;"22,8";"19,8";"27,3";"11,9";"52";"0";"6";"0";"36";"0";"1012";"0";""
Potenza;12/9/2020;"21,6";"19,1";"25,7";"13,3";"61";"0";"7";"0";"36";"0";"1016";"0";""
Potenza;13/9/2020;"21,4";"19,2";"25,2";"14";"63";"0";"9";"0";"47";"0";"1021";"0";""
Potenza;14/9/2020;"22";"19,4";"26,4";"12,6";"55";"0";"8";"0";"41";"0";"1023";"0";""
Potenza;15/9/2020;"21,4";"19,6";"24,3";"11,7";"55";"0";"7";"0";"43";"0";"1020";"0,9";"pioggia "
Potenza;16/9/2020;"21,1";"18,8";"24,7";"12,7";"60";"0";"6";"0";"34";"0";"1017";"0";""
Potenza;17/9/2020;"19,1";"17,4";"22";"13,2";"69";"0";"7";"0";"41";"0";"1014";"2,7";"pioggia "
Potenza;18/9/2020;"18,9";"16,7";"22,3";"14";"73";"0";"9";"0";"41";"0";"1017";"0,8";"pioggia "
Potenza;19/9/2020;"19,8";"16,5";"23,8";"13,3";"67";"0";"5";"0";"25";"0";"1018";"0";""
Potenza;20/9/2020;"21,3";"18,5";"25,8";"13,3";"62";"0";"6";"0";"31";"0";"1017";"0";""
Potenza;21/9/2020;"19,6";"16,9";"23,1";"14";"71";"0";"6";"0";"37";"0";"1016";"1,2";"pioggia "
Potenza;22/9/2020;"18,7";"16,6";"22,2";"13";"71";"0";"9";"0";"42";"0";"1016";"1";"pioggia "
Potenza;23/9/2020;"18,1";"16,2";"22";"14,1";"78";"0";"14";"0";"58";"0";"1013";"0";""
Potenza;24/9/2020;"18,1";"16,1";"21,4";"12,8";"72";"0";"14";"0";"50";"0";"1014";"0,6";"pioggia "
Potenza;25/9/2020;"15,4";"10,1";"18,4";"15";"93";"0";"20";"0";"77";"0";"1006";"15,4";"pioggia "
Potenza;26/9/2020;"9,6";"8,3";"11,6";"7,1";"85";"0";"21";"0";"68";"0";"1001";"2,2";"pioggia "
Potenza;27/9/2020;"12,2";"9,2";"14,5";"9,3";"83";"0";"18";"0";"79";"0";"1005";"8,7";"pioggia "
Potenza;28/9/2020;"10,9";"9,7";"12,4";"9,1";"89";"0";"21";"0";"81";"0";"1010";"5,8";"pioggia "
Potenza;29/9/2020;"12,4";"10,6";"15,6";"9";"80";"0";"9";"0";"42";"0";"1016";"1,9";"pioggia "
Potenza;30/9/2020;"14";"11,3";"18,3";"8,3";"69";"0";"6";"0";"25";"0";"1015";"0";""
