LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA km;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Bari;1/3/2025;"11";"7";"17";"9";"87";"21";"0";"0";"0";"1020";"0";"0";"pioggia "
Bari;2/3/2025;"11";"9";"14";"10";"90";"17";"0";"0";"0";"1023";"0";"0";"pioggia "
Bari;3/3/2025;"10";"7";"13";"4";"65";"19";"0";"0";"0";"1024";"0";"0";""
Bari;4/3/2025;"10";"6";"14";"5";"75";"20";"0";"0";"0";"1024";"0";"0";""
Bari;5/3/2025;"10";"4";"14";"7";"81";"20";"0";"0";"0";"1027";"0";"0";""
Bari;6/3/2025;"9";"3";"15";"6";"83";"20";"0";"0";"0";"1026";"0";"0";""
Bari;7/3/2025;"10";"5";"15";"7";"85";"20";"0";"0";"0";"1021";"0";"0";""
Bari;8/3/2025;"10";"6";"14";"8";"89";"9";"0";"0";"0";"1016";"0";"0";"nebbia "
Bari;9/3/2025;"13";"6";"21";"7";"70";"20";"0";"0";"0";"1013";"0";"0";""
Bari;10/3/2025;"16";"10";"20";"12";"77";"16";"9";"22";"0";"1010";"0";"0";""
Bari;11/3/2025;"17";"14";"21";"13";"78";"18";"5";"24";"0";"1007";"0";"0";"pioggia temporale "
Bari;12/3/2025;"15";"11";"18";"11";"79";"20";"0";"15";"0";"1004";"0";"0";"pioggia "
Bari;13/3/2025;"15";"10";"20";"8";"67";"19";"0";"0";"0";"1004";"0";"0";""
Bari;14/3/2025;"17";"13";"21";"12";"73";"17";"10";"31";"0";"1006";"0";"0";""
Bari;15/3/2025;"18";"16";"22";"14";"75";"12";"5";"21";"0";"1006";"0";"0";""
Bari;16/3/2025;"15";"9";"20";"6";"55";"19";"0";"0";"0";"1013";"0";"0";""
Bari;17/3/2025;"12";"7";"15";"5";"61";"19";"0";"0";"0";"1016";"0";"0";""
Bari;18/3/2025;"9";"8";"11";"4";"57";"20";"2";"24";"0";"1022";"0";"0";"pioggia "
Bari;19/3/2025;"7";"2";"11";"1";"58";"19";"0";"0";"0";"1030";"0";"0";""
Bari;20/3/2025;"8";"1";"13";"4";"75";"20";"0";"0";"0";"1031";"0";"0";""
Bari;21/3/2025;"10";"2";"16";"4";"63";"19";"0";"0";"0";"1026";"0";"0";""
Bari;22/3/2025;"14";"8";"17";"9";"74";"21";"2";"21";"0";"1017";"0";"0";"pioggia "
Bari;23/3/2025;"16";"15";"18";"13";"80";"13";"12";"30";"0";"1011";"0";"0";"pioggia "
Bari;24/3/2025;"17";"14";"20";"14";"82";"12";"5";"22";"0";"1012";"0";"0";"pioggia temporale "
Bari;25/3/2025;"16";"11";"20";"13";"86";"13";"0";"0";"0";"1016";"0";"0";"pioggia "
Bari;26/3/2025;"13";"12";"15";"12";"94";"6";"0";"0";"0";"1009";"0";"0";"pioggia nebbia "
Bari;27/3/2025;"13";"10";"21";"10";"82";"20";"0";"0";"0";"1003";"0";"0";"pioggia temporale "
Bari;28/3/2025;"11";"7";"15";"9";"87";"19";"0";"0";"0";"1003";"0";"0";"pioggia temporale "
Bari;29/3/2025;"12";"8";"14";"10";"87";"19";"0";"0";"0";"1001";"0";"0";"pioggia "
Bari;30/3/2025;"13";"11";"16";"11";"88";"18";"0";"0";"0";"1006";"0";"0";"pioggia "
Bari;31/3/2025;"13";"11";"15";"9";"76";"20";"0";"17";"0";"1006";"0";"0";"pioggia "
