LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/6/2023;"15,9";"14,2";"18,6";"12,1";"78";"0";"4";"0";"28";"0";"1015";"1,1";"pioggia "
Potenza;2/6/2023;"15,9";"13,6";"18,9";"12,1";"78";"0";"4";"0";"24";"0";"1013";"1,4";"pioggia "
Potenza;3/6/2023;"15,7";"13,7";"18,7";"12,3";"80";"0";"6";"0";"33";"0";"1015";"10,6";"pioggia "
Potenza;4/6/2023;"18";"14,7";"21,5";"12,3";"70";"0";"3";"0";"21";"0";"1017";"0,5";"pioggia "
Potenza;5/6/2023;"16";"14,3";"17,6";"12,5";"79";"0";"5";"0";"29";"0";"1016";"4,2";"pioggia "
Potenza;6/6/2023;"15,8";"13,8";"18,5";"13,1";"84";"0";"7";"0";"36";"0";"1016";"0,9";"pioggia "
Potenza;7/6/2023;"16,3";"14";"19,6";"13,3";"82";"0";"4";"0";"23";"0";"1016";"7,9";"pioggia "
Potenza;8/6/2023;"17";"14,2";"20,3";"13,8";"82";"0";"5";"0";"33";"0";"1014";"6,6";"pioggia "
Potenza;9/6/2023;"18,2";"15,1";"22,4";"13,2";"73";"0";"7";"0";"32";"0";"1013";"0";""
Potenza;10/6/2023;"17,1";"15,6";"19,3";"14,1";"82";"0";"6";"0";"22";"0";"1012";"1,9";"pioggia "
Potenza;11/6/2023;"16,1";"13,8";"19,3";"13,9";"87";"0";"7";"0";"35";"0";"1011";"9,7";"pioggia "
Potenza;12/6/2023;"16,2";"13,8";"19,3";"13,3";"83";"0";"7";"0";"33";"0";"1011";"2,9";"pioggia "
Potenza;13/6/2023;"16,7";"13,9";"19,9";"13,4";"81";"0";"6";"0";"34";"0";"1011";"2,7";"pioggia "
Potenza;14/6/2023;"17,2";"15";"20,1";"14,1";"82";"0";"6";"0";"29";"0";"1010";"5,8";"pioggia "
Potenza;15/6/2023;"14,9";"13,6";"16,6";"13,6";"91";"0";"10";"0";"34";"0";"1010";"14,8";"pioggia "
Potenza;16/6/2023;"14,7";"12,4";"18";"11,1";"80";"0";"15";"0";"52";"0";"1011";"1,1";"pioggia "
Potenza;17/6/2023;"15";"12,4";"18,6";"9,7";"71";"0";"13";"0";"48";"0";"1014";"0";""
Potenza;18/6/2023;"17,9";"13,5";"22,3";"8,9";"55";"0";"8";"0";"29";"0";"1017";"0";""
Potenza;19/6/2023;"20,7";"17,7";"25,3";"9,9";"52";"0";"3";"0";"14";"0";"1018";"0";""
Potenza;20/6/2023;"22,1";"18,4";"26,5";"14,5";"62";"0";"6";"0";"23";"0";"1019";"0";""
Potenza;21/6/2023;"24,3";"20,2";"28,2";"15,1";"56";"0";"6";"0";"23";"0";"1019";"0";""
Potenza;22/6/2023;"26,1";"22,5";"30,5";"16,3";"55";"0";"5";"0";"21";"0";"1020";"0";""
Potenza;23/6/2023;"24,3";"19,4";"28,2";"16,3";"62";"0";"9";"0";"36";"0";"1017";"0";""
Potenza;24/6/2023;"19,3";"16,2";"23,1";"13,9";"72";"0";"8";"0";"38";"0";"1015";"2";"pioggia "
Potenza;25/6/2023;"17,4";"15,5";"20,6";"15";"86";"0";"10";"0";"43";"0";"1014";"1,7";"pioggia "
Potenza;26/6/2023;"18,8";"15,3";"23,4";"13,4";"71";"0";"8";"0";"32";"0";"1015";"0";""
Potenza;27/6/2023;"21";"16,7";"26,2";"13,6";"64";"0";"6";"0";"29";"0";"1014";"0";""
Potenza;28/6/2023;"20,6";"17,9";"24,7";"15,7";"74";"0";"10";"0";"37";"0";"1014";"0";""
Potenza;29/6/2023;"19,5";"17,3";"23,1";"13,2";"68";"0";"6";"0";"27";"0";"1016";"0";""
Potenza;30/6/2023;"20,9";"18,4";"24,5";"14,6";"68";"0";"7";"0";"32";"0";"1014";"2,4";"pioggia "
