LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA km;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Lecce;1/10/2021;"21";"17";"26";"16";"73";"17";"12";"22";"0";"1020";"0";"0";""
Lecce;2/10/2021;"21";"13";"25";"16";"74";"22";"9";"15";"0";"1019";"0";"0";""
Lecce;3/10/2021;"19";"13";"25";"16";"83";"18";"7";"18";"0";"1020";"0";"0";""
Lecce;4/10/2021;"21";"14";"26";"16";"74";"20";"9";"15";"0";"1020";"0";"0";""
Lecce;5/10/2021;"20";"15";"25";"17";"85";"21";"12";"21";"0";"1020";"0";"0";""
Lecce;6/10/2021;"22";"18";"25";"19";"84";"21";"14";"22";"0";"1015";"0";"0";""
Lecce;7/10/2021;"20";"17";"23";"17";"84";"17";"12";"21";"0";"1008";"0";"0";"pioggia temporale "
Lecce;8/10/2021;"16";"13";"21";"15";"95";"17";"7";"17";"0";"1010";"0";"0";"pioggia temporale "
Lecce;9/10/2021;"15";"12";"19";"14";"94";"17";"6";"9";"0";"1013";"0";"0";""
Lecce;10/10/2021;"16";"13";"20";"14";"91";"16";"8";"18";"0";"1013";"0";"0";""
Lecce;11/10/2021;"13";"9";"18";"11";"90";"21";"7";"11";"0";"1013";"0";"0";"pioggia "
Lecce;12/10/2021;"14";"13";"18";"12";"90";"18";"15";"30";"0";"1011";"0";"0";"pioggia temporale "
Lecce;13/10/2021;"13";"9";"19";"11";"88";"19";"8";"17";"0";"1012";"0";"0";"pioggia "
Lecce;14/10/2021;"14";"13";"15";"11";"83";"25";"21";"42";"0";"1012";"0";"0";"pioggia "
Lecce;15/10/2021;"14";"13";"15";"10";"76";"12";"29";"37";"0";"1008";"0";"0";"pioggia "
Lecce;16/10/2021;"15";"12";"18";"11";"79";"22";"15";"24";"0";"1014";"0";"0";""
Lecce;17/10/2021;"14";"11";"17";"12";"91";"22";"7";"13";"0";"1017";"0";"0";""
Lecce;18/10/2021;"16";"13";"19";"14";"93";"19";"9";"21";"0";"1021";"0";"0";""
Lecce;19/10/2021;"15";"11";"19";"13";"92";"17";"11";"24";"0";"1026";"0";"0";""
Lecce;20/10/2021;"14";"9";"21";"12";"86";"14";"6";"13";"0";"1026";"0";"0";""
Lecce;21/10/2021;"16";"13";"21";"12";"80";"18";"10";"21";"0";"1022";"0";"0";""
Lecce;22/10/2021;"17";"14";"22";"15";"92";"12";"11";"18";"0";"1019";"0";"0";"nebbia "
Lecce;23/10/2021;"19";"16";"24";"17";"92";"21";"11";"18";"0";"1020";"0";"0";""
Lecce;24/10/2021;"17";"16";"19";"16";"91";"16";"10";"18";"0";"1022";"0";"0";"pioggia "
Lecce;25/10/2021;"19";"14";"22";"15";"81";"19";"12";"22";"0";"1020";"0";"0";""
Lecce;26/10/2021;"15";"12";"18";"12";"85";"16";"5";"8";"0";"1019";"0";"0";""
Lecce;27/10/2021;"16";"11";"19";"13";"83";"21";"14";"26";"0";"1019";"0";"0";""
Lecce;28/10/2021;"12";"7";"19";"10";"90";"16";"5";"15";"0";"1020";"0";"0";"nebbia "
Lecce;29/10/2021;"14";"6";"19";"11";"84";"10";"8";"13";"0";"1017";"0";"0";"nebbia "
Lecce;30/10/2021;"15";"10";"21";"12";"84";"12";"6";"15";"0";"1017";"0";"0";"nebbia "
Lecce;31/10/2021;"14";"9";"20";"10";"79";"20";"6";"11";"0";"1017";"0";"0";""
