LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/2/2020;"8,1";"6,1";"10,4";"5,8";"85";"0";"10";"0";"38";"0";"1021";"0";""
Potenza;2/2/2020;"9,3";"8";"12,2";"7";"86";"0";"11";"0";"45";"0";"1021";"0";""
Potenza;3/2/2020;"8,6";"7,5";"11";"6,9";"89";"0";"15";"0";"56";"0";"1018";"0";""
Potenza;4/2/2020;"6,6";"1,4";"9,5";"6,2";"93";"0";"21";"0";"84";"0";"1007";"9,2";"pioggia neve "
Potenza;5/2/2020;"-1,4";"-3,2";"1,3";"-1,8";"94";"0";"24";"0";"81";"0";"1009";"11,4";"pioggia neve "
Potenza;6/2/2020;"-1,4";"-2,9";"1,1";"-5,6";"73";"0";"21";"0";"80";"0";"1022";"0";""
Potenza;7/2/2020;"1,7";"-1,6";"4,3";"-2,4";"74";"0";"9";"0";"41";"0";"1026";"0";""
Potenza;8/2/2020;"4,9";"2,8";"8,6";"-2,2";"60";"0";"4";"0";"20";"0";"1028";"0";""
Potenza;9/2/2020;"5,7";"3,7";"9,3";"-2,8";"55";"0";"9";"0";"41";"0";"1031";"0";""
Potenza;10/2/2020;"6,2";"4,3";"8";"4,1";"86";"0";"27";"0";"89";"0";"1023";"0";""
Potenza;11/2/2020;"7,8";"6,7";"10";"7,5";"96";"0";"30";"0";"91";"0";"1014";"0";""
Potenza;12/2/2020;"7,6";"5,7";"10,4";"4,9";"84";"0";"12";"0";"51";"0";"1017";"0";""
Potenza;13/2/2020;"8,2";"6,2";"11,7";"2,3";"67";"0";"9";"0";"48";"0";"1021";"0";""
Potenza;14/2/2020;"6";"4,1";"8,2";"4,1";"88";"0";"20";"0";"68";"0";"1017";"3,2";"pioggia "
Potenza;15/2/2020;"4,8";"2,5";"8,1";"1,9";"82";"0";"10";"0";"43";"0";"1025";"0";""
Potenza;16/2/2020;"6,3";"3,6";"10,3";"-0,3";"63";"0";"4";"0";"22";"0";"1028";"0";""
Potenza;17/2/2020;"7,4";"4,6";"11,6";"0,8";"63";"0";"8";"0";"29";"0";"1026";"0";""
Potenza;18/2/2020;"8";"5,4";"12,1";"3,7";"74";"0";"7";"0";"29";"0";"1022";"0";""
Potenza;19/2/2020;"6,6";"4,4";"9,1";"4,3";"86";"0";"11";"0";"42";"0";"1019";"2";"pioggia "
Potenza;20/2/2020;"3";"0,8";"5,7";"0,5";"83";"0";"14";"0";"60";"0";"1022";"0,7";"pioggia "
Potenza;21/2/2020;"5,2";"1,4";"10,2";"-1";"65";"0";"7";"0";"27";"0";"1024";"0";""
Potenza;22/2/2020;"4";"2,1";"6,6";"-1,1";"70";"0";"11";"0";"51";"0";"1030";"0";""
Potenza;23/2/2020;"7,6";"3,5";"12,2";"-0,2";"60";"0";"12";"0";"45";"0";"1028";"0";""
Potenza;24/2/2020;"8,4";"6,1";"12,6";"5";"79";"0";"11";"0";"47";"0";"1021";"0";""
Potenza;25/2/2020;"8,3";"6,5";"11,4";"4,1";"75";"0";"16";"0";"60";"0";"1014";"0";""
Potenza;26/2/2020;"5,9";"1,9";"9,3";"2,9";"82";"0";"29";"0";"89";"0";"1005";"1,2";"pioggia neve "
Potenza;27/2/2020;"3,3";"0,9";"6,4";"-3";"65";"0";"20";"0";"72";"0";"1011";"0,7";"pioggia neve "
Potenza;28/2/2020;"4,8";"3,4";"7,1";"2,2";"83";"0";"17";"0";"81";"0";"1014";"4,6";"pioggia "
Potenza;29/2/2020;"6,6";"3,7";"11,1";"-0,8";"60";"0";"8";"0";"41";"0";"1019";"0";""
