LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA km;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Bari;1/8/2023;"27";"20";"32";"17";"56";"20";"14";"28";"0";"1007";"0";"0";""
Bari;2/8/2023;"28";"22";"33";"16";"48";"18";"9";"18";"0";"1007";"0";"0";""
Bari;3/8/2023;"29";"23";"33";"19";"55";"19";"16";"33";"0";"1009";"0";"0";""
Bari;4/8/2023;"30";"23";"36";"20";"58";"20";"16";"33";"0";"1007";"0";"0";""
Bari;5/8/2023;"24";"22";"28";"18";"68";"21";"16";"35";"0";"1005";"0";"0";"pioggia temporale "
Bari;6/8/2023;"24";"18";"29";"14";"53";"20";"13";"18";"0";"1006";"0";"0";""
Bari;7/8/2023;"23";"17";"28";"15";"60";"20";"13";"21";"0";"1009";"0";"0";"pioggia "
Bari;8/8/2023;"23";"19";"26";"13";"54";"20";"13";"18";"0";"1016";"0";"0";""
Bari;9/8/2023;"23";"17";"27";"13";"57";"19";"10";"13";"0";"1015";"0";"0";""
Bari;10/8/2023;"23";"17";"28";"14";"54";"21";"12";"18";"0";"1016";"0";"0";""
Bari;11/8/2023;"25";"19";"28";"15";"57";"20";"13";"22";"0";"1019";"0";"0";""
Bari;12/8/2023;"24";"20";"27";"15";"58";"19";"13";"17";"0";"1019";"0";"0";""
Bari;13/8/2023;"23";"16";"27";"16";"69";"20";"10";"17";"0";"1018";"0";"0";""
Bari;14/8/2023;"24";"18";"28";"17";"68";"19";"10";"13";"0";"1017";"0";"0";""
Bari;15/8/2023;"25";"19";"30";"16";"58";"19";"9";"15";"0";"1016";"0";"0";""
Bari;16/8/2023;"25";"19";"30";"16";"58";"20";"9";"15";"0";"1015";"0";"0";""
Bari;17/8/2023;"26";"22";"30";"18";"63";"21";"11";"18";"0";"1014";"0";"0";""
Bari;18/8/2023;"27";"22";"31";"17";"55";"19";"13";"18";"0";"1014";"0";"0";""
Bari;19/8/2023;"27";"21";"31";"18";"58";"19";"13";"18";"0";"1014";"0";"0";""
Bari;20/8/2023;"27";"24";"31";"20";"65";"20";"13";"22";"0";"1014";"0";"0";""
Bari;21/8/2023;"28";"24";"31";"19";"60";"19";"12";"18";"0";"1016";"0";"0";""
Bari;22/8/2023;"27";"23";"31";"19";"62";"20";"10";"17";"0";"1015";"0";"0";""
Bari;23/8/2023;"27";"23";"30";"20";"66";"20";"9";"15";"0";"1014";"0";"0";""
Bari;24/8/2023;"28";"23";"34";"18";"59";"21";"9";"15";"0";"1014";"0";"0";""
Bari;25/8/2023;"28";"23";"32";"18";"57";"20";"8";"17";"0";"1013";"0";"0";""
Bari;26/8/2023;"28";"20";"32";"17";"54";"19";"10";"18";"0";"1012";"0";"0";""
Bari;27/8/2023;"30";"22";"35";"17";"47";"20";"15";"33";"0";"1008";"0";"0";""
Bari;28/8/2023;"30";"23";"37";"18";"51";"18";"13";"28";"0";"1004";"0";"0";"pioggia temporale "
Bari;29/8/2023;"25";"20";"30";"12";"43";"20";"14";"31";"0";"1004";"0";"0";""
Bari;30/8/2023;"23";"19";"28";"12";"50";"19";"15";"24";"0";"1006";"0";"0";""
Bari;31/8/2023;"22";"16";"27";"13";"57";"21";"13";"18";"0";"1014";"0";"0";""
