LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/12/2024;"5,3";"3,5";"6,6";"4,8";"96";"0";"12";"0";"48";"0";"1019";"1,5";"pioggia "
Potenza;2/12/2024;"6,9";"5,8";"8,6";"5,3";"89";"0";"4";"0";"21";"0";"1019";"0";""
Potenza;3/12/2024;"6,9";"5,1";"10,1";"3,4";"78";"0";"5";"0";"34";"0";"1016";"4,9";"pioggia "
Potenza;4/12/2024;"7,8";"6";"10,7";"5,3";"84";"0";"3";"0";"15";"0";"1014";"9,3";"pioggia "
Potenza;5/12/2024;"5,9";"5";"7,1";"5,4";"96";"0";"15";"0";"45";"0";"1015";"20,2";"pioggia "
Potenza;6/12/2024;"6,6";"4,2";"9,6";"4,8";"88";"0";"10";"0";"40";"0";"1017";"0";""
Potenza;7/12/2024;"5,6";"4,2";"7,8";"2,5";"81";"0";"6";"0";"29";"0";"1013";"2,1";"pioggia "
Potenza;8/12/2024;"5,5";"4,5";"6,4";"3,6";"87";"0";"19";"0";"65";"0";"1000";"9,4";"pioggia "
Potenza;9/12/2024;"5";"3,8";"6,9";"3,5";"90";"0";"10";"0";"42";"0";"1008";"0,9";"pioggia "
Potenza;10/12/2024;"4,7";"3,3";"6,7";"2,8";"87";"0";"8";"0";"39";"0";"1015";"10,7";"pioggia neve "
Potenza;11/12/2024;"5,1";"3,7";"8,2";"3";"86";"0";"6";"0";"35";"0";"1022";"0";""
Potenza;12/12/2024;"4,9";"3,5";"7,6";"2,6";"85";"0";"3";"0";"23";"0";"1026";"0";""
Potenza;13/12/2024;"6,8";"4,1";"9";"4,4";"84";"0";"5";"0";"20";"0";"1028";"2";"pioggia "
Potenza;14/12/2024;"8,9";"7,3";"11,2";"6,3";"84";"0";"14";"0";"49";"0";"1022";"3,8";"pioggia "
Potenza;15/12/2024;"5,6";"3,1";"7,8";"3,9";"89";"0";"10";"0";"41";"0";"1023";"0,8";"pioggia "
Potenza;16/12/2024;"4,9";"2,4";"7,2";"0,4";"73";"0";"7";"0";"40";"0";"1034";"0";""
Potenza;17/12/2024;"9,4";"7,2";"13";"-0,1";"52";"0";"5";"0";"20";"0";"1031";"0";""
Potenza;18/12/2024;"7,9";"5,9";"11,2";"2,8";"70";"0";"6";"0";"25";"0";"1027";"0";""
Potenza;19/12/2024;"7,4";"5,4";"9,3";"5,2";"86";"0";"16";"0";"61";"0";"1018";"0";""
Potenza;20/12/2024;"5,2";"1,4";"8,1";"3,7";"88";"0";"20";"0";"74";"0";"1007";"2,4";"pioggia "
Potenza;21/12/2024;"1,5";"0,5";"3,4";"-0,5";"86";"0";"11";"0";"45";"0";"1019";"5,8";"pioggia neve "
Potenza;22/12/2024;"4,2";"0,6";"6,7";"-0,1";"74";"0";"18";"0";"69";"0";"1015";"1,6";"pioggia "
Potenza;23/12/2024;"2,4";"-0,6";"5";"1,5";"93";"0";"19";"0";"72";"0";"997";"19,2";"pioggia neve "
Potenza;24/12/2024;"-0";"-0,7";"0,7";"-0,2";"98";"0";"16";"0";"56";"0";"1007";"11,3";"pioggia neve "
Potenza;25/12/2024;"1,9";"0,6";"3";"1,3";"94";"0";"19";"0";"64";"0";"1018";"3,5";"pioggia neve "
Potenza;26/12/2024;"4,1";"2,9";"5,2";"3,1";"93";"0";"17";"0";"51";"0";"1024";"1,8";"pioggia "
Potenza;27/12/2024;"5,3";"4,3";"7,1";"4";"91";"0";"15";"0";"46";"0";"1028";"0";""
Potenza;28/12/2024;"4,9";"3,4";"7,6";"2";"82";"0";"5";"0";"32";"0";"1027";"0";""
Potenza;29/12/2024;"5,9";"3,4";"9,1";"1,5";"73";"0";"2";"0";"19";"0";"1027";"0";""
Potenza;30/12/2024;"8,3";"6,3";"11,6";"-0,7";"53";"0";"1";"0";"12";"0";"1029";"0";""
Potenza;31/12/2024;"8,1";"6,3";"11,9";"-0,5";"54";"0";"2";"0";"13";"0";"1031";"0";""
