LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA km;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Bari;1/7/2021;"27";"23";"31";"13";"43";"22";"12";"21";"0";"1011";"0";"0";""
Bari;2/7/2021;"26";"21";"29";"15";"52";"19";"12";"17";"0";"1013";"0";"0";""
Bari;3/7/2021;"26";"22";"29";"14";"49";"21";"10";"21";"0";"1014";"0";"0";""
Bari;4/7/2021;"27";"22";"32";"14";"45";"20";"14";"26";"0";"1011";"0";"0";""
Bari;5/7/2021;"26";"23";"28";"17";"58";"20";"16";"24";"0";"1009";"0";"0";""
Bari;6/7/2021;"25";"22";"29";"17";"62";"20";"10";"15";"0";"1013";"0";"0";""
Bari;7/7/2021;"27";"19";"32";"16";"53";"20";"11";"26";"0";"1014";"0";"0";""
Bari;8/7/2021;"30";"21";"35";"15";"41";"20";"12";"28";"0";"1015";"0";"0";""
Bari;9/7/2021;"29";"25";"35";"19";"56";"21";"10";"21";"0";"1015";"0";"0";""
Bari;10/7/2021;"27";"23";"30";"17";"54";"22";"11";"21";"0";"1013";"0";"0";""
Bari;11/7/2021;"26";"18";"32";"14";"49";"20";"9";"15";"0";"1012";"0";"0";""
Bari;12/7/2021;"27";"21";"31";"15";"48";"19";"9";"18";"0";"1013";"0";"0";""
Bari;13/7/2021;"32";"23";"39";"15";"39";"20";"12";"18";"0";"1010";"0";"0";""
Bari;14/7/2021;"29";"25";"32";"17";"49";"20";"12";"18";"0";"1011";"0";"0";""
Bari;15/7/2021;"25";"18";"29";"14";"51";"20";"12";"21";"0";"1013";"0";"0";""
Bari;16/7/2021;"25";"21";"29";"16";"58";"19";"12";"18";"0";"1011";"0";"0";"pioggia temporale "
Bari;17/7/2021;"23";"20";"27";"18";"75";"20";"11";"18";"0";"1008";"0";"0";"pioggia temporale "
Bari;18/7/2021;"24";"19";"28";"18";"72";"20";"12";"21";"0";"1005";"0";"0";""
Bari;19/7/2021;"25";"22";"29";"18";"66";"20";"16";"22";"0";"1007";"0";"0";""
Bari;20/7/2021;"25";"22";"29";"19";"69";"21";"13";"18";"0";"1012";"0";"0";""
Bari;21/7/2021;"26";"22";"30";"16";"56";"19";"12";"18";"0";"1016";"0";"0";""
Bari;22/7/2021;"25";"21";"29";"15";"53";"21";"11";"18";"0";"1016";"0";"0";""
Bari;23/7/2021;"25";"17";"30";"14";"54";"21";"9";"13";"0";"1014";"0";"0";""
Bari;24/7/2021;"27";"19";"31";"16";"51";"22";"10";"15";"0";"1013";"0";"0";""
Bari;25/7/2021;"32";"21";"39";"12";"35";"20";"12";"26";"0";"1012";"0";"0";""
Bari;26/7/2021;"32";"26";"37";"14";"36";"21";"11";"22";"0";"1014";"0";"0";""
Bari;27/7/2021;"30";"22";"35";"15";"42";"20";"10";"21";"0";"1016";"0";"0";""
Bari;28/7/2021;"33";"24";"39";"14";"34";"19";"10";"24";"0";"1014";"0";"0";""
Bari;29/7/2021;"32";"24";"39";"11";"29";"20";"11";"18";"0";"1013";"0";"0";""
Bari;30/7/2021;"29";"23";"33";"14";"41";"20";"9";"13";"0";"1011";"0";"0";""
Bari;31/7/2021;"30";"21";"36";"12";"35";"20";"13";"28";"0";"1009";"0";"0";""
