LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/7/2020;"23,8";"20,6";"28,1";"13,7";"54";"0";"8";"0";"40";"0";"1013";"0";""
Potenza;2/7/2020;"25,3";"21,6";"29,7";"13,4";"49";"0";"4";"0";"24";"0";"1012";"0";""
Potenza;3/7/2020;"24,6";"20,3";"28,8";"14,4";"55";"0";"7";"0";"37";"0";"1012";"0";""
Potenza;4/7/2020;"18,6";"15,8";"21,5";"16,3";"87";"0";"5";"0";"30";"0";"1014";"9,2";"pioggia "
Potenza;5/7/2020;"17,3";"15";"20";"14,8";"86";"0";"10";"0";"44";"0";"1014";"5,9";"pioggia "
Potenza;6/7/2020;"19,3";"16,1";"22,6";"15,1";"76";"0";"8";"0";"38";"0";"1009";"5,6";"pioggia "
Potenza;7/7/2020;"19,3";"15,4";"23";"13,5";"69";"0";"10";"0";"47";"0";"1011";"0,5";"pioggia "
Potenza;8/7/2020;"19,1";"14,8";"23,4";"10,7";"59";"0";"6";"0";"27";"0";"1016";"0";""
Potenza;9/7/2020;"21,9";"18,4";"26,4";"8,4";"43";"0";"5";"0";"22";"0";"1017";"0";""
Potenza;10/7/2020;"23,2";"19,3";"27,7";"10";"45";"0";"3";"0";"19";"0";"1016";"0";""
Potenza;11/7/2020;"22,4";"19,1";"27,1";"15,8";"67";"0";"8";"0";"41";"0";"1015";"0";""
Potenza;12/7/2020;"21,3";"16,7";"25,3";"13,8";"63";"0";"9";"0";"37";"0";"1017";"0";""
Potenza;13/7/2020;"17,8";"15,2";"21";"10";"61";"0";"9";"0";"33";"0";"1016";"0";""
Potenza;14/7/2020;"18,6";"14,9";"23,2";"9,5";"57";"0";"5";"0";"33";"0";"1013";"0";""
Potenza;15/7/2020;"19,5";"16,1";"23,9";"11";"59";"0";"10";"0";"44";"0";"1014";"0";""
Potenza;16/7/2020;"20,1";"17,1";"24";"11,4";"59";"0";"8";"0";"34";"0";"1014";"0";""
Potenza;17/7/2020;"19,2";"15,5";"23,5";"13,3";"71";"0";"5";"0";"29";"0";"1012";"3,4";"pioggia "
Potenza;18/7/2020;"16,8";"14,3";"20,5";"10,9";"70";"0";"7";"0";"32";"0";"1013";"0";""
Potenza;19/7/2020;"17";"13,4";"20,8";"9,6";"62";"0";"7";"0";"36";"0";"1015";"0";""
Potenza;20/7/2020;"19,5";"15,2";"24,4";"9,2";"52";"0";"8";"0";"45";"0";"1018";"0";""
Potenza;21/7/2020;"22,5";"17,6";"27,2";"10,5";"47";"0";"7";"0";"40";"0";"1019";"0";""
Potenza;22/7/2020;"24,7";"20,5";"29,3";"10";"41";"0";"6";"0";"30";"0";"1017";"0";""
Potenza;23/7/2020;"24,2";"21,4";"28,2";"13";"50";"0";"8";"0";"33";"0";"1014";"0";""
Potenza;24/7/2020;"23,4";"20,3";"28";"11,5";"48";"0";"10";"0";"42";"0";"1012";"0";""
Potenza;25/7/2020;"20,3";"16,6";"24,4";"12,4";"62";"0";"10";"0";"43";"0";"1012";"1,9";"pioggia "
Potenza;26/7/2020;"20,2";"15,6";"25,3";"10,9";"57";"0";"8";"0";"35";"0";"1015";"0";""
Potenza;27/7/2020;"23,5";"19";"27,8";"9,5";"42";"0";"7";"0";"36";"0";"1017";"0";""
Potenza;28/7/2020;"26";"21,6";"30,5";"8,8";"35";"0";"4";"0";"23";"0";"1016";"0";""
Potenza;29/7/2020;"27,4";"23,8";"31,5";"12,7";"41";"0";"5";"0";"26";"0";"1016";"0";""
Potenza;30/7/2020;"28,4";"24,2";"32,8";"13,1";"40";"0";"6";"0";"27";"0";"1017";"0";""
Potenza;31/7/2020;"27,3";"23,3";"31,8";"14,4";"46";"0";"7";"0";"43";"0";"1016";"0,5";"pioggia "
