LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/10/2023;"16,5";"14,1";"20,5";"9";"62";"0";"9";"0";"36";"0";"1023";"0";""
Potenza;2/10/2023;"17";"13,7";"21";"11,5";"71";"0";"8";"0";"38";"0";"1024";"0";""
Potenza;3/10/2023;"20";"16,7";"24,4";"8,6";"48";"0";"4";"0";"23";"0";"1023";"0";""
Potenza;4/10/2023;"20,7";"18,1";"25,5";"10,4";"53";"0";"4";"0";"17";"0";"1022";"0";""
Potenza;5/10/2023;"19,8";"17,9";"24,1";"13,5";"67";"0";"2";"0";"23";"0";"1023";"1,3";"pioggia "
Potenza;6/10/2023;"18,6";"15,8";"22,2";"13,9";"75";"0";"4";"0";"24";"0";"1023";"0,7";"pioggia "
Potenza;7/10/2023;"18,1";"15,6";"22,1";"10,5";"62";"0";"3";"0";"23";"0";"1023";"0";""
Potenza;8/10/2023;"18,1";"15,1";"22";"7,9";"53";"0";"7";"0";"34";"0";"1023";"0";""
Potenza;9/10/2023;"20,7";"17,4";"24,8";"7,3";"42";"0";"6";"0";"28";"0";"1023";"0";""
Potenza;10/10/2023;"21,1";"18,7";"25,6";"9,2";"47";"0";"5";"0";"27";"0";"1021";"0";""
Potenza;11/10/2023;"20";"17,7";"24";"11,9";"60";"0";"3";"0";"25";"0";"1022";"0";""
Potenza;12/10/2023;"19,9";"16,5";"24,4";"10,6";"56";"0";"3";"0";"25";"0";"1021";"0";""
Potenza;13/10/2023;"19,1";"16,3";"24,2";"10,6";"62";"0";"4";"0";"18";"0";"1022";"0";""
Potenza;14/10/2023;"17,8";"15,6";"22,2";"11,3";"67";"0";"9";"0";"34";"0";"1018";"0";""
Potenza;15/10/2023;"17,6";"15,3";"21,7";"12,3";"71";"0";"18";"0";"58";"0";"1013";"0";""
Potenza;16/10/2023;"13,4";"12,1";"15,3";"12,3";"93";"0";"6";"0";"33";"0";"1016";"8";"pioggia "
Potenza;17/10/2023;"11,2";"10,6";"12";"11,2";"98";"0";"6";"0";"31";"0";"1016";"10,4";"pioggia "
Potenza;18/10/2023;"14,7";"10,4";"18,2";"10,8";"78";"0";"2";"0";"21";"0";"1014";"0";""
Potenza;19/10/2023;"19,5";"16,2";"23";"10,5";"56";"0";"12";"0";"42";"0";"1009";"0";""
Potenza;20/10/2023;"21,7";"18,3";"25,3";"10";"48";"0";"18";"0";"56";"0";"1004";"0,6";"pioggia "
Potenza;21/10/2023;"16,6";"14,1";"19,3";"13,5";"82";"0";"13";"0";"58";"0";"1007";"8,9";"pioggia "
Potenza;22/10/2023;"15,1";"13,3";"18,5";"12";"82";"0";"15";"0";"52";"0";"1014";"0";""
Potenza;23/10/2023;"16";"13";"20,2";"9,1";"65";"0";"5";"0";"22";"0";"1018";"0";""
Potenza;24/10/2023;"18,9";"16,2";"22,9";"8,5";"52";"0";"14";"0";"78";"0";"1014";"0";""
Potenza;25/10/2023;"14,5";"13,1";"16,9";"11,6";"82";"0";"20";"0";"79";"0";"1010";"4";"pioggia "
Potenza;26/10/2023;"14,7";"12,9";"17,4";"11,7";"83";"0";"20";"0";"54";"0";"1008";"0";""
Potenza;27/10/2023;"15,2";"14";"16,6";"13,7";"91";"0";"27";"0";"75";"0";"1005";"6";"pioggia "
Potenza;28/10/2023;"14,4";"12,7";"17,1";"11,6";"83";"0";"17";"0";"56";"0";"1011";"0";""
Potenza;29/10/2023;"14,3";"12,2";"17,9";"10,3";"78";"0";"8";"0";"30";"0";"1017";"0";""
Potenza;30/10/2023;"18,8";"14,3";"22,9";"5,4";"41";"0";"7";"0";"33";"0";"1015";"0";""
Potenza;31/10/2023;"15,8";"12";"19";"12,6";"82";"0";"19";"0";"59";"0";"1012";"3,4";"pioggia "
