LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/6/2025;"18,2";"8,3";"26";"9,5";"56";"59075";"2";"0";"7";"1020";"0";"0";""
Potenza;2/6/2025;"19,6";"10,9";"27,7";"11,3";"58";"62776";"2";"0";"6";"1020";"0";"0,3";"pioggia "
Potenza;3/6/2025;"20,8";"11,4";"27,7";"10,8";"52";"51516";"2";"0";"3";"1019";"0";"0,1";""
Potenza;4/6/2025;"21,5";"11,8";"28,6";"9,7";"46";"41983";"2";"0";"7";"1018";"0";"0";""
Potenza;5/6/2025;"22,1";"12,4";"28,3";"7,3";"38";"38150";"3";"0";"9";"1018";"0";"0";""
Potenza;6/6/2025;"21,3";"12,5";"29,1";"8,6";"44";"59075";"4";"0";"7";"1019";"0";"0";""
Potenza;7/6/2025;"23,6";"13,7";"29,3";"7,1";"34";"38150";"4";"0";"13";"1018";"0";"0";""
Potenza;8/6/2025;"21,5";"12,6";"29,3";"10,5";"49";"73026";"5";"0";"10";"1016";"0";"0";""
Potenza;9/6/2025;"21,6";"13";"29,3";"12,1";"54";"73026";"3";"0";"7";"1017";"0";"0";""
Potenza;10/6/2025;"21,3";"13,5";"28,6";"12,8";"58";"58104";"2";"0";"4";"1017";"0";"0,6";"pioggia "
Potenza;11/6/2025;"21,5";"12,8";"29";"12,2";"55";"72990";"2";"0";"5";"1015";"0";"0,1";""
Potenza;12/6/2025;"21,7";"13,1";"29,5";"9,3";"45";"73026";"2";"0";"5";"1017";"0";"0";""
Potenza;13/6/2025;"22,1";"13,4";"29,6";"8,8";"42";"73026";"4";"0";"7";"1019";"0";"0";""
Potenza;14/6/2025;"23";"13,1";"30,5";"9,1";"41";"66051";"3";"0";"6";"1019";"0";"0";""
Potenza;15/6/2025;"24";"13,8";"30,6";"11,6";"45";"52101";"3";"0";"6";"1018";"0";"0";""
Potenza;16/6/2025;"24,1";"15,2";"32,4";"14,7";"55";"43551";"2";"0";"5";"1017";"0";"8,2";"pioggia temporale "
Potenza;17/6/2025;"21,2";"16,1";"27,4";"16";"72";"27888";"2";"0";"6";"1017";"0";"5,5";"pioggia temporale nebbia "
Potenza;18/6/2025;"19,1";"14";"24,5";"15,5";"79";"32699";"3";"0";"7";"1020";"0";"11,2";"pioggia temporale "
Potenza;19/6/2025;"22,1";"14,3";"27,7";"13,4";"57";"52100";"3";"0";"6";"1019";"0";"0";""
Potenza;20/6/2025;"21,7";"13,9";"27,5";"12,1";"54";"58881";"3";"0";"6";"1018";"0";"4,3";"pioggia temporale "
Potenza;21/6/2025;"20,8";"14,5";"27,6";"8";"43";"45122";"3";"0";"8";"1020";"0";"0,5";"pioggia "
Potenza;22/6/2025;"20,2";"12,1";"26,9";"7";"42";"45125";"3";"0";"6";"1020";"0";"0";""
Potenza;23/6/2025;"22,5";"16,6";"28,7";"10,7";"47";"25985";"3";"0";"8";"1019";"0";"0";""
Potenza;24/6/2025;"23,2";"14,8";"30,8";"11,9";"48";"52084";"2";"0";"4";"1017";"0";"0";""
Potenza;25/6/2025;"24,9";"15";"32";"11,5";"43";"52092";"2";"0";"6";"1017";"0";"0";""
Potenza;26/6/2025;"26";"15";"33,6";"12,6";"43";"38925";"2";"0";"7";"1016";"0";"0";""
Potenza;27/6/2025;"25,4";"17,8";"32,5";"14,9";"52";"24192";"3";"0";"9";"1018";"0";"0,1";""
Potenza;28/6/2025;"21,9";"15,7";"27,2";"15";"64";"24200";"5";"0";"11";"1020";"0";"0";""
Potenza;29/6/2025;"21,9";"15,4";"28,6";"10,2";"47";"25469";"4";"0";"9";"1018";"0";"0";""
Potenza;30/6/2025;"24,2";"15,6";"31,6";"12,2";"47";"24188";"3";"0";"6";"1017";"0";"0";""
