LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/8/2025;"21,3";"14,1";"27,5";"11,5";"53";"24188";"3";"0";"5";"1015";"0";"0";""
Potenza;2/8/2025;"21,4";"14,6";"27,4";"11,8";"54";"23575";"4";"0";"11";"1014";"0";"0";""
Potenza;3/8/2025;"20";"12,2";"26,2";"13,2";"65";"22963";"4";"0";"9";"1015";"0";"0";""
Potenza;4/8/2025;"17,4";"12,7";"22";"13,2";"76";"22831";"4";"0";"11";"1018";"0";"0,7";"pioggia "
Potenza;5/8/2025;"18,2";"12,5";"23,8";"12,7";"70";"24106";"4";"0";"9";"1018";"0";"6,7";"pioggia temporale "
Potenza;6/8/2025;"20,5";"13,2";"26,8";"10,4";"52";"24175";"3";"0";"6";"1020";"0";"0";""
Potenza;7/8/2025;"21,4";"14,4";"27,9";"12,1";"55";"24163";"3";"0";"7";"1021";"0";"0";""
Potenza;8/8/2025;"22,5";"15,4";"29,2";"11,1";"48";"24163";"3";"0";"5";"1022";"0";"0";""
Potenza;9/8/2025;"24,8";"15,8";"32,1";"9,7";"38";"24169";"2";"0";"4";"1021";"0";"0";""
Potenza;10/8/2025;"25,7";"17,7";"32,6";"10,6";"38";"24181";"2";"0";"5";"1019";"0";"0";""
Potenza;11/8/2025;"25,9";"18,1";"32,8";"13,2";"45";"24175";"3";"0";"6";"1017";"0";"0";""
Potenza;12/8/2025;"25,9";"18,4";"32,4";"16,7";"56";"24175";"3";"0";"7";"1017";"0";"6";"pioggia temporale "
Potenza;13/8/2025;"21,9";"18,8";"29,7";"9,8";"46";"24156";"2";"0";"6";"1017";"0";"1,6";"pioggia temporale "
Potenza;14/8/2025;"24,7";"18,1";"31,2";"13,2";"48";"23631";"2";"0";"11";"1017";"0";"6,1";"pioggia temporale "
Potenza;15/8/2025;"23";"16,7";"29";"13";"53";"24163";"2";"0";"9";"1016";"0";"4,8";"pioggia temporale "
Potenza;16/8/2025;"22,7";"17,3";"27,2";"12";"50";"24169";"3";"0";"7";"1015";"0";"0";""
Potenza;17/8/2025;"22,6";"16,3";"28,1";"11,1";"48";"24188";"2";"0";"5";"1012";"0";"4";"pioggia temporale "
Potenza;18/8/2025;"21,4";"14,8";"27";"13,3";"60";"24188";"3";"0";"7";"1015";"0";"5";"pioggia temporale "
Potenza;19/8/2025;"21,7";"15,8";"26,8";"12,1";"54";"24200";"2";"0";"6";"1016";"0";"0";""
Potenza;20/8/2025;"23,2";"17,2";"28,4";"12,3";"50";"24188";"4";"0";"9";"1013";"0";"0";""
Potenza;21/8/2025;"23,1";"16,6";"27,8";"16,4";"66";"21813";"6";"0";"15";"1011";"0";"0";""
Potenza;22/8/2025;"20";"15,3";"24,3";"15,9";"77";"22588";"5";"0";"10";"1013";"0";"0,8";"pioggia "
Potenza;23/8/2025;"18";"13,1";"21,9";"15,2";"83";"32650";"2";"0";"5";"1014";"0";"3,4";"pioggia temporale "
Potenza;24/8/2025;"20,1";"12,7";"27,1";"13,6";"66";"52632";"2";"0";"5";"1017";"0";"1,2";"pioggia "
Potenza;25/8/2025;"20,7";"12,1";"27,3";"12,9";"60";"55545";"1";"0";"4";"1018";"0";"0";""
Potenza;26/8/2025;"20,2";"15,1";"25,7";"15,1";"72";"23813";"2";"0";"5";"1017";"0";"2,4";"pioggia temporale "
Potenza;27/8/2025;"21,8";"15,6";"27,5";"13,9";"60";"24200";"2";"0";"3";"1017";"0";"0";""
Potenza;28/8/2025;"24,8";"17,9";"31,1";"13,2";"48";"24200";"3";"0";"9";"1014";"0";"0";""
Potenza;29/8/2025;"23,6";"18,2";"28,4";"17,2";"67";"21469";"5";"0";"12";"1012";"0";"0,1";""
Potenza;30/8/2025;"18,4";"12,5";"23,8";"15,1";"81";"20869";"4";"0";"11";"1012";"0";"11,8";"pioggia temporale "
Potenza;31/8/2025;"18,4";"12,6";"24,3";"10,7";"60";"24150";"2";"0";"5";"1015";"0";"0";""
