LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/6/2022;"22,5";"17,7";"27,8";"9,8";"46";"0";"6";"0";"29";"0";"1015";"0";""
Potenza;2/6/2022;"24,7";"20,9";"29,1";"11,4";"44";"0";"6";"0";"30";"0";"1017";"0";""
Potenza;3/6/2022;"26,5";"23,2";"30";"11";"38";"0";"4";"0";"24";"0";"1018";"0";""
Potenza;4/6/2022;"25,4";"22,6";"29,8";"12,1";"45";"0";"9";"0";"36";"0";"1018";"0";""
Potenza;5/6/2022;"25,9";"23,1";"29,1";"12,1";"43";"0";"8";"0";"44";"0";"1018";"0,6";"pioggia "
Potenza;6/6/2022;"24,2";"19,5";"29,3";"9,7";"41";"0";"11";"0";"44";"0";"1015";"0";""
Potenza;7/6/2022;"20,6";"17,4";"24,7";"13,3";"64";"0";"10";"0";"37";"0";"1012";"0,8";"pioggia "
Potenza;8/6/2022;"18,9";"15,4";"23,1";"12,5";"68";"0";"11";"0";"46";"0";"1010";"0";""
Potenza;9/6/2022;"15";"12,4";"17,7";"13,2";"89";"0";"15";"0";"63";"0";"1006";"25";"pioggia "
Potenza;10/6/2022;"13,7";"12";"15,8";"13,5";"97";"0";"15";"0";"49";"0";"1008";"12,6";"pioggia "
Potenza;11/6/2022;"16,2";"13,2";"20,3";"13,4";"83";"0";"16";"0";"53";"0";"1015";"3,1";"pioggia "
Potenza;12/6/2022;"17,6";"14,2";"21,8";"10,8";"65";"0";"13";"0";"50";"0";"1017";"0";""
Potenza;13/6/2022;"19,4";"15,5";"23,9";"10,6";"57";"0";"8";"0";"30";"0";"1016";"0";""
Potenza;14/6/2022;"21,3";"17,1";"25,3";"10,9";"52";"0";"8";"0";"35";"0";"1017";"0";""
Potenza;15/6/2022;"21,8";"19";"25,7";"12,4";"56";"0";"6";"0";"31";"0";"1018";"0";""
Potenza;16/6/2022;"21";"18,4";"24,4";"11,7";"56";"0";"6";"0";"39";"0";"1018";"1,5";"pioggia "
Potenza;17/6/2022;"20,7";"17,3";"23,7";"13,6";"64";"0";"7";"0";"36";"0";"1018";"1,8";"pioggia "
Potenza;18/6/2022;"19,3";"16,3";"23,5";"9,4";"56";"0";"13";"0";"51";"0";"1018";"0";""
Potenza;19/6/2022;"20,1";"17,3";"23,9";"10,5";"54";"0";"6";"0";"30";"0";"1017";"0";""
Potenza;20/6/2022;"21,5";"18";"25,8";"11,1";"52";"0";"10";"0";"41";"0";"1015";"0";""
Potenza;21/6/2022;"22,5";"18,4";"27,5";"11,3";"50";"0";"11";"0";"33";"0";"1015";"0";""
Potenza;22/6/2022;"25,4";"21,4";"30";"10,7";"40";"0";"10";"0";"36";"0";"1014";"0";""
Potenza;23/6/2022;"24,3";"22,5";"27,3";"9,6";"40";"0";"10";"0";"41";"0";"1015";"0";""
Potenza;24/6/2022;"24,6";"21,7";"28,1";"13";"49";"0";"11";"0";"48";"0";"1014";"0";""
Potenza;25/6/2022;"23,5";"20,8";"26,9";"12,4";"50";"0";"12";"0";"43";"0";"1015";"0,5";"pioggia "
Potenza;26/6/2022;"26,8";"22";"31,2";"11,2";"38";"0";"6";"0";"29";"0";"1016";"0";""
Potenza;27/6/2022;"29";"26,1";"32,9";"8";"28";"0";"7";"0";"32";"0";"1016";"0";""
Potenza;28/6/2022;"27,9";"24";"31,9";"6,4";"26";"0";"9";"0";"40";"0";"1015";"0";""
Potenza;29/6/2022;"25";"20,7";"29,5";"13";"49";"0";"11";"0";"42";"0";"1013";"0";""
Potenza;30/6/2022;"25,3";"20,9";"30,4";"14";"52";"0";"6";"0";"32";"0";"1013";"0";""
