LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/12/2022;"5,1";"3,6";"6,4";"4,2";"93";"0";"5";"0";"32";"0";"1015";"0";""
Potenza;2/12/2022;"6,3";"4,6";"8,2";"4,5";"88";"0";"6";"0";"25";"0";"1018";"0,5";"pioggia "
Potenza;3/12/2022;"8,9";"6,5";"11";"6,7";"86";"0";"8";"0";"32";"0";"1015";"0";""
Potenza;4/12/2022;"8,9";"7";"11,4";"5,7";"80";"0";"9";"0";"40";"0";"1016";"0,9";"pioggia "
Potenza;5/12/2022;"8,5";"6,9";"12";"2,8";"67";"0";"8";"0";"26";"0";"1020";"0";""
Potenza;6/12/2022;"9,5";"7,3";"13,1";"4,7";"72";"0";"5";"0";"24";"0";"1015";"0";""
Potenza;7/12/2022;"9,1";"7,4";"12,3";"2,7";"65";"0";"6";"0";"24";"0";"1011";"0";""
Potenza;8/12/2022;"8,8";"7,3";"11,8";"6,2";"84";"0";"12";"0";"46";"0";"1012";"0";""
Potenza;9/12/2022;"10,4";"8,9";"12,3";"7,4";"81";"0";"16";"0";"55";"0";"1009";"0,6";"pioggia "
Potenza;10/12/2022;"10,5";"8,9";"12,3";"9,5";"93";"0";"14";"0";"62";"0";"1000";"10,6";"pioggia "
Potenza;11/12/2022;"6,4";"4,5";"8,4";"5,1";"91";"0";"20";"0";"59";"0";"1001";"0,5";"pioggia "
Potenza;12/12/2022;"5,3";"4,7";"6,8";"3,2";"85";"0";"8";"0";"40";"0";"1007";"1,1";"pioggia "
Potenza;13/12/2022;"6,6";"4,5";"8,6";"5,5";"92";"0";"6";"0";"29";"0";"1006";"9,6";"pioggia "
Potenza;14/12/2022;"10,4";"8,2";"12,2";"9,9";"95";"0";"15";"0";"64";"0";"1003";"7,4";"pioggia "
Potenza;15/12/2022;"11,9";"9,7";"13,7";"8,6";"81";"0";"12";"0";"63";"0";"1008";"0";""
Potenza;16/12/2022;"13,3";"11";"16";"9";"75";"0";"20";"0";"72";"0";"1008";"0";""
Potenza;17/12/2022;"9,1";"6,6";"11,6";"7,4";"89";"0";"13";"0";"48";"0";"1017";"0";""
Potenza;18/12/2022;"6,5";"5,7";"7,9";"5,8";"95";"0";"6";"0";"25";"0";"1029";"1,1";"pioggia "
Potenza;19/12/2022;"5,4";"4,1";"7,4";"4,2";"92";"0";"4";"0";"20";"0";"1033";"0";""
Potenza;20/12/2022;"6,2";"4,7";"9,7";"2,7";"78";"0";"3";"0";"17";"0";"1028";"0";""
Potenza;21/12/2022;"6,3";"4,5";"9,3";"2,1";"74";"0";"7";"0";"27";"0";"1022";"0";""
Potenza;22/12/2022;"7,8";"6,2";"9,6";"5,5";"85";"0";"9";"0";"36";"0";"1019";"0";""
Potenza;23/12/2022;"9,3";"8,4";"11,6";"6,9";"85";"0";"9";"0";"30";"0";"1017";"0";""
Potenza;24/12/2022;"10,1";"8,7";"11,7";"8,6";"90";"0";"11";"0";"36";"0";"1018";"0";""
Potenza;25/12/2022;"9,7";"8,4";"12,4";"7,8";"87";"0";"5";"0";"21";"0";"1024";"0";""
Potenza;26/12/2022;"10,1";"8,4";"13,1";"6,7";"79";"0";"10";"0";"35";"0";"1026";"0";""
Potenza;27/12/2022;"9,8";"8,5";"12,7";"6,2";"77";"0";"10";"0";"36";"0";"1026";"0";""
Potenza;28/12/2022;"9,2";"7,8";"11,3";"7,1";"87";"0";"9";"0";"34";"0";"1026";"0";""
Potenza;29/12/2022;"7,6";"6,1";"10,5";"4,8";"82";"0";"9";"0";"33";"0";"1026";"0";""
Potenza;30/12/2022;"8,9";"6,3";"11,9";"4,2";"73";"0";"12";"0";"41";"0";"1025";"0";""
Potenza;31/12/2022;"10,9";"8,1";"13,8";"6,8";"75";"0";"5";"0";"32";"0";"1030";"0";""
