LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA km;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Lecce;1/12/2023;"19";"17";"19";"18";"96";"10";"31";"37";"0";"1012";"0";"0";""
Lecce;2/12/2023;"18";"17";"20";"17";"91";"9";"27";"42";"0";"1007";"0";"0";""
Lecce;3/12/2023;"13";"9";"16";"11";"88";"22";"8";"18";"0";"1014";"0";"0";""
Lecce;4/12/2023;"11";"6";"15";"8";"87";"20";"12";"22";"0";"1020";"0";"0";""
Lecce;5/12/2023;"11";"6";"15";"11";"94";"22";"15";"26";"0";"1014";"0";"0";"pioggia "
Lecce;6/12/2023;"12";"9";"16";"11";"92";"20";"7";"15";"0";"1010";"0";"0";""
Lecce;7/12/2023;"10";"6";"14";"9";"93";"19";"10";"26";"0";"1015";"0";"0";"pioggia "
Lecce;8/12/2023;"8";"3";"13";"6";"90";"21";"9";"15";"0";"1016";"0";"0";""
Lecce;9/12/2023;"6";"1";"13";"4";"90";"22";"6";"18";"0";"1015";"0";"0";""
Lecce;10/12/2023;"8";"2";"12";"8";"97";"14";"9";"15";"0";"1014";"0";"0";"pioggia "
Lecce;11/12/2023;"10";"6";"15";"9";"94";"19";"7";"11";"0";"1016";"0";"0";""
Lecce;12/12/2023;"14";"9";"19";"13";"94";"20";"10";"17";"0";"1015";"0";"0";""
Lecce;13/12/2023;"16";"14";"18";"16";"98";"19";"24";"33";"0";"1010";"0";"0";""
Lecce;14/12/2023;"14";"11";"17";"14";"97";"12";"11";"24";"0";"1009";"0";"0";"pioggia "
Lecce;15/12/2023;"12";"10";"14";"9";"83";"20";"22";"37";"0";"1014";"0";"0";""
Lecce;16/12/2023;"12";"8";"12";"7";"73";"21";"26";"39";"0";"1021";"0";"0";""
Lecce;17/12/2023;"10";"5";"13";"7";"83";"19";"14";"26";"0";"1033";"0";"0";""
Lecce;18/12/2023;"8";"4";"14";"8";"97";"14";"11";"24";"0";"1032";"0";"0";"nebbia "
Lecce;19/12/2023;"10";"6";"15";"9";"97";"14";"7";"17";"0";"1024";"0";"0";""
Lecce;20/12/2023;"9";"5";"16";"8";"96";"7";"4";"15";"0";"1014";"0";"0";"nebbia "
Lecce;21/12/2023;"8";"4";"15";"8";"97";"8";"6";"17";"0";"1009";"0";"0";"nebbia "
Lecce;22/12/2023;"13";"8";"18";"11";"87";"15";"12";"26";"0";"1003";"0";"0";""
Lecce;23/12/2023;"11";"5";"18";"10";"92";"19";"10";"22";"0";"1010";"0";"0";""
Lecce;24/12/2023;"12";"7";"18";"10";"93";"15";"8";"22";"0";"1016";"0";"0";"nebbia "
Lecce;25/12/2023;"11";"7";"17";"10";"93";"12";"4";"13";"0";"1019";"0";"0";"nebbia "
Lecce;26/12/2023;"10";"4";"17";"9";"96";"10";"4";"8";"0";"1020";"0";"0";"nebbia "
Lecce;27/12/2023;"9";"4";"15";"9";"97";"9";"7";"17";"0";"1024";"0";"0";"nebbia "
Lecce;28/12/2023;"10";"5";"17";"9";"96";"7";"3";"9";"0";"1027";"0";"0";"nebbia "
Lecce;29/12/2023;"8";"4";"14";"8";"98";"4";"3";"9";"0";"1025";"0";"0";"nebbia "
Lecce;30/12/2023;"10";"5";"16";"8";"93";"12";"3";"8";"0";"1022";"0";"0";""
Lecce;31/12/2023;"11";"6";"15";"10";"93";"12";"5";"9";"0";"1020";"0";"0";"nebbia "
