LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/5/2023;"10,7";"9,2";"11,6";"10";"95";"0";"10";"0";"42";"0";"1011";"6,5";"pioggia "
Potenza;2/5/2023;"10,9";"8,9";"12,6";"9,5";"91";"0";"8";"0";"33";"0";"1010";"8,6";"pioggia "
Potenza;3/5/2023;"9";"8,3";"10,3";"8,8";"97";"0";"17";"0";"58";"0";"1014";"14,4";"pioggia "
Potenza;4/5/2023;"10,4";"8,2";"12,9";"8,7";"89";"0";"9";"0";"38";"0";"1018";"2,1";"pioggia "
Potenza;5/5/2023;"13,5";"9,7";"17,9";"7,4";"67";"0";"6";"0";"25";"0";"1019";"0";""
Potenza;6/5/2023;"15,2";"11,7";"19,5";"9,2";"68";"0";"6";"0";"23";"0";"1016";"0,6";"pioggia "
Potenza;7/5/2023;"16,6";"14";"20,4";"9,5";"63";"0";"5";"0";"25";"0";"1017";"0";""
Potenza;8/5/2023;"14,6";"12,9";"16,5";"11,1";"80";"0";"5";"0";"21";"0";"1016";"5";"pioggia "
Potenza;9/5/2023;"12,3";"11,8";"13";"11,9";"97";"0";"6";"0";"27";"0";"1015";"6,9";"pioggia "
Potenza;10/5/2023;"11,8";"10,8";"13,3";"10,9";"93";"0";"7";"0";"30";"0";"1012";"18,2";"pioggia "
Potenza;11/5/2023;"12,5";"10";"16";"9";"80";"0";"18";"0";"53";"0";"1011";"3,3";"pioggia "
Potenza;12/5/2023;"11,6";"9,1";"15,1";"6,8";"73";"0";"12";"0";"45";"0";"1015";"0";""
Potenza;13/5/2023;"12,8";"9,9";"14,7";"10";"83";"0";"5";"0";"29";"0";"1015";"3,9";"pioggia "
Potenza;14/5/2023;"14,7";"12";"17,8";"11,8";"83";"0";"10";"0";"39";"0";"1010";"6,3";"pioggia "
Potenza;15/5/2023;"12,3";"10,5";"13,2";"11,5";"95";"0";"9";"0";"36";"0";"1004";"22,1";"pioggia "
Potenza;16/5/2023;"11,7";"9,6";"13,2";"9,5";"86";"0";"16";"0";"54";"0";"999";"3,1";"pioggia "
Potenza;17/5/2023;"11,2";"9,6";"13,1";"9,1";"87";"0";"16";"0";"55";"0";"1008";"2,8";"pioggia "
Potenza;18/5/2023;"12,4";"10,3";"15";"10,4";"87";"0";"8";"0";"28";"0";"1014";"0,9";"pioggia "
Potenza;19/5/2023;"14,2";"11,6";"17,5";"10,9";"81";"0";"11";"0";"40";"0";"1015";"0,6";"pioggia "
Potenza;20/5/2023;"11,4";"9,9";"13,4";"11";"96";"0";"16";"0";"60";"0";"1011";"13,4";"pioggia "
Potenza;21/5/2023;"11,1";"9,9";"12,1";"10,5";"96";"0";"10";"0";"48";"0";"1009";"8,1";"pioggia "
Potenza;22/5/2023;"13,5";"10,6";"16,2";"10,9";"84";"0";"6";"0";"35";"0";"1011";"4,9";"pioggia "
Potenza;23/5/2023;"15,9";"13,5";"19,5";"10,5";"70";"0";"4";"0";"28";"0";"1014";"7,1";"pioggia "
Potenza;24/5/2023;"17,9";"15,6";"20,5";"9,9";"59";"0";"4";"0";"29";"0";"1014";"0";""
Potenza;25/5/2023;"16,9";"13,4";"20,5";"11,1";"69";"0";"7";"0";"37";"0";"1015";"2,5";"pioggia "
Potenza;26/5/2023;"14,6";"12,8";"17,5";"12";"84";"0";"9";"0";"38";"0";"1016";"2,3";"pioggia "
Potenza;27/5/2023;"14,7";"12,6";"17,7";"11,3";"80";"0";"9";"0";"38";"0";"1015";"2";"pioggia "
Potenza;28/5/2023;"16,1";"13,1";"19,5";"11,5";"74";"0";"6";"0";"34";"0";"1013";"2,2";"pioggia "
Potenza;29/5/2023;"16,4";"13,5";"20";"11,1";"71";"0";"4";"0";"22";"0";"1013";"3,9";"pioggia "
Potenza;30/5/2023;"15,9";"14,4";"18,5";"12";"78";"0";"3";"0";"22";"0";"1014";"13,9";"pioggia "
Potenza;31/5/2023;"15,8";"14,2";"18,5";"11,9";"77";"0";"5";"0";"29";"0";"1015";"5,3";"pioggia "
