LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/11/2023;"12";"11,1";"14";"9,4";"84";"0";"6";"0";"29";"0";"1015";"1,6";"pioggia "
Potenza;2/11/2023;"13,4";"10,8";"15,4";"10,1";"80";"0";"21";"0";"64";"0";"1008";"0";""
Potenza;3/11/2023;"12,3";"9,5";"15,9";"8,6";"78";"0";"28";"0";"92";"0";"999";"5,4";"pioggia "
Potenza;4/11/2023;"10,3";"8,5";"12,5";"7";"80";"0";"22";"0";"63";"0";"1003";"3,2";"pioggia "
Potenza;5/11/2023;"13";"11,1";"15,4";"11,3";"89";"0";"32";"0";"99";"0";"1004";"2,9";"pioggia "
Potenza;6/11/2023;"12,6";"11,2";"14,8";"8,2";"75";"0";"18";"0";"60";"0";"1015";"0";""
Potenza;7/11/2023;"14,3";"12,5";"17,1";"10,9";"80";"0";"12";"0";"48";"0";"1018";"0,6";"pioggia "
Potenza;8/11/2023;"10,2";"7,7";"12,2";"8,2";"87";"0";"8";"0";"38";"0";"1019";"6,5";"pioggia "
Potenza;9/11/2023;"10,5";"8,6";"13,4";"5,3";"70";"0";"6";"0";"30";"0";"1019";"0";""
Potenza;10/11/2023;"10,7";"8,5";"13";"8,3";"85";"0";"20";"0";"60";"0";"1010";"13,1";"pioggia "
Potenza;11/11/2023;"9,8";"8,7";"11,7";"5,6";"75";"0";"21";"0";"64";"0";"1009";"0,5";"pioggia "
Potenza;12/11/2023;"10,8";"9,9";"12,1";"8,8";"87";"0";"15";"0";"62";"0";"1011";"4,3";"pioggia "
Potenza;13/11/2023;"11,9";"9,1";"15,3";"8,1";"78";"0";"12";"0";"47";"0";"1018";"0";""
Potenza;14/11/2023;"13,7";"12,5";"15,6";"10,9";"83";"0";"20";"0";"61";"0";"1018";"0";""
Potenza;15/11/2023;"13,6";"12";"15,8";"11,3";"86";"0";"22";"0";"82";"0";"1015";"0,6";"pioggia "
Potenza;16/11/2023;"12,7";"10,5";"15,8";"8,8";"78";"0";"9";"0";"70";"0";"1019";"0";""
Potenza;17/11/2023;"10,9";"7,1";"13,8";"9,3";"89";"0";"26";"0";"87";"0";"1013";"2,6";"pioggia "
Potenza;18/11/2023;"5,9";"4,5";"8,3";"-1,2";"61";"0";"12";"0";"46";"0";"1021";"0";""
Potenza;19/11/2023;"9,2";"5";"12,9";"2";"62";"0";"12";"0";"40";"0";"1021";"0";""
Potenza;20/11/2023;"11,9";"10,6";"13,7";"9,8";"86";"0";"15";"0";"47";"0";"1016";"0";""
Potenza;21/11/2023;"12";"10,8";"13,8";"9,8";"86";"0";"11";"0";"42";"0";"1007";"0,9";"pioggia "
Potenza;22/11/2023;"10,7";"9";"12,6";"8,4";"85";"0";"9";"0";"36";"0";"1005";"1,6";"pioggia "
Potenza;23/11/2023;"10,4";"9,4";"11,6";"10,1";"97";"0";"13";"0";"40";"0";"1014";"10,1";"pioggia "
Potenza;24/11/2023;"10,1";"8";"12,9";"8,2";"88";"0";"11";"0";"41";"0";"1005";"0,5";"pioggia "
Potenza;25/11/2023;"2,3";"-2,1";"7,6";"2";"94";"0";"21";"0";"68";"0";"996";"15,3";"pioggia neve "
Potenza;26/11/2023;"1,5";"-1,8";"4,7";"-5,9";"59";"0";"11";"0";"51";"0";"1013";"0";""
Potenza;27/11/2023;"5,8";"2,1";"8,3";"0,7";"70";"0";"12";"0";"44";"0";"1014";"2";"pioggia "
Potenza;28/11/2023;"7,9";"6,6";"9,3";"6,8";"92";"0";"25";"0";"77";"0";"999";"16,6";"pioggia "
Potenza;29/11/2023;"7,8";"6,4";"9,9";"5,3";"84";"0";"13";"0";"47";"0";"1007";"0";""
Potenza;30/11/2023;"11,3";"8,3";"13,7";"6,9";"74";"0";"25";"0";"82";"0";"1011";"0";""
