LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA m;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Potenza;1/4/2022;"6,3";"3,5";"8,5";"5,3";"93";"0";"20";"0";"60";"0";"999";"6,5";"pioggia "
Potenza;2/4/2022;"1,8";"-0,4";"4,2";"0,8";"92";"0";"23";"0";"71";"0";"1006";"5,3";"pioggia neve "
Potenza;3/4/2022;"2,7";"0,4";"6";"0,8";"87";"0";"15";"0";"56";"0";"1013";"2";"pioggia neve "
Potenza;4/4/2022;"4";"1,9";"5,3";"1,7";"84";"0";"4";"0";"17";"0";"1017";"0,7";"pioggia "
Potenza;5/4/2022;"6,7";"4,1";"10,5";"3,5";"80";"0";"6";"0";"22";"0";"1013";"0";""
Potenza;6/4/2022;"11,4";"6,8";"16,7";"5,6";"68";"0";"7";"0";"44";"0";"1009";"1,3";"pioggia "
Potenza;7/4/2022;"7,9";"6,4";"9";"6,5";"90";"0";"19";"0";"60";"0";"1007";"3,6";"pioggia "
Potenza;8/4/2022;"9,5";"6,5";"13,2";"6,2";"80";"0";"25";"0";"69";"0";"1012";"0";""
Potenza;9/4/2022;"9,4";"6,4";"12,2";"6,2";"80";"0";"22";"0";"63";"0";"1007";"0";""
Potenza;10/4/2022;"3,1";"0,7";"5,5";"1,7";"89";"0";"17";"0";"60";"0";"1014";"6,5";"pioggia neve "
Potenza;11/4/2022;"6,1";"0,6";"10,7";"-0,3";"65";"0";"6";"0";"24";"0";"1023";"0";""
Potenza;12/4/2022;"11,5";"8,5";"15,4";"-0,4";"44";"0";"4";"0";"23";"0";"1020";"0";""
Potenza;13/4/2022;"10,8";"7,6";"14,2";"1,2";"51";"0";"9";"0";"32";"0";"1017";"0";""
Potenza;14/4/2022;"9,4";"6,8";"13,6";"2,3";"62";"0";"10";"0";"41";"0";"1018";"0";""
Potenza;15/4/2022;"12,6";"7,9";"17,6";"5,3";"61";"0";"7";"0";"30";"0";"1017";"0";""
Potenza;16/4/2022;"12,3";"7,8";"15,9";"7";"70";"0";"8";"0";"34";"0";"1013";"0";""
Potenza;17/4/2022;"4,9";"2,9";"7,4";"3,9";"93";"0";"19";"0";"56";"0";"1010";"6,7";"pioggia "
Potenza;18/4/2022;"3,6";"2,1";"5,9";"0";"78";"0";"13";"0";"55";"0";"1012";"1";"pioggia "
Potenza;19/4/2022;"7,1";"2,5";"12,3";"0,8";"65";"0";"12";"0";"48";"0";"1013";"0";""
Potenza;20/4/2022;"10,3";"6,1";"14,9";"3,1";"61";"0";"9";"0";"41";"0";"1012";"0";""
Potenza;21/4/2022;"11,2";"9,4";"14,2";"8,1";"82";"0";"12";"0";"55";"0";"1006";"5,5";"pioggia "
Potenza;22/4/2022;"9,4";"7,8";"12,1";"6,9";"85";"0";"18";"0";"69";"0";"1002";"1,7";"pioggia "
Potenza;23/4/2022;"10,5";"7,8";"13,9";"7,6";"83";"0";"13";"0";"50";"0";"1010";"0";""
Potenza;24/4/2022;"12,2";"8";"16";"2,7";"53";"0";"17";"0";"67";"0";"1010";"0";""
Potenza;25/4/2022;"9,7";"7,3";"12,7";"6,4";"80";"0";"14";"0";"48";"0";"1013";"0";""
Potenza;26/4/2022;"12,2";"8,3";"17,4";"4";"58";"0";"7";"0";"36";"0";"1015";"0";""
Potenza;27/4/2022;"13,8";"9,9";"19,2";"4,9";"57";"0";"6";"0";"33";"0";"1016";"0";""
Potenza;28/4/2022;"10,7";"7,2";"14,9";"4,7";"67";"0";"10";"0";"39";"0";"1019";"0";""
Potenza;29/4/2022;"9,9";"6,1";"14,8";"4,3";"69";"0";"11";"0";"43";"0";"1019";"0";""
Potenza;30/4/2022;"12,8";"8,6";"17";"3,6";"54";"0";"6";"0";"28";"0";"1017";"0";""
