LOCALITA;ANNO;MESE;GIORNO;SIN_GIORNO;COS_GIORNO;TMEDIA °C;TEMPERATURA_MEDIA_ANNO_PRECEDENTE;TMIN °C;TMAX °C;UMIDITA %;VENTOMEDIA km/h;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI;PRED_XGBOOST
Potenza;2025;9;15;-0,96265;-0,27074;20,3;13,2;14,1;26,6;65;2;0;0,0;soleggiato;18,6
Potenza;2025;9;16;-0,96717;-0,25414;20,3;12,5;14,7;26,0;71;3;0;0,0;soleggiato;19,06
Potenza;2025;9;17;-0,9714;-0,23747;19,6;13,3;12,9;25,9;69;3;0;0,0;soleggiato;18,66
Potenza;2025;9;18;-0,97534;-0,22072;17,2;15,4;12,3;22,2;64;4;0;0,0;soleggiato;19,38
Potenza;2025;9;19;-0,97899;-0,20391;19,1;15,6;12,6;25,5;58;3;0;0,0;soleggiato;19,64
Potenza;2025;9;20;-0,98235;-0,18704;19,4;15,2;11,5;26,1;54;2;0;0,0;soleggiato;18,73
Potenza;2025;9;21;-0,98542;-0,17012;19,8;15,8;11,1;27,4;57;2;0;0,0;soleggiato;16,29
Potenza;2025;9;22;-0,9882;-0,15314;20,0;16,1;11,9;27,0;58;2;0;0,0;soleggiato;15,1
Potenza;2025;9;23;-0,99069;-0,13612;19,9;16,8;14,7;24,7;60;3;0;0,4;pioggia;15,45
Potenza;2025;9;24;-0,99289;-0,11906;17,5;17,1;12,6;21,1;80;3;0;10,9;pioggia;16,11
Potenza;2025;9;25;-0,99479;-0,10196;15,1;16,3;9,1;20,0;66;4;0;0,0;soleggiato;15,82
Potenza;2025;9;26;-0,9964;-0,08483;15,2;18,1;9,3;20,5;57;1;0;0,0;soleggiato;15,56
Potenza;2025;9;27;-0,99771;-0,06768;15,6;20,3;10,6;20,5;65;2;0;0,0;soleggiato;15,37
Potenza;2025;9;28;-0,99872;-0,05051;14,8;18,3;9,2;20,8;74;1;0;3,8;pioggia temporale;15,7
Potenza;2025;9;29;-0,99944;-0,03332;14,5;12,3;9,0;19,8;69;2;0;0,1;soleggiato;18,17
Potenza;2025;9;30;-0,99987;-0,01613;14,9;12,7;9,1;21,0;64;1;0;0,2;soleggiato;17,85
Potenza;2025;10;1;-1,0;0,00108;13,9;15,4;9,1;18,6;78;2;0;4,0;pioggia;16,62
Potenza;2025;10;2;-0,99983;0,01828;9,3;18,1;4,4;13,4;69;6;0;1,6;pioggia;15,45
Potenza;2025;10;3;-0,99937;0,03547;7,3;17,8;5,1;10,3;73;6;0;1,0;pioggia;15,78
Potenza;2025;10;4;-0,99861;0,05266;10,1;14,7;4,3;15,0;61;4;0;0,0;soleggiato;16,89
Potenza;2025;10;5;-0,99756;0,06983;11,9;12,8;7,5;15,7;78;5;0;4,9;pioggia;17,86
Potenza;2025;10;6;-0,99621;0,08698;9,6;12,6;6,4;13,2;68;6;0;0,0;soleggiato;17,08
Potenza;2025;10;7;-0,99457;0,1041;9,7;14,8;6,2;12,8;69;6;0;0,4;pioggia;16,71
Potenza;2025;10;8;-0,99263;0,12119;10,5;17,9;6,0;14,7;69;5;0;0,0;soleggiato;15,68
Potenza;2025;10;9;-0,9904;0,13825;11,6;16,4;6,0;18,3;62;1;0;0,0;soleggiato;16,1
Potenza;2025;10;10;-0,98787;0,15527;12,9;17,0;8,3;17,7;62;2;0;0,0;soleggiato;16,57
Potenza;2025;10;11;-0,98506;0,17224;12,6;14,6;7,6;17,7;77;3;0;0,0;soleggiato;16,88
Potenza;2025;10;12;-0,98195;0,18916;12,8;13,9;7,6;18,0;75;2;0;0,0;soleggiato;16,99
Potenza;2025;10;13;-0,97855;0,20602;12,9;13,9;8,4;17,9;63;2;0;0,0;soleggiato;16,95
Potenza;2025;10;14;-0,97486;0,22282;13,5;15,8;8,4;18,9;68;1;0;0,1;soleggiato;16,88
Potenza;2025;10;15;-0,97088;0,23956;12,0;18,8;8,9;14,8;88;3;0;4,8;pioggia;15,17
Potenza;2025;10;16;-0,96662;0,25622;10,5;19,6;9,4;11,4;97;3;0;6,3;pioggia;14,8
Potenza;2025;10;17;-0,96207;0,27281;11,8;18,8;10,0;13,5;95;2;0;5,5;pioggia nebbia;15,11
Potenza;2025;10;18;-0,95723;0,28932;12,8;16,3;9,9;16,3;84;1;0;4,9;pioggia;15,44
Potenza;2025;10;19;-0,95211;0,30574;10,4;14,6;6,1;14,4;87;2;0;0,3;soleggiato;16,5
Potenza;2025;10;20;-0,94671;0,32208;11,9;14,3;6,8;16,7;73;2;0;0,0;soleggiato;16,14
Potenza;2025;10;21;-0,94103;0,33831;12,7;15,4;9,0;15,2;82;4;0;0,9;pioggia;16,61
Potenza;2025;10;22;-0,93507;0,35445;13,8;15,5;11,0;16,9;86;3;0;3,7;pioggia;16,51
Potenza;2025;10;23;-0,92884;0,37048;14,7;16,4;10,9;18,9;83;6;0;0,0;soleggiato;15,37
Potenza;2025;10;24;-0,92233;0,38641;12,6;15,7;9,5;16,1;77;7;0;0,0;soleggiato;16,83
Potenza;2025;10;25;-0,91555;0,40221;13,0;16,2;9,9;15,7;80;6;0;1,6;pioggia;15,13
Potenza;2025;10;26;-0,90849;0,4179;14,2;15,5;10,7;18,4;84;7;0;2,1;pioggia;16,21
Potenza;2025;10;27;-0,90117;0,43347;11,3;15,1;9,3;14,6;80;6;0;0,4;pioggia;15,82
Potenza;2025;10;28;-0,89358;0,44891;11,6;14,5;8,0;15,5;79;2;0;0,1;soleggiato;15,79
Potenza;2025;10;29;-0,88572;0,46421;11,8;13,7;8,4;17,3;81;2;0;0,0;soleggiato;15,79
Potenza;2025;10;30;-0,87761;0,47938;12,7;13,7;8,6;17,7;80;2;0;0,0;soleggiato;15,79
Potenza;2025;10;31;-0,86923;0,4944;14,0;13,4;10,9;17,9;80;2;0;0,3;soleggiato;15,78
Potenza;2025;11;1;-0,8606;0,50928;13,2;13,9;9,7;17,9;84;2;0;0,0;soleggiato;15,62
Potenza;2025;11;2;-0,85171;0,52401;13,1;13,3;8,8;18,6;84;2;0;0,0;soleggiato;14,78
Potenza;2025;11;3;-0,84257;0,53858;12,6;12,8;9,2;16,3;88;3;0;5,8;pioggia;12,87
Potenza;2025;11;4;-0,83318;0,553;8,0;11,5;4,4;12,0;81;3;0;0,0;soleggiato;11,77
Potenza;2025;11;5;-0,82355;0,56725;8,2;11,3;5,0;13,5;87;1;0;0,0;soleggiato;11,62
Potenza;2025;11;6;-0,81367;0,58133;8,5;11,1;4,3;15,2;66;1;0;0,0;soleggiato;11,28
Potenza;2025;11;7;-0,80355;0,59524;9,5;11,0;4,2;14,3;81;1;0;5,0;pioggia;11,22
Potenza;2025;11;8;-0,79319;0,60897;9,0;10,0;6,2;13,1;86;3;0;2,7;pioggia;11,12
Potenza;2025;11;9;-0,7826;0,62253;10,3;10,5;7,7;13,5;91;2;0;14,3;pioggia;11,0
Potenza;2025;11;10;-0,77177;0,6359;9,6;10,5;6,5;13,2;90;3;0;3,8;pioggia;10,92
Potenza;2025;11;11;-0,76072;0,64908;8,8;9,0;5,5;12,7;80;2;0;0,0;soleggiato;11,52
Potenza;2025;11;12;-0,74944;0,66207;9,3;7,0;4,5;15,1;60;1;0;0,0;soleggiato;11,58
Potenza;2025;11;13;-0,73794;0,67486;9,9;7,7;5,8;16,2;65;1;0;0,0;soleggiato;11,49
Potenza;2025;11;14;-0,72622;0,68746;10,7;8,0;6,0;17,1;69;2;0;0,0;soleggiato;11,33
Potenza;2025;11;15;-0,71429;0,69985;11,9;4,9;8,0;17,0;63;2;0;0,0;soleggiato;11,77
Potenza;2025;11;16;-0,70215;0,71203;15,5;6,2;10,8;20,5;49;3;0;0,0;soleggiato;11,43
Potenza;2025;11;17;-0,6898;0,724;13,9;9,3;11,1;17,3;84;4;0;0,2;soleggiato;10,67
Potenza;2025;11;18;-0,67724;0,73576;11,1;11,6;9,1;13,9;93;2;0;7,9;pioggia nebbia;8,62
Potenza;2025;11;19;-0,66448;0,7473;9,6;11,4;7,3;13,5;87;2;0;1,9;pioggia nebbia;8,46
Potenza;2025;11;20;-0,65153;0,75862;9,4;10,2;7,7;13,3;82;3;0;0,2;nebbia;8,91
Potenza;2025;11;21;-0,63838;0,76972;7,1;8,5;4,3;10,4;92;2;0;17,6;pioggia;11,05
Potenza;2025;11;22;-0,62505;0,78058;3,5;8,6;1,6;5,2;89;2;0;12,0;pioggia neve;9,16
Potenza;2025;11;23;-0,61153;0,79122;3,3;1,6;0,9;7,1;73;2;0;0,3;soleggiato;9,38
Potenza;2025;11;24;-0,59783;0,80162;7,0;4,6;2,4;10,6;86;4;0;3,5;pioggia;9,26
Potenza;2025;11;25;-0,58395;0,81179;9,1;7,4;5,5;11,4;88;4;0;13,7;pioggia;8,04
Potenza;2025;11;26;-0,5699;0,82171;6,8;10,8;4,7;10,6;83;2;0;1,1;pioggia;6,29
Potenza;2025;11;27;-0,55568;0,83139;4,9;11,4;4,0;6,4;93;1;0;6,1;pioggia;6,14
Potenza;2025;11;28;-0,5413;0,84083;4,4;11,7;3,3;6,1;94;2;0;1,9;pioggia;6,29
Potenza;2025;11;29;-0,52675;0,85002;5,0;7,8;3,1;7,2;88;1;0;0,6;soleggiato;7,91
Potenza;2025;11;30;-0,51206;0,85895;5,5;3,2;2,2;10,5;82;2;0;0,0;soleggiato;7,82
Potenza;2025;12;1;-0,4972;0,86763;6,6;5,3;2,8;11,7;72;1;0;0,0;soleggiato;7,83
Potenza;2025;12;2;-0,48221;0,87606;6,9;6,9;4,5;10,8;85;2;0;1,5;pioggia;7,52
Potenza;2025;12;3;-0,46706;0,88422;7,0;6,9;4,1;11,1;88;1;0;8,0;pioggia;7,4
Potenza;2025;12;4;-0,45179;0,89213;7,2;7,8;5,7;9,8;90;2;0;21,9;pioggia;7,29
Potenza;2025;12;5;-0,43637;0,89977;6,8;5,9;4,8;10,3;91;1;0;1,5;pioggia;7,38
Potenza;2025;12;6;-0,42083;0,90714;6,7;6,6;4,9;8,9;87;2;0;0,6;pioggia;7,09
Potenza;2025;12;7;-0,40516;0,91424;6,2;5,6;3,6;9,8;77;1;0;0,0;soleggiato;7,01
Potenza;2025;12;8;-0,38938;0,92108;5,9;5,5;4,1;10,2;86;1;0;0,1;soleggiato;6,94
Potenza;2025;12;9;-0,37348;0,92764;8,7;5,0;5,1;15,2;60;1;0;0,0;soleggiato;7,02
Potenza;2025;12;10;-0,35746;0,93393;9,5;4,7;5,3;16,7;57;1;0;0,0;soleggiato;7,05
Potenza;2025;12;11;-0,34135;0,93994;8,0;5,1;5,5;13,9;58;1;0;0,0;nebbia;7,01
Potenza;2025;12;12;-0,32513;0,94567;7,0;4,9;3,9;12,7;80;1;0;0,0;nebbia;7,03
Potenza;2025;12;13;-0,30881;0,95112;4,9;6,8;2,6;9,6;90;1;0;0,0;soleggiato;6,95
Potenza;2025;12;14;-0,29241;0,95629;5,2;8,9;2,6;10,0;86;1;0;0,0;soleggiato;6,69
Potenza;2025;12;15;-0,27591;0,96118;6,6;5,6;3,1;12,8;69;1;0;0,0;soleggiato;6,97
Potenza;2025;12;16;-0,25934;0,96579;7,1;4,9;4,5;9,0;81;1;0;1,6;pioggia;7,12
Potenza;2025;12;17;-0,24269;0,9701;9,0;9,4;6,8;13,6;82;2;0;0,0;soleggiato;6,59
Potenza;2025;12;18;-0,22596;0,97414;9,0;7,9;5,9;13,9;68;1;0;0,0;soleggiato;6,81
Potenza;2025;12;19;-0,20917;0,97788;7,0;7,4;4,2;12,0;82;1;0;0,1;nebbia;6,74
Potenza;2025;12;20;-0,19232;0,98133;6,4;5,2;4,5;8,7;96;1;0;0,4;nebbia;6,82
Potenza;2025;12;21;-0,17541;0,9845;6,3;1,5;4,1;9,7;92;2;0;0,4;nebbia;6,79
Potenza;2025;12;22;-0,15845;0,98737;7,8;4,2;6,2;9,5;93;2;0;0,7;soleggiato;6,72
Potenza;2025;12;23;-0,14144;0,98995;7,7;2,4;5,0;11,8;91;2;0;6,4;pioggia;6,75
Potenza;2025;12;24;-0,12439;0,99223;5,3;-0,0;2,3;9,0;83;3;0;2,5;pioggia;6,45
Potenza;2025;12;25;-0,10731;0,99423;5,3;1,9;2,2;9,5;82;1;0;0,5;pioggia nebbia;6,74
Potenza;2025;12;26;-0,09019;0,99592;5,8;4,1;4,1;8,3;94;2;0;0,6;nebbia;6,89
Potenza;2025;12;27;-0,07305;0,99733;4,1;5,3;0,6;7,1;90;2;0;0,2;soleggiato;7,02
Potenza;2025;12;28;-0,05588;0,99844;4,3;4,9;0,9;10,1;62;1;0;0,0;soleggiato;7,06
Potenza;2025;12;29;-0,0387;0,99925;3,9;5,9;0,2;10,2;73;1;0;0,0;soleggiato;6,96
Potenza;2025;12;30;-0,0215;0,99977;4,2;8,3;1,7;8,3;88;2;0;1,2;pioggia neve;7,18
Potenza;2025;12;31;-0,0043;0,99999;-1,6;8,1;-4,5;1,2;71;3;0;0,0;soleggiato;7,72
