LOCALITA;ANNO;MESE;GIORNO;SIN_GIORNO;COS_GIORNO;TMEDIA °C;TEMPERATURA_MEDIA_ANNO_PRECEDENTE;TMIN °C;TMAX °C;UMIDITA %;VENTOMEDIA km/h;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI;PRED_LINREG
Bari;2025;1;1;0,0172;0,99985;8,0;9,1;3,0;10,0;96;0;0;0,0;nebbia;9,72
Bari;2025;1;2;0,0344;0,99941;7,0;7,9;2,0;13,0;92;0;0;0,0;nebbia;9,51
Bari;2025;1;3;0,05158;0,99867;11,0;8,5;5,0;15,0;70;0;0;0,0;pioggia;9,53
Bari;2025;1;4;0,06876;0,99763;8,0;9,1;3,0;12,0;81;0;0;0,0;pioggia;9,55
Bari;2025;1;5;0,08591;0,9963;8,0;9,2;2,0;15,0;82;0;0;0,0;soleggiato;9,51
Bari;2025;1;6;0,10303;0,99468;12,0;8,4;6,0;19,0;80;0;0;0,0;soleggiato;9,36
Bari;2025;1;7;0,12013;0,99276;14,0;4,9;12,0;18,0;80;0;0;0,0;soleggiato;8,86
Bari;2025;1;8;0,13719;0,99055;12,0;5,0;8,0;18,0;78;0;0;0,0;soleggiato;8,83
Bari;2025;1;9;0,1542;0,98804;12,0;2,2;7,0;18,0;73;0;0;0,0;pioggia;8,43
Bari;2025;1;10;0,17118;0,98524;12,0;3,1;8,0;19,0;72;0;0;0,0;soleggiato;8,5
Bari;2025;1;11;0,1881;0,98215;10,0;4,1;7,0;11,0;88;0;0;0,0;pioggia;8,59
Bari;2025;1;12;0,20497;0,97877;7,0;1,9;6,0;9,0;84;1;0;0,0;pioggia;8,27
Bari;2025;1;13;0,22177;0,9751;7,0;1,2;6,0;9,0;80;3;0;0,0;pioggia;8,15
Bari;2025;1;14;0,23851;0,97114;8,0;4,9;6,0;10,0;68;0;0;0,0;pioggia;8,59
Bari;2025;1;15;0,25518;0,96689;7,0;8,2;5,0;10,0;75;0;0;0,0;pioggia;8,98
Bari;2025;1;16;0,27178;0,96236;6,0;8,9;1,0;10,0;80;0;0;0,0;soleggiato;9,04
Bari;2025;1;17;0,28829;0,95754;9,0;10,2;5,0;11,0;86;0;0;0,0;pioggia;9,19
Bari;2025;1;18;0,30472;0,95244;9,0;10,2;7,0;11,0;94;0;0;0,0;pioggia;9,16
Bari;2025;1;19;0,32106;0,94706;10,0;9,3;9,0;12,0;97;0;0;0,0;pioggia nebbia;9,02
Bari;2025;1;20;0,3373;0,9414;10,0;-0,2;8,0;12,0;94;0;0;0,0;pioggia;7,79
Bari;2025;1;21;0,35344;0,93546;10,0;-1,0;7,0;14,0;88;0;0;0,0;pioggia;7,67
Bari;2025;1;22;0,36948;0,92924;10,0;2,7;4,0;14,0;79;0;0;0,0;soleggiato;8,13
Bari;2025;1;23;0,38541;0,92274;12,0;4,5;7,0;17,0;77;0;0;0,0;soleggiato;8,35
Bari;2025;1;24;0,40123;0,91598;13,0;6,2;8,0;17,0;84;0;0;0,0;soleggiato;8,55
Bari;2025;1;25;0,41693;0,90894;10,0;6,5;5,0;16,0;88;0;0;0,0;soleggiato;8,59
Bari;2025;1;26;0,4325;0,90163;12,0;8,7;7,0;18,0;81;0;0;0,0;soleggiato;8,86
Bari;2025;1;27;0,44794;0,89406;12,0;6,0;7,0;19,0;71;0;0;0,0;soleggiato;8,51
Bari;2025;1;28;0,46326;0,88622;14,0;3,8;10,0;19,0;75;2;0;0,0;pioggia;8,23
Bari;2025;1;29;0,47843;0,87812;12,0;3,9;8,0;16,0;68;0;0;0,0;pioggia;8,24
Bari;2025;1;30;0,49347;0,86976;10,0;3,8;6,0;15,0;86;0;0;0,0;pioggia;8,24
Bari;2025;1;31;0,50836;0,86115;9,0;5,6;3,0;15,0;79;0;0;0,0;soleggiato;8,47
Bari;2025;2;1;0,52309;0,85227;10,0;5,0;4,0;16,0;88;0;0;0,0;soleggiato;8,4
Bari;2025;2;2;0,53768;0,84315;10,0;3,8;7,0;13,0;96;0;0;0,0;pioggia;8,26
Bari;2025;2;3;0,5521;0,83378;11,0;7,0;9,0;13,0;91;0;0;0,0;pioggia;8,69
Bari;2025;2;4;0,56636;0,82416;10,0;8,6;7,0;12,0;78;0;0;0,0;pioggia;8,91
Bari;2025;2;5;0,58045;0,81429;9,0;8,6;6,0;12,0;74;0;0;0,0;soleggiato;8,92
Bari;2025;2;6;0,59438;0,80419;9,0;8,1;4,0;14,0;77;0;0;0,0;soleggiato;8,88
Bari;2025;2;7;0,60812;0,79384;8,0;8,4;2,0;13,0;86;0;0;0,0;pioggia;8,94
Bari;2025;2;8;0,62169;0,78327;11,0;7,4;7,0;15,0;76;0;0;0,0;soleggiato;8,84
Bari;2025;2;9;0,63507;0,77246;9,0;9,1;3,0;14,0;78;0;0;0,0;soleggiato;9,08
Bari;2025;2;10;0,64826;0,76142;7,0;8,4;2,0;13,0;80;0;0;0,0;soleggiato;9,02
Bari;2025;2;11;0,66126;0,75015;9,0;6,2;3,0;14,0;80;0;0;0,0;soleggiato;8,77
Bari;2025;2;12;0,67407;0,73867;9,0;5,4;5,0;15,0;82;0;0;0,0;soleggiato;8,7
Bari;2025;2;13;0,68668;0,72696;10,0;4,6;4,0;14,0;79;0;0;0,0;soleggiato;8,63
Bari;2025;2;14;0,69908;0,71504;12,0;4,1;8,0;18,0;75;0;0;0,0;pioggia temporale;8,61
Bari;2025;2;15;0,71128;0,70291;11,0;7,1;9,0;16,0;85;0;0;0,0;pioggia;9,03
Bari;2025;2;16;0,72326;0,69057;10,0;10,3;8,0;12,0;92;0;0;0,0;pioggia;9,49
Bari;2025;2;17;0,73503;0,67803;10,0;10,8;9,0;13,0;82;0;0;0,0;soleggiato;9,6
Bari;2025;2;18;0,74659;0,66529;9,0;10,1;7,0;11,0;77;0;0;0,0;soleggiato;9,55
Bari;2025;2;19;0,75792;0,65235;9,0;8,2;7,0;11,0;74;0;0;0,0;soleggiato;9,36
Bari;2025;2;20;0,76903;0,63921;8,0;6,0;6,0;10,0;75;0;0;0,0;soleggiato;9,13
Bari;2025;2;21;0,77991;0,62589;9,0;6,5;4,0;13,0;75;0;0;0,0;soleggiato;9,24
Bari;2025;2;22;0,79056;0,61238;8,0;7,4;2,0;14,0;74;0;0;0,0;soleggiato;9,41
Bari;2025;2;23;0,80098;0,59869;10,0;7,7;4,0;15,0;80;0;0;0,0;soleggiato;9,51
Bari;2025;2;24;0,81116;0,58482;11,0;6,5;6,0;16,0;81;0;0;0,0;pioggia;9,42
Bari;2025;2;25;0,8211;0,57078;11,0;5,5;7,0;15,0;84;0;0;0,0;pioggia;9,35
Bari;2025;2;26;0,8308;0,55658;13,0;7,2;9,0;18,0;80;0;0;0,0;pioggia;9,63
Bari;2025;2;27;0,84025;0,5422;11,0;9,5;9,0;13,0;88;0;0;0,0;pioggia;9,99
Bari;2025;2;28;0,84945;0,52767;11,0;8,3;6,0;15,0;80;0;0;0,0;soleggiato;9,91
Bari;2025;3;1;0,8584;0,51298;11,0;6,6;7,0;17,0;87;0;0;0,0;pioggia;9,76
Bari;2025;3;2;0,8671;0,49814;11,0;6,8;9,0;14,0;90;0;0;0,0;pioggia;9,85
Bari;2025;3;3;0,87554;0,48315;10,0;8,7;7,0;13,0;65;0;0;0,0;soleggiato;10,17
Bari;2025;3;4;0,88372;0,46802;10,0;4,4;6,0;14,0;75;0;0;0,0;soleggiato;9,69
Bari;2025;3;5;0,89164;0,45274;10,0;4,8;4,0;14,0;81;0;0;0,0;soleggiato;9,82
Bari;2025;3;6;0,8993;0,43734;9,0;6,3;3,0;15,0;83;0;0;0,0;soleggiato;10,09
Bari;2025;3;7;0,90669;0,42181;10,0;4,5;5,0;15,0;85;0;0;0,0;soleggiato;9,94
Bari;2025;3;8;0,91381;0,40615;10,0;7,2;6,0;14,0;89;0;0;0,0;nebbia;10,37
Bari;2025;3;9;0,92066;0,39037;13,0;8,6;6,0;21,0;70;0;0;0,0;soleggiato;10,64
Bari;2025;3;10;0,92724;0,37447;16,0;11,3;10,0;20,0;77;9;0;0,0;soleggiato;11,07
Bari;2025;3;11;0,93354;0,35847;17,0;7,3;14,0;21,0;78;5;0;0,0;pioggia temporale;10,65
Bari;2025;3;12;0,93957;0,34236;15,0;5,3;11,0;18,0;79;0;0;0,0;pioggia;10,48
Bari;2025;3;13;0,94532;0,32614;15,0;5,5;10,0;20,0;67;0;0;0,0;soleggiato;10,6
Bari;2025;3;14;0,95079;0,30983;17,0;7,7;13,0;21,0;73;10;0;0,0;soleggiato;10,97
Bari;2025;3;15;0,95598;0,29343;18,0;8,8;16,0;22,0;75;5;0;0,0;soleggiato;11,21
Bari;2025;3;16;0,96089;0,27695;15,0;8,0;9,0;20,0;55;0;0;0,0;soleggiato;11,2
Bari;2025;3;17;0,96551;0,26038;12,0;8,3;7,0;15,0;61;0;0;0,0;soleggiato;11,34
Bari;2025;3;18;0,96984;0,24373;9,0;9,0;8,0;11,0;57;2;0;0,0;pioggia;11,53
Bari;2025;3;19;0,97389;0,22701;7,0;7,4;2,0;11,0;58;0;0;0,0;soleggiato;11,43
Bari;2025;3;20;0,97765;0,21022;8,0;6,3;1,0;13,0;75;0;0;0,0;soleggiato;11,39
Bari;2025;3;21;0,98112;0,19338;10,0;9,5;2,0;16,0;63;0;0;0,0;soleggiato;11,9
Bari;2025;3;22;0,98431;0,17647;14,0;8,5;8,0;17,0;74;2;0;0,0;pioggia;11,88
Bari;2025;3;23;0,9872;0,15951;16,0;9,3;15,0;18,0;80;12;0;0,0;pioggia;12,09
Bari;2025;3;24;0,98979;0,14251;17,0;8,8;14,0;20,0;82;5;0;0,0;pioggia temporale;12,13
Bari;2025;3;25;0,9921;0,12546;16,0;8,2;11,0;20,0;86;0;0;0,0;pioggia;12,17
Bari;2025;3;26;0,99411;0,10838;13,0;10,2;12,0;15,0;94;0;0;0,0;pioggia nebbia;12,53
Bari;2025;3;27;0,99583;0,09126;13,0;10,8;10,0;21,0;82;0;0;0,0;pioggia temporale;12,72
Bari;2025;3;28;0,99725;0,07412;11,0;9,0;7,0;15,0;87;0;0;0,0;pioggia temporale;12,61
Bari;2025;3;29;0,99838;0,05695;12,0;12,7;8,0;14,0;87;0;0;0,0;pioggia;13,2
Bari;2025;3;30;0,99921;0,03977;13,0;14,7;11,0;16,0;88;0;0;0,0;pioggia;13,57
Bari;2025;3;31;0,99975;0,02258;13,0;14,7;11,0;15,0;76;0;0;0,0;pioggia;13,69
Bari;2025;4;1;0,99999;0,00538;13,0;14,8;10,0;17,0;82;0;0;0,0;pioggia;13,82
Bari;2025;4;2;0,99993;-0,01183;14,0;7,8;11,0;18,0;80;0;0;0,0;pioggia;13,04
Bari;2025;4;3;0,99958;-0,02903;14,0;8,0;9,0;18,0;71;0;0;0,0;soleggiato;13,18
Bari;2025;4;4;0,99893;-0,04622;13,0;10,5;8,0;17,0;68;0;0;0,0;soleggiato;13,63
Bari;2025;4;5;0,99799;-0,06339;13,0;13,4;8,0;17,0;65;0;0;0,0;soleggiato;14,12
Bari;2025;4;6;0,99675;-0,08055;11,0;14,5;7,0;18,0;74;2;0;0,0;pioggia temporale;14,38
Bari;2025;4;7;0,99522;-0,09768;9,0;16,7;7,0;10,0;44;2;0;0,0;pioggia;14,79
Bari;2025;4;8;0,99339;-0,11479;10,0;18,0;8,0;13,0;47;0;0;0,0;soleggiato;15,08
Bari;2025;4;9;0,99127;-0,13186;10,0;16,1;5,0;14,0;63;0;0;0,0;pioggia temporale;14,97
Bari;2025;4;10;0,98885;-0,14889;10,0;10,7;4,0;15,0;72;0;0;0,0;soleggiato;14,4
Bari;2025;4;11;0,98615;-0,16588;14,0;10,3;9,0;19,0;57;0;0;0,0;soleggiato;14,47
Bari;2025;4;12;0,98315;-0,18282;15,0;15,0;9,0;20,0;58;0;0;0,0;soleggiato;15,21
Bari;2025;4;13;0,97986;-0,1997;17,0;18,0;12,0;23,0;57;2;0;0,0;soleggiato;15,72
Bari;2025;4;14;0,97628;-0,21653;17,0;18,9;15,0;19,0;78;7;0;0,0;pioggia;15,97
Bari;2025;4;15;0,97241;-0,23329;18,0;18,1;17,0;21,0;70;17;0;0,0;soleggiato;15,99
Bari;2025;4;16;0,96825;-0,24998;18,0;14,1;16,0;21,0;71;13;0;0,0;pioggia;15,61
Bari;2025;4;17;0,96381;-0,2666;17,0;7,4;14,0;19,0;66;8;0;0,0;pioggia;14,88
Bari;2025;4;18;0,95908;-0,28314;15,0;5,5;9,0;20,0;62;0;0;0,0;soleggiato;14,77
Bari;2025;4;19;0,95407;-0,29959;14,0;4,0;8,0;18,0;64;0;0;0,0;soleggiato;14,71
Bari;2025;4;20;0,94877;-0,31596;16,0;7,0;9,0;22,0;61;0;0;0,0;soleggiato;15,22
Bari;2025;4;21;0,9432;-0,33224;15,0;5,9;8,0;20,0;74;0;0;0,0;soleggiato;15,21
Bari;2025;4;22;0,93734;-0,34841;16,0;9,1;11,0;21,0;77;0;0;0,0;soleggiato;15,76
Bari;2025;4;23;0,93121;-0,36448;16,0;8,2;10,0;21,0;77;0;0;0,0;pioggia;15,78
Bari;2025;4;24;0,9248;-0,38045;15,0;6,2;11,0;21,0;80;0;0;0,0;pioggia;15,65
Bari;2025;4;25;0,91812;-0,3963;16,0;7,1;11,0;22,0;72;0;0;0,0;pioggia temporale;15,9
Bari;2025;4;26;0,91117;-0,41203;16,0;8,7;13,0;18,0;84;0;0;0,0;pioggia;16,24
Bari;2025;4;27;0,90395;-0,42765;16,0;12,4;12,0;20,0;80;0;0;0,0;soleggiato;16,85
Bari;2025;4;28;0,89646;-0,44313;16,0;14,2;13,0;20,0;88;0;0;0,0;soleggiato;17,22
Bari;2025;4;29;0,8887;-0,45849;17,0;15,8;12,0;21,0;78;0;0;0,0;soleggiato;17,56
Bari;2025;4;30;0,88068;-0,47371;17,0;16,5;11,0;21,0;71;0;0;0,0;soleggiato;17,78
Bari;2025;5;1;0,8724;-0,48879;18,0;12,9;11,0;22,0;57;0;0;0,0;soleggiato;17,45
Bari;2025;5;2;0,86387;-0,50372;19,0;10,0;13,0;23,0;57;0;0;0,0;soleggiato;17,21
Bari;2025;5;3;0,85507;-0,51851;20,0;8,1;11,0;26,0;59;0;0;0,0;soleggiato;17,1
Bari;2025;5;4;0,84603;-0,53314;21,0;11,1;13,0;28,0;40;0;0;0,0;soleggiato;17,62
Bari;2025;5;5;0,83673;-0,54761;21,0;13,3;15,0;27,0;65;0;0;0,0;pioggia;18,04
Bari;2025;5;6;0,82719;-0,56192;21,0;14,9;17,0;27,0;60;0;0;0,0;pioggia temporale;18,38
Bari;2025;5;7;0,8174;-0,57607;19,0;15,2;12,0;22,0;66;0;0;0,0;soleggiato;18,55
Bari;2025;5;8;0,80737;-0,59004;18,0;13,8;13,0;23,0;57;0;0;0,0;soleggiato;18,5
Bari;2025;5;9;0,7971;-0,60385;17,0;11,8;12,0;21,0;72;0;0;0,0;pioggia;18,38
Bari;2025;5;10;0,7866;-0,61747;18,0;12,0;13,0;21,0;73;0;0;0,0;soleggiato;18,54
Bari;2025;5;11;0,77586;-0,63091;16,0;13,4;10,0;21,0;70;0;0;0,0;pioggia;18,85
Bari;2025;5;12;0,76489;-0,64416;17,0;14,8;10,0;21,0;76;0;0;0,0;soleggiato;19,16
