LOCALITA;ANNO;MESE;GIORNO;SIN_GIORNO;COS_GIORNO;TMEDIA °C;TEMPERATURA_MEDIA_ANNO_PRECEDENTE;TMIN °C;TMAX °C;UMIDITA %;VENTOMEDIA km/h;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Bari;2025;12;8;-0.38938;0.92108;12;11;9;15;80;0;0;0.1;soleggiato
Bari;2025;12;9;-0.37348;0.92764;10;11;5;16;91;0;0;0;soleggiato
Bari;2025;12;10;-0.35746;0.93393;9;9;4;14;93;0;0;0;nebbia 
Bari;2025;12;11;-0.34135;0.93994;11;8;7;15;89;0;0;0;soleggiato
Bari;2025;12;12;-0.32513;0.94567;11;9;8;14;85;0;0;0.3;soleggiato
Bari;2025;12;13;-0.30881;0.95112;12;9;10;14;82;0;0;0.3;soleggiato
Bari;2025;12;14;-0.29241;0.95629;11;13;6;15;82;0;0;0;soleggiato
Bari;2025;12;15;-0.27591;0.96118;8;11;3;15;90;0;0;0;soleggiato
Bari;2025;12;16;-0.25934;0.96579;11;10;5;15;94;0;0;1.6;pioggia 
Bari;2025;12;17;-0.24269;0.9701;15;10;11;20;85;0;0;0.1;pioggia 
Bari;2025;12;18;-0.22596;0.97414;11;9;8;14;97;0;0;0.1;nebbia 
Bari;2025;12;19;-0.20917;0.97788;11;11;9;14;96;0;0;0.2;nebbia 
Bari;2025;12;20;-0.19232;0.98133;11;11;7;15;94;0;0;0.2;nebbia 
Bari;2025;12;21;-0.17541;0.9845;10;9;6;15;92;0;0;0.3;soleggiato
Bari;2025;12;22;-0.15845;0.98737;10;9;7;14;95;0;0;0.4;soleggiato
Bari;2025;12;23;-0.14144;0.98995;13;8;8;17;93;0;0;1.9;pioggia 
Bari;2025;12;24;-0.12439;0.99223;11;9;5;16;76;0;0;0;soleggiato
Bari;2025;12;25;-0.10731;0.99423;9;11;4;15;90;0;0;3.3;pioggia 
Bari;2025;12;26;-0.09019;0.99592;9;12;6;13;95;0;0;2.6;soleggiato
Bari;2025;12;27;-0.07305;0.99733;10;11;7;13;83;0;0;0;soleggiato
Bari;2025;12;28;-0.05588;0.99844;9;10;5;14;76;0;0;0;soleggiato
Bari;2025;12;29;-0.0387;0.99925;8;9;4;13;79;0;0;0;soleggiato
Bari;2025;12;30;-0.0215;0.99977;8;7;2;13;79;0;0;2.5;pioggia 
Bari;2025;12;31;-0.0043;0.99999;6;7;0;9;47;1;0;0;soleggiato
