LOCALITA;ANNO;MESE;GIORNO;SIN_GIORNO;COS_GIORNO;TMEDIA °C;TEMPERATURA_MEDIA_ANNO_PRECEDENTE;TMIN °C;TMAX °C;UMIDITA %;VENTOMEDIA km/h;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Lecce;2025;12;10;-0.35746;0.93393;10;4.7;5;16;94;0;0;0.1;nebbia
Lecce;2025;12;11;-0.34135;0.93994;11;5.1;6;16;92;0;0;0.3;nebbia
Lecce;2025;12;12;-0.32513;0.94567;12;4.9;9;15;88;0;0;0.2;soleggiato
Lecce;2025;12;13;-0.30881;0.95112;11;6.8;7;16;88;0;0;0;soleggiato
Lecce;2025;12;14;-0.29241;0.95629;11;8.9;6;16;87;0;0;0.1;nebbia
Lecce;2025;12;15;-0.27591;0.96118;9;5.6;4;16;90;0;0;0;nebbia
Lecce;2025;12;16;-0.25934;0.96579;11;4.9;5;15;94;0;0;1.1;nebbia
Lecce;2025;12;17;-0.24269;0.9701;15;9.4;13;18;90;0;0;2.3;soleggiato
Lecce;2025;12;18;-0.22596;0.97414;15;7.9;12;18;94;0;0;0.6;nebbia
Lecce;2025;12;19;-0.20917;0.97788;13;7.4;12;16;96;0;0;1.8;pioggia nebbia
Lecce;2025;12;20;-0.19232;0.98133;13;5.2;11;15;93;0;0;0.7;soleggiato
Lecce;2025;12;21;-0.17541;0.9845;11;1.5;6;15;93;0;0;0.2;nebbia
Lecce;2025;12;22;-0.15845;0.98737;11;4.2;6;18;89;0;0;0.3;nebbia
Lecce;2025;12;23;-0.14144;0.98995;14;2.4;11;17;90;1;0;10.6;pioggia temporale
Lecce;2025;12;24;-0.12439;0.99223;12;-0;9;16;82;0;0;3;soleggiato
Lecce;2025;12;25;-0.10731;0.99423;12;1.9;10;17;85;0;0;7.4;soleggiato
Lecce;2025;12;26;-0.09019;0.99592;11;4.1;8;15;88;0;0;0.8;pioggia
Lecce;2025;12;27;-0.07305;0.99733;10;5.3;6;14;85;0;0;0;soleggiato
Lecce;2025;12;28;-0.05588;0.99844;9;4.9;4;13;90;0;0;0.1;soleggiato
Lecce;2025;12;29;-0.0387;0.99925;8;5.9;4;14;82;0;0;0;soleggiato
Lecce;2025;12;30;-0.0215;0.99977;7;8.3;3;14;87;0;0;1.5;soleggiato
Lecce;2025;12;31;-0.0043;0.99999;5;8.1;3;8;64;1;0;0;pioggia
